SAT Frequency 
[1] 1291
    SAT         SATF
0.2387096774    1 0.0003517411
0.2392026578    1 0.0003517411
0.2396694215    1 0.0003517411
0.2397820163    1 0.0003517411
0.2398001665    1 0.0003517411
0.2402659069    1 0.0003517411
0.2404627892    1 0.0003517411
0.2407407407    1 0.0003517411
0.2415566987    1 0.0003517411
0.2417763158    1 0.0003517411
0.2418456643    1 0.0003517411
0.2418546366    1 0.0003517411
0.2421052632    1 0.0003517411
0.2432432432    1 0.0003517411
0.2442748092    1 0.0003517411
0.2447621395    1 0.0003517411
0.2453560372    1 0.0003517411
0.2454545455    3 0.0010552234
0.2456521739    1 0.0003517411
0.2464454976    3 0.0010552234
0.2467988072    1 0.0003517411
0.247043364     1 0.0003517411
0.2470588235    1 0.0003517411
0.247113164     1 0.0003517411
0.2473071952    6 0.0021104467
0.2473684211    1 0.0003517411
0.2474226804    1 0.0003517411
0.2480620155    1 0.0003517411
0.2482269504    1 0.0003517411
0.2482884528    1 0.0003517411
0.2489683631    1 0.0003517411
0.2493781095    1 0.0003517411
0.25            2 0.0007034822
0.2501202501    1 0.0003517411
0.2504047491    1 0.0003517411
0.2505656109    1 0.0003517411
0.2508361204    1 0.0003517411
0.2512315271    1 0.0003517411
0.2514177694    1 0.0003517411
0.2514827995    1 0.0003517411
0.2517162471    1 0.0003517411
0.2517460317    1 0.0003517411
0.2522522523    1 0.0003517411
0.2532188841    1 0.0003517411
0.2540145985    1 0.0003517411
0.2541567696    1 0.0003517411
0.2544529262    1 0.0003517411
0.2545787546    1 0.0003517411
0.2549019608    1 0.0003517411
0.2550505051    1 0.0003517411
0.255091104     1 0.0003517411
0.2552447552    3 0.0010552234
0.2553468962    1 0.0003517411
0.2561983471    1 0.0003517411
0.25625         1 0.0003517411
0.2565055762    2 0.0007034822
0.2565298507    1 0.0003517411
0.2575142161    1 0.0003517411
0.2577319588    1 0.0003517411
0.25795053      1 0.0003517411
0.2586086885    7 0.0024621878
0.2589498807    1 0.0003517411
0.2591768632    1 0.0003517411
0.2593582888    1 0.0003517411
0.2594654788    1 0.0003517411
0.2597054886    1 0.0003517411
0.2598661435    1 0.0003517411
0.2600536193    1 0.0003517411
0.2603448276    1 0.0003517411
0.2608030593    4 0.0014069645
0.2612781955    1 0.0003517411
0.2617647059    1 0.0003517411
0.2619047619    1 0.0003517411
0.2622036262    1 0.0003517411
0.2623449427    1 0.0003517411
0.2630185349    1 0.0003517411
0.2638888889    1 0.0003517411
0.2640524943    1 0.0003517411
0.2647569444    1 0.0003517411
0.264957265     1 0.0003517411
0.2651086554    4 0.0014069645
0.2651646447    1 0.0003517411
0.2652468538    1 0.0003517411
0.2653846154    1 0.0003517411
0.2655472637    1 0.0003517411
0.2666666667    1 0.0003517411
0.2669322709    3 0.0010552234
0.2670487106    1 0.0003517411
0.2671755725    1 0.0003517411
0.2673119881    1 0.0003517411
0.2673888255    1 0.0003517411
0.2675116744    1 0.0003517411
0.2675585284    1 0.0003517411
0.2676797195    1 0.0003517411
0.2679245283    1 0.0003517411
0.268258427     1 0.0003517411
0.2686825054   17 0.0059795990
0.2693266833    1 0.0003517411
0.2699386503    1 0.0003517411
0.2703560099   11 0.0038691523
0.2703598485    1 0.0003517411
0.2709359606    1 0.0003517411
0.2709497207    1 0.0003517411
0.270972271     1 0.0003517411
0.2714054927    1 0.0003517411
0.2718832891    1 0.0003517411
0.2720655141    1 0.0003517411
0.2723430897    1 0.0003517411
0.2727272727    1 0.0003517411
0.2735334243    1 0.0003517411
0.2737430168    1 0.0003517411
0.2738095238    1 0.0003517411
0.2741194487    1 0.0003517411
0.2750455373    1 0.0003517411
0.2757437071    1 0.0003517411
0.2762495157    1 0.0003517411
0.2763276328    1 0.0003517411
0.2777777778    3 0.0010552234
0.2780678851    1 0.0003517411
0.2782608696    1 0.0003517411
0.2784810127    2 0.0007034822
0.2788569594    1 0.0003517411
0.2789115646    1 0.0003517411
0.2789156627    1 0.0003517411
0.2791666667    1 0.0003517411
0.2797277937    1 0.0003517411
0.2797527048    1 0.0003517411
0.2807017544    1 0.0003517411
0.2816843827    1 0.0003517411
0.2821997106    1 0.0003517411
0.2824074074    1 0.0003517411
0.2830582432    1 0.0003517411
0.283095723     1 0.0003517411
0.2835680751    1 0.0003517411
0.2836676218    1 0.0003517411
0.2838709677    1 0.0003517411
0.2840746055    1 0.0003517411
0.2846580407    5 0.0017587056
0.2871212121    1 0.0003517411
0.2871287129    1 0.0003517411
0.287694974     1 0.0003517411
0.2878787879    1 0.0003517411
0.2881002088    1 0.0003517411
0.2881355932    1 0.0003517411
0.2884777124    1 0.0003517411
0.2891373802    2 0.0007034822
0.2892416226    1 0.0003517411
0.2908163265    1 0.0003517411
0.2909162099    1 0.0003517411
0.291301416     1 0.0003517411
0.2916666667    1 0.0003517411
0.2922008925   23 0.0080900457
0.2922893007    4 0.0014069645
0.2923076923    1 0.0003517411
0.2928709056    1 0.0003517411
0.2931541369    1 0.0003517411
0.2932098765    1 0.0003517411
0.2941176471    1 0.0003517411
0.2943143813    1 0.0003517411
0.2947976879    2 0.0007034822
0.295022842     1 0.0003517411
0.2952987267    1 0.0003517411
0.2955489614    1 0.0003517411
0.2958579882    1 0.0003517411
0.2962962963    1 0.0003517411
0.2973760933    1 0.0003517411
0.2973977695    1 0.0003517411
0.2974628171    1 0.0003517411
0.2974789916    1 0.0003517411
0.2978003384    7 0.0024621878
0.2983193277    1 0.0003517411
0.2991768379    1 0.0003517411
0.2992957746    1 0.0003517411
0.2993293329    1 0.0003517411
0.2993762994    1 0.0003517411
0.2996108949    1 0.0003517411
0.3009708738    1 0.0003517411
0.3015521064    1 0.0003517411
0.3023255814    1 0.0003517411
0.3024475524    1 0.0003517411
0.3025435074    1 0.0003517411
0.3027210884    1 0.0003517411
0.3028764805    1 0.0003517411
0.3029107055    1 0.0003517411
0.3033175355    1 0.0003517411
0.3036437247    2 0.0007034822
0.3039348711    1 0.0003517411
0.3050108932    1 0.0003517411
0.3050682261    5 0.0017587056
0.3055555556    1 0.0003517411
0.3065693431    1 0.0003517411
0.3066439523    4 0.0014069645
0.3069544365    1 0.0003517411
0.3075428941    1 0.0003517411
0.3080114078    1 0.0003517411
0.308310992     1 0.0003517411
0.3087790111    1 0.0003517411
0.3088737201    1 0.0003517411
0.3092105263    1 0.0003517411
0.309352518     1 0.0003517411
0.3094812165    1 0.0003517411
0.3099555251    1 0.0003517411
0.3102189781    1 0.0003517411
0.3106936416    1 0.0003517411
0.3111111111    1 0.0003517411
0.3113456464    1 0.0003517411
0.3115183246    1 0.0003517411
0.3116883117    1 0.0003517411
0.31229848      1 0.0003517411
0.3124429571    1 0.0003517411
0.3125496426    2 0.0007034822
0.3129032258    1 0.0003517411
0.312972973     4 0.0014069645
0.3133097762    5 0.0017587056
0.3137254902    1 0.0003517411
0.3142857143    1 0.0003517411
0.3145833333    1 0.0003517411
0.3147688839    2 0.0007034822
0.3148261135    1 0.0003517411
0.3151408451    1 0.0003517411
0.3156682028    1 0.0003517411
0.3161764706    1 0.0003517411
0.3164179104    1 0.0003517411
0.3170731707    2 0.0007034822
0.3173745174    1 0.0003517411
0.3176100629    1 0.0003517411
0.3177675115    1 0.0003517411
0.3181007579    1 0.0003517411
0.318399304     1 0.0003517411
0.318627451     1 0.0003517411
0.3188405797    1 0.0003517411
0.3191489362    1 0.0003517411
0.319349764     1 0.0003517411
0.3195876289    1 0.0003517411
0.3200992556    1 0.0003517411
0.3203342618    1 0.0003517411
0.3203396767    8 0.0028139289
0.3203592814    1 0.0003517411
0.3206039076    1 0.0003517411
0.320754717     1 0.0003517411
0.3211009174    1 0.0003517411
0.3213065888    7 0.0024621878
0.3214285714    1 0.0003517411
0.3215623328    1 0.0003517411
0.3217391304    1 0.0003517411
0.3220588235    1 0.0003517411
0.3221409574    1 0.0003517411
0.3222305389    1 0.0003517411
0.3225806452    1 0.0003517411
0.3226519337    1 0.0003517411
0.322655795     1 0.0003517411
0.3227091633    1 0.0003517411
0.3227272727    1 0.0003517411
0.3231815494    1 0.0003517411
0.3235439289    1 0.0003517411
0.3236363636    1 0.0003517411
0.324099723     1 0.0003517411
0.3242290749    2 0.0007034822
0.3246753247    1 0.0003517411
0.324684271     1 0.0003517411
0.325           1 0.0003517411
0.3253689389    1 0.0003517411
0.3257820928    1 0.0003517411
0.3265204387    1 0.0003517411
0.3267326733    1 0.0003517411
0.3267973856    1 0.0003517411
0.3274647887    1 0.0003517411
0.3280757098    1 0.0003517411
0.328125        1 0.0003517411
0.3281938326    1 0.0003517411
0.3290322581    1 0.0003517411
0.3290676417    1 0.0003517411
0.3290982337    1 0.0003517411
0.3291897891    1 0.0003517411
0.3292682927    1 0.0003517411
0.3293807642    1 0.0003517411
0.3294573643    1 0.0003517411
0.3298969072    2 0.0007034822
0.3304843305    1 0.0003517411
0.330989011     3 0.0010552234
0.3310657596    1 0.0003517411
0.3316151203    1 0.0003517411
0.3316221766    1 0.0003517411
0.3316782522    1 0.0003517411
0.3320518981    1 0.0003517411
0.3320923306    1 0.0003517411
0.3324873096    1 0.0003517411
0.3328651685    1 0.0003517411
0.3329187396    1 0.0003517411
0.3333333333    4 0.0014069645
0.3339424395    1 0.0003517411
0.334038055     1 0.0003517411
0.3340517241    1 0.0003517411
0.3341836735    1 0.0003517411
0.335483871     1 0.0003517411
0.3355855856    1 0.0003517411
0.3357843137    1 0.0003517411
0.3361227336    1 0.0003517411
0.3363341736   10 0.0035174112
0.3366666667    1 0.0003517411
0.3375          1 0.0003517411
0.3376018626    1 0.0003517411
0.3378378378    1 0.0003517411
0.3383371824    7 0.0024621878
0.3389830508    2 0.0007034822
0.3391915641    1 0.0003517411
0.3393939394    1 0.0003517411
0.3398853399    1 0.0003517411
0.3403361345    1 0.0003517411
0.3406336381    1 0.0003517411
0.3411078717    1 0.0003517411
0.3417085427    1 0.0003517411
0.3417721519    1 0.0003517411
0.3421052632    2 0.0007034822
0.3424708975    1 0.0003517411
0.3427152318    1 0.0003517411
0.3432835821    1 0.0003517411
0.3438438438    1 0.0003517411
0.3441396509    1 0.0003517411
0.3441860465    1 0.0003517411
0.3442622951    1 0.0003517411
0.3443298969    1 0.0003517411
0.3452685422    1 0.0003517411
0.345276873     1 0.0003517411
0.3454545455    1 0.0003517411
0.3455497382    2 0.0007034822
0.3458498024    1 0.0003517411
0.3458823529    1 0.0003517411
0.3459770115    1 0.0003517411
0.3462184874    1 0.0003517411
0.3466666667    1 0.0003517411
0.3470686767    6 0.0021104467
0.3472222222    1 0.0003517411
0.3474903475    1 0.0003517411
0.3476752255    1 0.0003517411
0.3479338843    1 0.0003517411
0.3483146067    2 0.0007034822
0.3483892395    1 0.0003517411
0.3485714286    1 0.0003517411
0.3489583333    1 0.0003517411
0.3490669594    1 0.0003517411
0.3491830365    1 0.0003517411
0.3495412844    1 0.0003517411
0.349702381     1 0.0003517411
0.35008726      1 0.0003517411
0.3501577287    1 0.0003517411
0.3502935421    1 0.0003517411
0.3502994012    1 0.0003517411
0.3506773399    1 0.0003517411
0.3507853403    1 0.0003517411
0.350877193     1 0.0003517411
0.3516260163    1 0.0003517411
0.3518518519    1 0.0003517411
0.3520467836    1 0.0003517411
0.3523809524    1 0.0003517411
0.3525070545    1 0.0003517411
0.3529411765    1 0.0003517411
0.3531021898    1 0.0003517411
0.353301268     1 0.0003517411
0.3536585366    1 0.0003517411
0.3536945813    6 0.0021104467
0.3537414966    1 0.0003517411
0.3539694101    1 0.0003517411
0.3544444444    1 0.0003517411
0.3544891641    3 0.0010552234
0.3548601864    1 0.0003517411
0.3549351944    2 0.0007034822
0.3553837342    1 0.0003517411
0.3554533509    1 0.0003517411
0.3557483731    1 0.0003517411
0.3559322034    1 0.0003517411
0.3559648158    1 0.0003517411
0.356223176     1 0.0003517411
0.3563981043    1 0.0003517411
0.3568853641    1 0.0003517411
0.3570300158    2 0.0007034822
0.3572311496    1 0.0003517411
0.3577981651    1 0.0003517411
0.3578947368    1 0.0003517411
0.358044164     1 0.0003517411
0.3582554517    1 0.0003517411
0.3583467095    1 0.0003517411
0.3583617747    1 0.0003517411
0.358974359     1 0.0003517411
0.3595505618    2 0.0007034822
0.3599931422  127 0.0446711221
0.3606485539    1 0.0003517411
0.3609739486    1 0.0003517411
0.3617021277    1 0.0003517411
0.3617486339    1 0.0003517411
0.3624031008    1 0.0003517411
0.3632514818    1 0.0003517411
0.3633217993    1 0.0003517411
0.363372093     1 0.0003517411
0.3636363636    2 0.0007034822
0.3640256959    1 0.0003517411
0.3640527666    1 0.0003517411
0.3641231593    1 0.0003517411
0.364280652     1 0.0003517411
0.3643122677    1 0.0003517411
0.3643410853    1 0.0003517411
0.3644859813    3 0.0010552234
0.36492891      1 0.0003517411
0.3653136531    1 0.0003517411
0.3653381643    1 0.0003517411
0.3655430712    1 0.0003517411
0.365751634    10 0.0035174112
0.3660714286    1 0.0003517411
0.3662511985    3 0.0010552234
0.3664921466    1 0.0003517411
0.3666333666    1 0.0003517411
0.3666666667    1 0.0003517411
0.3671399594    2 0.0007034822
0.3672985782    1 0.0003517411
0.3673371648    1 0.0003517411
0.367611336     1 0.0003517411
0.3676707907    1 0.0003517411
0.3676731794    1 0.0003517411
0.3676767677    1 0.0003517411
0.367806841     2 0.0007034822
0.367826087     1 0.0003517411
0.3680387409    1 0.0003517411
0.3681672026    1 0.0003517411
0.3684210526    1 0.0003517411
0.3685152057    1 0.0003517411
0.3686993303    1 0.0003517411
0.3687436159    1 0.0003517411
0.3687943262    1 0.0003517411
0.3687982359    1 0.0003517411
0.3690672963    1 0.0003517411
0.3690851735    1 0.0003517411
0.3691507799    2 0.0007034822
0.3692883895    1 0.0003517411
0.3695652174    1 0.0003517411
0.3699059561    1 0.0003517411
0.3706896552    1 0.0003517411
0.3707571802    1 0.0003517411
0.3712374582    1 0.0003517411
0.3715474839    1 0.0003517411
0.3716381418    1 0.0003517411
0.3716517857    1 0.0003517411
0.3716640502    1 0.0003517411
0.371814093     1 0.0003517411
0.372246696     1 0.0003517411
0.3723653396    1 0.0003517411
0.3725579628   30 0.0105522336
0.3730569948    1 0.0003517411
0.3734177215    1 0.0003517411
0.373549884     1 0.0003517411
0.3737373737    1 0.0003517411
0.3738938053    1 0.0003517411
0.3741258741    1 0.0003517411
0.3747714808    1 0.0003517411
0.375           4 0.0014069645
0.3751987281    1 0.0003517411
0.3752122241    1 0.0003517411
0.3756727664    1 0.0003517411
0.3756906077    1 0.0003517411
0.3758650519    1 0.0003517411
0.376146789     1 0.0003517411
0.376984127     1 0.0003517411
0.3770491803    2 0.0007034822
0.3771106942    1 0.0003517411
0.3774509804    1 0.0003517411
0.3777544596    1 0.0003517411
0.3777881041    1 0.0003517411
0.3777901786    1 0.0003517411
0.3782608696    1 0.0003517411
0.3784615385    1 0.0003517411
0.3787185355    1 0.0003517411
0.3792387543    1 0.0003517411
0.3793103448    1 0.0003517411
0.3793445879    1 0.0003517411
0.3800904977    1 0.0003517411
0.3802469136    1 0.0003517411
0.3807531381    1 0.0003517411
0.380952381     2 0.0007034822
0.3811881188    1 0.0003517411
0.3812154696    1 0.0003517411
0.3813112283    1 0.0003517411
0.3813333333    1 0.0003517411
0.381872214     1 0.0003517411
0.3821138211    1 0.0003517411
0.3821989529    1 0.0003517411
0.3823086575    3 0.0010552234
0.3823529412    1 0.0003517411
0.3828125       1 0.0003517411
0.3833001522    6 0.0021104467
0.3834164589    1 0.0003517411
0.3837209302    1 0.0003517411
0.3837981408    1 0.0003517411
0.3838111298    1 0.0003517411
0.384375        1 0.0003517411
0.3846153846    2 0.0007034822
0.3849821216    1 0.0003517411
0.3857374392    1 0.0003517411
0.3864764268    1 0.0003517411
0.3873626374    1 0.0003517411
0.3879658734    1 0.0003517411
0.3883495146    1 0.0003517411
0.3885448916    1 0.0003517411
0.3895027624    1 0.0003517411
0.3897401732    1 0.0003517411
0.3905079101    1 0.0003517411
0.3905109489    1 0.0003517411
0.3905325444    1 0.0003517411
0.3905723906    1 0.0003517411
0.3909090909    1 0.0003517411
0.3912596401    1 0.0003517411
0.3916500994    1 0.0003517411
0.3918613414    1 0.0003517411
0.3922902494    1 0.0003517411
0.3926140231    1 0.0003517411
0.3928571429    1 0.0003517411
0.3930131004    1 0.0003517411
0.3932038835    1 0.0003517411
0.3936112615    1 0.0003517411
0.3936651584    1 0.0003517411
0.3941605839    1 0.0003517411
0.394707828     1 0.0003517411
0.3961538462    1 0.0003517411
0.3973509934    1 0.0003517411
0.3975672215    1 0.0003517411
0.3977272727    1 0.0003517411
0.3980424144    1 0.0003517411
0.3983516484    1 0.0003517411
0.3984375       1 0.0003517411
0.3984962406    1 0.0003517411
0.3988764045    1 0.0003517411
0.3991596639    1 0.0003517411
0.3993724787    1 0.0003517411
0.3995271868    1 0.0003517411
0.4             2 0.0007034822
0.4003724395    1 0.0003517411
0.4004761033    1 0.0003517411
0.401459854     1 0.0003517411
0.4015645372    1 0.0003517411
0.4018691589    1 0.0003517411
0.4020356234    1 0.0003517411
0.4022988506    1 0.0003517411
0.4025441116    1 0.0003517411
0.4035087719    1 0.0003517411
0.4037878788    1 0.0003517411
0.4041331803    1 0.0003517411
0.4043234588    1 0.0003517411
0.4045801527    1 0.0003517411
0.4046021093    1 0.0003517411
0.4049406636    1 0.0003517411
0.405362776     1 0.0003517411
0.4055636896    1 0.0003517411
0.4056338028    1 0.0003517411
0.4056603774    1 0.0003517411
0.4057093426    1 0.0003517411
0.4059405941    1 0.0003517411
0.40625         1 0.0003517411
0.4064516129    1 0.0003517411
0.4066115702    1 0.0003517411
0.407049067     1 0.0003517411
0.4073033708    1 0.0003517411
0.4077294686    1 0.0003517411
0.4081632653    1 0.0003517411
0.4088607595    1 0.0003517411
0.4089012517    1 0.0003517411
0.4092485549    1 0.0003517411
0.4096244131    1 0.0003517411
0.4098786828    1 0.0003517411
0.4098862642    1 0.0003517411
0.4101309189    1 0.0003517411
0.4101382488    1 0.0003517411
0.4101610905    1 0.0003517411
0.4102766798    1 0.0003517411
0.4103362391    1 0.0003517411
0.4103960396    1 0.0003517411
0.4107806691    1 0.0003517411
0.4124513619    1 0.0003517411
0.4126253048    1 0.0003517411
0.4126984127    1 0.0003517411
0.4127218935    1 0.0003517411
0.4128787879    1 0.0003517411
0.4133360732   14 0.0049243757
0.4134615385    1 0.0003517411
0.4141914191    1 0.0003517411
0.4144144144    1 0.0003517411
0.4148471616    1 0.0003517411
0.4151685393    1 0.0003517411
0.4154175589    1 0.0003517411
0.4154187465    1 0.0003517411
0.4154589372    1 0.0003517411
0.4156171285    1 0.0003517411
0.4157303371    1 0.0003517411
0.4158415842    1 0.0003517411
0.4162826421    1 0.0003517411
0.4163799036    1 0.0003517411
0.4164524422    1 0.0003517411
0.4165588616    1 0.0003517411
0.4171597633    1 0.0003517411
0.4173913043    1 0.0003517411
0.4176334107    1 0.0003517411
0.4179104478    1 0.0003517411
0.418128655     1 0.0003517411
0.4181985294    1 0.0003517411
0.4183908046    1 0.0003517411
0.4184397163    1 0.0003517411
0.4191729323    1 0.0003517411
0.4192100539    1 0.0003517411
0.4192546584    1 0.0003517411
0.4192825112    1 0.0003517411
0.4193548387    2 0.0007034822
0.4198286414    1 0.0003517411
0.419876111     1 0.0003517411
0.4200680272    1 0.0003517411
0.4203935599    1 0.0003517411
0.4204643164    1 0.0003517411
0.4208633094    1 0.0003517411
0.4208937198    1 0.0003517411
0.421182266     1 0.0003517411
0.421875        1 0.0003517411
0.4219143577    1 0.0003517411
0.422556391     1 0.0003517411
0.422784039     1 0.0003517411
0.4235772358    1 0.0003517411
0.4240044868    1 0.0003517411
0.424137931     1 0.0003517411
0.4241649625    3 0.0010552234
0.4242424242    1 0.0003517411
0.4247787611    1 0.0003517411
0.424933687     1 0.0003517411
0.425           1 0.0003517411
0.4256505576    1 0.0003517411
0.4256559767    1 0.0003517411
0.4258872651    3 0.0010552234
0.4260089686    1 0.0003517411
0.4262295082    1 0.0003517411
0.4266666667    1 0.0003517411
0.4268125855    1 0.0003517411
0.4268656716    1 0.0003517411
0.4269041769    1 0.0003517411
0.4271012007    1 0.0003517411
0.4277777778    1 0.0003517411
0.428115016     1 0.0003517411
0.4283935243    1 0.0003517411
0.4285714286    2 0.0007034822
0.4286214136    1 0.0003517411
0.4288824383    1 0.0003517411
0.4290030211    1 0.0003517411
0.4290322581    1 0.0003517411
0.4292682927    1 0.0003517411
0.4301470588    1 0.0003517411
0.4306853583    1 0.0003517411
0.4314781568    1 0.0003517411
0.4320241692    1 0.0003517411
0.4324324324    1 0.0003517411
0.4325581395    1 0.0003517411
0.4325925926    1 0.0003517411
0.4329896907    1 0.0003517411
0.4330011074    1 0.0003517411
0.433076384     1 0.0003517411
0.433307633     1 0.0003517411
0.4333333333    1 0.0003517411
0.4333733493    1 0.0003517411
0.4334677419    1 0.0003517411
0.4335434366    1 0.0003517411
0.433604336     1 0.0003517411
0.4337714863    1 0.0003517411
0.434310532     1 0.0003517411
0.4352331606    1 0.0003517411
0.4353007946    1 0.0003517411
0.4353109364    1 0.0003517411
0.4353448276    1 0.0003517411
0.4355828221    1 0.0003517411
0.4356595401    1 0.0003517411
0.4357298475    1 0.0003517411
0.4358208955    1 0.0003517411
0.4365079365    1 0.0003517411
0.4366632338    3 0.0010552234
0.4378378378    1 0.0003517411
0.4382022472    1 0.0003517411
0.4390934844    1 0.0003517411
0.4393939394    1 0.0003517411
0.4396117901    1 0.0003517411
0.4397544129    1 0.0003517411
0.4401683704    2 0.0007034822
0.4404873477    1 0.0003517411
0.4407158837    1 0.0003517411
0.4407167366    1 0.0003517411
0.4415221041    1 0.0003517411
0.4420131291    1 0.0003517411
0.4422110553    1 0.0003517411
0.4426229508    2 0.0007034822
0.4430668842    1 0.0003517411
0.4437273094    1 0.0003517411
0.4440559441    1 0.0003517411
0.4444444444    1 0.0003517411
0.4446721311    1 0.0003517411
0.4457478006    1 0.0003517411
0.4458598726    1 0.0003517411
0.4461206897    1 0.0003517411
0.4461538462    1 0.0003517411
0.4462327304    1 0.0003517411
0.4464285714    1 0.0003517411
0.4464882943    1 0.0003517411
0.4466666667    1 0.0003517411
0.4478764479    1 0.0003517411
0.4479166667    1 0.0003517411
0.4479927007    1 0.0003517411
0.4480712166    1 0.0003517411
0.4487179487    1 0.0003517411
0.4488372093    1 0.0003517411
0.4488752556    1 0.0003517411
0.4490988797    1 0.0003517411
0.4493502658    1 0.0003517411
0.4496045427    1 0.0003517411
0.449742268     1 0.0003517411
0.4502529511    1 0.0003517411
0.4502617801    1 0.0003517411
0.4502923977    1 0.0003517411
0.450295858     1 0.0003517411
0.4509803922    1 0.0003517411
0.451048951     3 0.0010552234
0.4525373134    1 0.0003517411
0.4527472527    1 0.0003517411
0.4528301887    1 0.0003517411
0.4530120482    1 0.0003517411
0.4530207738    1 0.0003517411
0.4535225049    1 0.0003517411
0.4537313433    1 0.0003517411
0.4541484716    1 0.0003517411
0.4541984733    1 0.0003517411
0.4544940644    2 0.0007034822
0.4545068929    1 0.0003517411
0.4545454545    1 0.0003517411
0.4549763033    1 0.0003517411
0.4550408719    1 0.0003517411
0.4552238806    1 0.0003517411
0.4553144538    1 0.0003517411
0.4553277651    3 0.0010552234
0.4555490994    1 0.0003517411
0.4559386973    1 0.0003517411
0.4566210046    1 0.0003517411
0.4567474048    2 0.0007034822
0.4576271186    2 0.0007034822
0.4579439252    1 0.0003517411
0.4579820506    1 0.0003517411
0.4584980237    1 0.0003517411
0.4585798817    1 0.0003517411
0.458677686     1 0.0003517411
0.4590163934    1 0.0003517411
0.4592274678    1 0.0003517411
0.4594229035    1 0.0003517411
0.4594594595    1 0.0003517411
0.4603174603    2 0.0007034822
0.4606741573    1 0.0003517411
0.4608333333    1 0.0003517411
0.4608938547    1 0.0003517411
0.4609375       1 0.0003517411
0.4610552764    1 0.0003517411
0.4616457462    1 0.0003517411
0.4618008186    1 0.0003517411
0.4621212121    1 0.0003517411
0.4623430962    1 0.0003517411
0.4623655914    1 0.0003517411
0.4623955432    1 0.0003517411
0.4626865672    1 0.0003517411
0.4626924595    1 0.0003517411
0.462962963     2 0.0007034822
0.463672391     1 0.0003517411
0.463963964     1 0.0003517411
0.4640234949    1 0.0003517411
0.4649122807    1 0.0003517411
0.4649910233    1 0.0003517411
0.4655446173    1 0.0003517411
0.4657534247    1 0.0003517411
0.4657894737    1 0.0003517411
0.4658119658    1 0.0003517411
0.4658385093    4 0.0014069645
0.4660043465    1 0.0003517411
0.466083151     3 0.0010552234
0.4662576687    1 0.0003517411
0.4666666667    1 0.0003517411
0.4668089648    1 0.0003517411
0.4671532847    1 0.0003517411
0.4672131148    1 0.0003517411
0.4682080925    1 0.0003517411
0.4682352941    1 0.0003517411
0.4682539683    1 0.0003517411
0.468412943     1 0.0003517411
0.4684796044    1 0.0003517411
0.468641115     1 0.0003517411
0.4686940966    1 0.0003517411
0.468969555     1 0.0003517411
0.4691358025    1 0.0003517411
0.4694589878    1 0.0003517411
0.4695121951    1 0.0003517411
0.4696356275    1 0.0003517411
0.4699891992    1 0.0003517411
0.4701421801    1 0.0003517411
0.4701815039    1 0.0003517411
0.4705426357    3 0.0010552234
0.4705882353    2 0.0007034822
0.470608339     2 0.0007034822
0.4716494845    1 0.0003517411
0.4717668488    1 0.0003517411
0.4718468468    1 0.0003517411
0.471875        1 0.0003517411
0.4720194647    1 0.0003517411
0.4723404255    1 0.0003517411
0.4725738397    1 0.0003517411
0.4733333333    1 0.0003517411
0.4736371761    1 0.0003517411
0.4739726027    1 0.0003517411
0.4740237691    1 0.0003517411
0.4742803209    1 0.0003517411
0.474611399     1 0.0003517411
0.4746922025    1 0.0003517411
0.4747039828    1 0.0003517411
0.4748201439    1 0.0003517411
0.475           1 0.0003517411
0.4751445087    1 0.0003517411
0.4764705882    1 0.0003517411
0.4765100671    1 0.0003517411
0.476744186     1 0.0003517411
0.4768041237    1 0.0003517411
0.4769230769    1 0.0003517411
0.4769687964    1 0.0003517411
0.4772129711    1 0.0003517411
0.4772727273    1 0.0003517411
0.4774774775    1 0.0003517411
0.4777777778    2 0.0007034822
0.4780487805    1 0.0003517411
0.4782608696    1 0.0003517411
0.4784688995    2 0.0007034822
0.4787775891    1 0.0003517411
0.4788157223    1 0.0003517411
0.4789719626    1 0.0003517411
0.4791666667    1 0.0003517411
0.4794117647    1 0.0003517411
0.4796747967    1 0.0003517411
0.4798021434    1 0.0003517411
0.48            1 0.0003517411
0.4808259587    1 0.0003517411
0.4809688581    1 0.0003517411
0.4811320755    1 0.0003517411
0.4815          1 0.0003517411
0.4815972222    2 0.0007034822
0.4816753927    1 0.0003517411
0.4819277108    1 0.0003517411
0.4822888283    1 0.0003517411
0.4825783972    1 0.0003517411
0.4827586207    1 0.0003517411
0.4828931573    1 0.0003517411
0.4830417708    1 0.0003517411
0.4830508475    1 0.0003517411
0.4835526316    1 0.0003517411
0.4836313618    3 0.0010552234
0.4841437632    1 0.0003517411
0.4844444444    1 0.0003517411
0.4846315789    1 0.0003517411
0.4848254932    1 0.0003517411
0.4848484848    1 0.0003517411
0.4848942598    1 0.0003517411
0.4850746269    1 0.0003517411
0.4852216749    1 0.0003517411
0.4855616758    1 0.0003517411
0.4857142857    1 0.0003517411
0.486013986     1 0.0003517411
0.4863665187    1 0.0003517411
0.4864864865    1 0.0003517411
0.4865591398    1 0.0003517411
0.4884854597    1 0.0003517411
0.4886312974    1 0.0003517411
0.489108663    15 0.0052761168
0.4896907216    1 0.0003517411
0.4897959184    1 0.0003517411
0.4900332226    1 0.0003517411
0.4901703801    1 0.0003517411
0.4901777362    2 0.0007034822
0.4901960784    1 0.0003517411
0.4905008636    1 0.0003517411
0.4909139498    1 0.0003517411
0.490945674     1 0.0003517411
