SAT Frequency 
[1] 1291
    SAT         SATF
0.7115   1 0.0005274262
0.7116   3 0.0015822785
0.712    2 0.0010548523
0.7122   2 0.0010548523
0.7125   1 0.0005274262
0.7126   1 0.0005274262
0.7127   1 0.0005274262
0.713    2 0.0010548523
0.7135   2 0.0010548523
0.7138   1 0.0005274262
0.714    1 0.0005274262
0.7141   1 0.0005274262
0.7146   1 0.0005274262
0.7151   1 0.0005274262
0.7152   1 0.0005274262
0.7154   1 0.0005274262
0.7157   1 0.0005274262
0.7158   1 0.0005274262
0.716    1 0.0005274262
0.7161   1 0.0005274262
0.7162   1 0.0005274262
0.7165   1 0.0005274262
0.7167   2 0.0010548523
0.7173   2 0.0010548523
0.7178   1 0.0005274262
0.7179   1 0.0005274262
0.718    1 0.0005274262
0.7182   1 0.0005274262
0.7184   1 0.0005274262
0.7186   1 0.0005274262
0.7187   1 0.0005274262
0.7189   1 0.0005274262
0.719    1 0.0005274262
0.7195   1 0.0005274262
0.7198   1 0.0005274262
0.72     1 0.0005274262
0.7204   2 0.0010548523
0.7205   1 0.0005274262
0.7211   2 0.0010548523
0.7212   1 0.0005274262
0.7213   1 0.0005274262
0.7214   1 0.0005274262
0.7215   1 0.0005274262
0.7217   1 0.0005274262
0.7218   1 0.0005274262
0.7219   1 0.0005274262
0.7222   1 0.0005274262
0.7223   1 0.0005274262
0.7225   3 0.0015822785
0.7231   1 0.0005274262
0.7233   1 0.0005274262
0.7234   1 0.0005274262
0.7239   2 0.0010548523
0.7241   2 0.0010548523
0.7243   2 0.0010548523
0.7244   1 0.0005274262
0.7246   1 0.0005274262
0.7247   1 0.0005274262
0.7249   1 0.0005274262
0.725    1 0.0005274262
0.7251   1 0.0005274262
0.7253   1 0.0005274262
0.7255   1 0.0005274262
0.7259   1 0.0005274262
0.726    1 0.0005274262
0.7263   1 0.0005274262
0.7265   2 0.0010548523
0.7266   1 0.0005274262
0.7267   1 0.0005274262
0.7269   1 0.0005274262
0.7272   1 0.0005274262
0.7273   1 0.0005274262
0.7277   1 0.0005274262
0.7281   1 0.0005274262
0.7285   1 0.0005274262
0.7286   2 0.0010548523
0.7293   1 0.0005274262
0.7295   2 0.0010548523
0.7297   1 0.0005274262
0.7304   2 0.0010548523
0.7306   1 0.0005274262
0.7309   1 0.0005274262
0.731    1 0.0005274262
0.7313   1 0.0005274262
0.7317   1 0.0005274262
0.7318   2 0.0010548523
0.7323   1 0.0005274262
0.7325   1 0.0005274262
0.7327   1 0.0005274262
0.7331   1 0.0005274262
0.7336   2 0.0010548523
0.7337   1 0.0005274262
0.7341   1 0.0005274262
0.735    1 0.0005274262
0.7351   2 0.0010548523
0.7355   1 0.0005274262
0.7362   1 0.0005274262
0.7364   1 0.0005274262
0.7365   1 0.0005274262
0.7367   1 0.0005274262
0.7368   1 0.0005274262
0.737    1 0.0005274262
0.7374   1 0.0005274262
0.7379   1 0.0005274262
0.7388   1 0.0005274262
0.7393   1 0.0005274262
0.7401   1 0.0005274262
0.7403   1 0.0005274262
0.7404   1 0.0005274262
0.7405   1 0.0005274262
0.7407   1 0.0005274262
0.7409   3 0.0015822785
0.7411   1 0.0005274262
0.7412   1 0.0005274262
0.7414   1 0.0005274262
0.7416   1 0.0005274262
0.7417   1 0.0005274262
0.7419   2 0.0010548523
0.7422   1 0.0005274262
0.7423   1 0.0005274262
0.7428   1 0.0005274262
0.7429   1 0.0005274262
0.7438   1 0.0005274262
0.7439   2 0.0010548523
0.7441   1 0.0005274262
0.7442   1 0.0005274262
0.7446   1 0.0005274262
0.7449   1 0.0005274262
0.7454   1 0.0005274262
0.7458   1 0.0005274262
0.7463   1 0.0005274262
0.7474   1 0.0005274262
0.7479   1 0.0005274262
0.748    1 0.0005274262
0.7482   1 0.0005274262
0.7485   1 0.0005274262
0.7486   1 0.0005274262
0.7487   1 0.0005274262
0.7488   1 0.0005274262
0.7489   1 0.0005274262
0.7492   1 0.0005274262
0.7496   1 0.0005274262
0.75     2 0.0010548523
0.7502   1 0.0005274262
0.7503   1 0.0005274262
0.7506   1 0.0005274262
0.7508   1 0.0005274262
0.7511   1 0.0005274262
0.7514   1 0.0005274262
0.7515   1 0.0005274262
0.7516   1 0.0005274262
0.7517   1 0.0005274262
0.752    1 0.0005274262
0.7523   3 0.0015822785
0.7528   1 0.0005274262
0.7533   1 0.0005274262
0.7536   1 0.0005274262
0.7538   1 0.0005274262
0.7539   1 0.0005274262
0.7542   2 0.0010548523
0.7543   1 0.0005274262
0.7547   1 0.0005274262
0.7551   2 0.0010548523
0.7554   1 0.0005274262
0.7555   1 0.0005274262
0.7558   1 0.0005274262
0.7561   1 0.0005274262
0.7568   1 0.0005274262
0.757    1 0.0005274262
0.7576   1 0.0005274262
0.758    1 0.0005274262
0.7581   1 0.0005274262
0.7585   1 0.0005274262
0.7586   1 0.0005274262
0.7587   2 0.0010548523
0.7589   1 0.0005274262
0.759    2 0.0010548523
0.7595   1 0.0005274262
0.7596   1 0.0005274262
0.7598   1 0.0005274262
0.7602   2 0.0010548523
0.7604   1 0.0005274262
0.7606   1 0.0005274262
0.7607   1 0.0005274262
0.7609   1 0.0005274262
0.7611   1 0.0005274262
0.7614   1 0.0005274262
0.7615   1 0.0005274262
0.7619   2 0.0010548523
0.7623   1 0.0005274262
0.7624   2 0.0010548523
0.7625   1 0.0005274262
0.7628   1 0.0005274262
0.7632   1 0.0005274262
0.7643   1 0.0005274262
0.7646   1 0.0005274262
0.7655   1 0.0005274262
0.7656   1 0.0005274262
0.7659   1 0.0005274262
0.7662   1 0.0005274262
0.7665   1 0.0005274262
0.7668   1 0.0005274262
0.7673   1 0.0005274262
0.7674   1 0.0005274262
0.7676   2 0.0010548523
0.7679   1 0.0005274262
0.768    1 0.0005274262
0.7681   1 0.0005274262
0.7682   1 0.0005274262
0.7683   2 0.0010548523
0.7686   1 0.0005274262
0.7689   1 0.0005274262
0.7692   2 0.0010548523
0.7696   1 0.0005274262
0.7697   1 0.0005274262
0.7706   1 0.0005274262
0.7713   1 0.0005274262
0.7714   1 0.0005274262
0.772    1 0.0005274262
0.7724   2 0.0010548523
0.7726   1 0.0005274262
0.7742   1 0.0005274262
0.7743   2 0.0010548523
0.7748   1 0.0005274262
0.7751   1 0.0005274262
0.7752   2 0.0010548523
0.7755   2 0.0010548523
0.7756   1 0.0005274262
0.7757   1 0.0005274262
0.776    1 0.0005274262
0.7762   1 0.0005274262
0.7765   1 0.0005274262
0.7766   1 0.0005274262
0.7774   2 0.0010548523
0.7778   2 0.0010548523
0.7784   2 0.0010548523
0.779    1 0.0005274262
0.7791   1 0.0005274262
0.7795   1 0.0005274262
0.7798   1 0.0005274262
0.7807   1 0.0005274262
0.7809   1 0.0005274262
0.7822   1 0.0005274262
0.7824   1 0.0005274262
0.7826   1 0.0005274262
0.7828   1 0.0005274262
0.7829   1 0.0005274262
0.7831   2 0.0010548523
0.7841   1 0.0005274262
0.7843   1 0.0005274262
0.7844   2 0.0010548523
0.7848   1 0.0005274262
0.785    1 0.0005274262
0.7853   1 0.0005274262
0.7857   2 0.0010548523
0.786    2 0.0010548523
0.7861   1 0.0005274262
0.7865   1 0.0005274262
0.7866   1 0.0005274262
0.7868   1 0.0005274262
0.7871   2 0.0010548523
0.7873   1 0.0005274262
0.7878   1 0.0005274262
0.788    1 0.0005274262
0.7884   1 0.0005274262
0.7887   2 0.0010548523
0.7894   1 0.0005274262
0.7898   2 0.0010548523
0.79     1 0.0005274262
0.7905   1 0.0005274262
0.7908   1 0.0005274262
0.7916   1 0.0005274262
0.7917   1 0.0005274262
0.7921   1 0.0005274262
0.793    1 0.0005274262
0.7931   1 0.0005274262
0.7945   1 0.0005274262
0.7949   1 0.0005274262
0.7952   2 0.0010548523
0.7964   1 0.0005274262
0.7967   1 0.0005274262
0.7969   1 0.0005274262
0.7975   1 0.0005274262
0.7978   3 0.0015822785
0.7982   1 0.0005274262
0.7983   1 0.0005274262
0.7985   1 0.0005274262
0.7987   1 0.0005274262
0.7989   1 0.0005274262
0.7992   1 0.0005274262
0.7994   1 0.0005274262
0.7995   1 0.0005274262
0.7997   1 0.0005274262
0.7998   1 0.0005274262
0.7999   1 0.0005274262
0.8      3 0.0015822785
0.8009   1 0.0005274262
0.8018   1 0.0005274262
0.8021   1 0.0005274262
0.8023   2 0.0010548523
0.8037   1 0.0005274262
0.8039   1 0.0005274262
0.8041   1 0.0005274262
0.8042   1 0.0005274262
0.8044   1 0.0005274262
0.8047   1 0.0005274262
0.8049   1 0.0005274262
0.8051   1 0.0005274262
0.8053   1 0.0005274262
0.8054   1 0.0005274262
0.806    1 0.0005274262
0.8062   1 0.0005274262
0.8064   2 0.0010548523
0.8065   4 0.0021097046
0.8066   1 0.0005274262
0.8067   1 0.0005274262
0.8071   1 0.0005274262
0.8083   1 0.0005274262
0.8091   1 0.0005274262
0.8092   1 0.0005274262
0.8095   2 0.0010548523
0.8096   1 0.0005274262
0.8097   1 0.0005274262
0.8098   1 0.0005274262
0.8099   1 0.0005274262
0.8102   2 0.0010548523
0.8106   1 0.0005274262
0.8108   1 0.0005274262
0.811    1 0.0005274262
0.8114   2 0.0010548523
0.8127   1 0.0005274262
0.8131   1 0.0005274262
0.8134   2 0.0010548523
0.8136   1 0.0005274262
0.815    1 0.0005274262
0.8151   1 0.0005274262
0.8154   1 0.0005274262
0.8157   1 0.0005274262
0.8167   1 0.0005274262
0.8174   1 0.0005274262
0.8179   1 0.0005274262
0.8185   1 0.0005274262
0.8186   2 0.0010548523
0.8194   1 0.0005274262
0.8196   1 0.0005274262
0.8199   1 0.0005274262
0.8203   1 0.0005274262
0.8208   1 0.0005274262
0.8212   1 0.0005274262
0.8215   1 0.0005274262
0.8216   2 0.0010548523
0.8217   1 0.0005274262
0.8219   1 0.0005274262
0.8221   1 0.0005274262
0.8224   1 0.0005274262
0.8235   2 0.0010548523
0.8241   1 0.0005274262
0.8244   1 0.0005274262
0.825    1 0.0005274262
0.8252   2 0.0010548523
0.8254   1 0.0005274262
0.8257   1 0.0005274262
0.826    1 0.0005274262
0.8261   1 0.0005274262
0.8269   2 0.0010548523
0.8271   1 0.0005274262
0.8274   1 0.0005274262
0.828    1 0.0005274262
0.8281   1 0.0005274262
0.8285   2 0.0010548523
0.829    1 0.0005274262
0.8291   2 0.0010548523
0.8297   1 0.0005274262
0.8299   1 0.0005274262
0.8302   2 0.0010548523
0.8305   1 0.0005274262
0.8306   1 0.0005274262
0.8307   2 0.0010548523
0.8308   1 0.0005274262
0.8309   1 0.0005274262
0.8312   1 0.0005274262
0.8321   1 0.0005274262
0.8326   1 0.0005274262
0.8327   1 0.0005274262
0.8329   1 0.0005274262
0.8331   1 0.0005274262
0.8333   2 0.0010548523
0.8334   1 0.0005274262
0.8339   1 0.0005274262
0.8341   2 0.0010548523
0.8342   1 0.0005274262
0.8343   1 0.0005274262
0.8349   1 0.0005274262
0.835    1 0.0005274262
0.8359   1 0.0005274262
0.837    1 0.0005274262
0.8371   2 0.0010548523
0.8379   1 0.0005274262
0.8381   1 0.0005274262
0.8396   1 0.0005274262
0.8398   1 0.0005274262
0.84     2 0.0010548523
0.8401   1 0.0005274262
0.8406   1 0.0005274262
0.8408   1 0.0005274262
0.8409   1 0.0005274262
0.841    1 0.0005274262
0.8412   1 0.0005274262
0.8419   1 0.0005274262
0.8423   1 0.0005274262
0.8424   1 0.0005274262
0.8427   1 0.0005274262
0.8431   1 0.0005274262
0.8438   1 0.0005274262
0.8443   1 0.0005274262
0.8446   1 0.0005274262
0.8449   2 0.0010548523
0.845    1 0.0005274262
0.8456   1 0.0005274262
0.8468   2 0.0010548523
0.8472   1 0.0005274262
0.8476   1 0.0005274262
0.8478   1 0.0005274262
0.8486   1 0.0005274262
0.8503   1 0.0005274262
0.8504   1 0.0005274262
0.851    2 0.0010548523
0.8512   1 0.0005274262
0.8514   2 0.0010548523
0.8519   1 0.0005274262
0.852    1 0.0005274262
0.8522   1 0.0005274262
0.8523   1 0.0005274262
0.8525   1 0.0005274262
0.8532   1 0.0005274262
0.8537   1 0.0005274262
0.854    1 0.0005274262
0.8542   1 0.0005274262
0.8546   1 0.0005274262
0.8548   1 0.0005274262
0.8551   1 0.0005274262
0.8568   1 0.0005274262
0.857    1 0.0005274262
0.8571   1 0.0005274262
0.8576   1 0.0005274262
0.8584   1 0.0005274262
0.8587   1 0.0005274262
0.8595   1 0.0005274262
0.86     1 0.0005274262
0.8603   1 0.0005274262
0.8604   1 0.0005274262
0.8608   2 0.0010548523
0.8617   1 0.0005274262
0.8619   1 0.0005274262
0.8634   1 0.0005274262
0.8636   1 0.0005274262
0.864    1 0.0005274262
0.8642   1 0.0005274262
0.8647   1 0.0005274262
0.8649   1 0.0005274262
0.866    1 0.0005274262
0.8663   1 0.0005274262
0.8667   1 0.0005274262
0.8673   1 0.0005274262
0.8676   1 0.0005274262
0.8684   2 0.0010548523
0.869    2 0.0010548523
0.8691   1 0.0005274262
0.8694   2 0.0010548523
0.8696   2 0.0010548523
0.8703   1 0.0005274262
0.8707   1 0.0005274262
0.8711   1 0.0005274262
0.872    1 0.0005274262
0.8729   1 0.0005274262
0.873    1 0.0005274262
0.8731   1 0.0005274262
0.8735   1 0.0005274262
0.8747   1 0.0005274262
0.875    2 0.0010548523
0.8755   1 0.0005274262
0.876    2 0.0010548523
0.8771   1 0.0005274262
0.8773   1 0.0005274262
0.8775   1 0.0005274262
0.8777   1 0.0005274262
0.8778   1 0.0005274262
0.8785   1 0.0005274262
0.8788   1 0.0005274262
0.8793   1 0.0005274262
0.8802   1 0.0005274262
0.881    1 0.0005274262
0.8814   1 0.0005274262
0.8815   1 0.0005274262
0.8819   1 0.0005274262
0.882    1 0.0005274262
0.8834   1 0.0005274262
0.8835   1 0.0005274262
0.884    1 0.0005274262
0.8846   1 0.0005274262
0.8854   1 0.0005274262
0.8856   1 0.0005274262
0.8859   1 0.0005274262
0.8882   1 0.0005274262
0.8889   3 0.0015822785
0.8891   1 0.0005274262
0.8911   1 0.0005274262
0.8917   1 0.0005274262
0.8918   1 0.0005274262
0.8919   1 0.0005274262
0.8921   2 0.0010548523
0.8924   1 0.0005274262
0.8926   1 0.0005274262
0.8927   2 0.0010548523
0.8928   1 0.0005274262
0.8929   1 0.0005274262
0.8932   1 0.0005274262
0.8941   1 0.0005274262
0.8967   1 0.0005274262
0.8968   1 0.0005274262
0.8975   1 0.0005274262
0.8984   1 0.0005274262
0.8989   1 0.0005274262
0.8997   2 0.0010548523
0.9      2 0.0010548523
0.9011   1 0.0005274262
0.9018   1 0.0005274262
0.902    1 0.0005274262
0.9022   3 0.0015822785
0.9024   1 0.0005274262
0.9026   1 0.0005274262
0.9038   1 0.0005274262
0.9048   1 0.0005274262
0.9049   1 0.0005274262
0.905    1 0.0005274262
0.9053   1 0.0005274262
0.9058   1 0.0005274262
0.9073   1 0.0005274262
0.9075   1 0.0005274262
0.9086   1 0.0005274262
0.9087   1 0.0005274262
0.9091   2 0.0010548523
0.9094   1 0.0005274262
0.91     2 0.0010548523
0.9104   1 0.0005274262
0.9108   1 0.0005274262
0.9119   1 0.0005274262
0.9121   1 0.0005274262
0.9132   1 0.0005274262
0.9137   1 0.0005274262
0.9141   1 0.0005274262
0.9153   1 0.0005274262
0.9165   1 0.0005274262
0.9167   1 0.0005274262
0.917    1 0.0005274262
0.9183   1 0.0005274262
0.919    1 0.0005274262
0.9197   1 0.0005274262
0.92     1 0.0005274262
0.9203   1 0.0005274262
0.9205   1 0.0005274262
0.9212   1 0.0005274262
0.9219   1 0.0005274262
0.922    1 0.0005274262
0.9222   1 0.0005274262
0.9228   1 0.0005274262
0.9229   1 0.0005274262
0.9232   1 0.0005274262
0.9234   2 0.0010548523
0.9244   1 0.0005274262
0.9245   1 0.0005274262
0.9258   1 0.0005274262
0.9262   1 0.0005274262
0.9269   1 0.0005274262
0.9286   1 0.0005274262
0.929    1 0.0005274262
0.9293   1 0.0005274262
0.9298   1 0.0005274262
0.9299   1 0.0005274262
0.93     1 0.0005274262
0.9303   1 0.0005274262
0.9307   1 0.0005274262
0.931    1 0.0005274262
0.9311   2 0.0010548523
0.9316   1 0.0005274262
0.932    1 0.0005274262
0.9331   1 0.0005274262
0.9334   1 0.0005274262
0.9348   1 0.0005274262
0.9355   1 0.0005274262
0.9357   1 0.0005274262
0.9367   1 0.0005274262
0.9368   1 0.0005274262
0.937    1 0.0005274262
0.9372   1 0.0005274262
0.9375   1 0.0005274262
0.9378   1 0.0005274262
0.9388   1 0.0005274262
0.9406   2 0.0010548523
0.9423   1 0.0005274262
0.9424   1 0.0005274262
0.9432   2 0.0010548523
0.9434   1 0.0005274262
0.944    2 0.0010548523
0.9444   1 0.0005274262
0.945    1 0.0005274262
0.9459   1 0.0005274262
0.9468   1 0.0005274262
0.9478   2 0.0010548523
0.9485   1 0.0005274262
0.9487   1 0.0005274262
0.9489   1 0.0005274262
0.9509   1 0.0005274262
0.9514   1 0.0005274262
0.9515   1 0.0005274262
0.9521   1 0.0005274262
0.9522   1 0.0005274262
0.9524   3 0.0015822785
0.9538   1 0.0005274262
0.9542   1 0.0005274262
0.9545   1 0.0005274262
0.9547   1 0.0005274262
0.9556   1 0.0005274262
0.9559   1 0.0005274262
0.9567   1 0.0005274262
0.9569   1 0.0005274262
0.9574   1 0.0005274262
0.9576   1 0.0005274262
0.9588   1 0.0005274262
0.9591   1 0.0005274262
0.9597   1 0.0005274262
0.9606   1 0.0005274262
0.9615   2 0.0010548523
0.9617   3 0.0015822785
0.9625   1 0.0005274262
0.9633   1 0.0005274262
0.9638   1 0.0005274262
0.9646   1 0.0005274262
0.9647   1 0.0005274262
0.9649   1 0.0005274262
0.9657   1 0.0005274262
0.9671   1 0.0005274262
0.9674   1 0.0005274262
0.968    1 0.0005274262
0.9688   1 0.0005274262
0.9689   1 0.0005274262
0.969    1 0.0005274262
0.9694   1 0.0005274262
0.9703   1 0.0005274262
0.9709   1 0.0005274262
0.9711   1 0.0005274262
0.972    2 0.0010548523
0.9727   1 0.0005274262
0.9728   1 0.0005274262
0.973    1 0.0005274262
0.9732   1 0.0005274262
0.9754   1 0.0005274262
0.9757   1 0.0005274262
0.9762   2 0.0010548523
0.9764   1 0.0005274262
0.9767   1 0.0005274262
0.9782   1 0.0005274262
0.9796   1 0.0005274262
0.9798   1 0.0005274262
0.98     1 0.0005274262
0.981    1 0.0005274262
0.9814   2 0.0010548523
0.9815   1 0.0005274262
0.9823   1 0.0005274262
0.9826   1 0.0005274262
0.9831   1 0.0005274262
0.9845   1 0.0005274262
0.9858   1 0.0005274262
0.9862   1 0.0005274262
0.9873   1 0.0005274262
0.9881   1 0.0005274262
0.9886   1 0.0005274262
0.9888   2 0.0010548523
0.9907   1 0.0005274262
0.9918   1 0.0005274262
0.9934   1 0.0005274262
0.994    1 0.0005274262
0.9944   1 0.0005274262
0.9957   1 0.0005274262
0.9963   1 0.0005274262
0.9975   2 0.0010548523
0.9977   1 0.0005274262
0.9981   1 0.0005274262
0.9987   1 0.0005274262
1       67 0.0353375527
COMP_ORIG_YR4_RT Frequency 
[1] 2843
             COMP        COMPF
0.0284414107    1 0.0003517411
0.0309090909    1 0.0003517411
0.0396475771    1 0.0003517411
0.0446194226    1 0.0003517411
0.0483558994    1 0.0003517411
0.0489146165    1 0.0003517411
0.0500903692    1 0.0003517411
0.0515463918    1 0.0003517411
0.0517560074    1 0.0003517411
0.0552486188    1 0.0003517411
0.0577731092    1 0.0003517411
0.0600801068    1 0.0003517411
0.0601503759    1 0.0003517411
0.0602409639    1 0.0003517411
0.0646407417    1 0.0003517411
0.0662068966    1 0.0003517411
0.0682808717    1 0.0003517411
0.0683852488    1 0.0003517411
0.0689655172    1 0.0003517411
0.0691609977    1 0.0003517411
0.0697674419    1 0.0003517411
0.0754716981    1 0.0003517411
0.0756097561    1 0.0003517411
0.078313253     1 0.0003517411
0.0816326531    1 0.0003517411
0.0821917808    1 0.0003517411
0.0828025478    1 0.0003517411
0.0834298957    1 0.0003517411
0.0851351351    1 0.0003517411
0.0892193309    1 0.0003517411
0.0909090909    1 0.0003517411
0.0912469034    1 0.0003517411
0.0937132239    2 0.0007034822
0.0954407295    2 0.0007034822
0.0961727184    3 0.0010552234
0.0967741935    2 0.0007034822
0.0973451327    1 0.0003517411
0.0982318271    1 0.0003517411
0.0983870968    1 0.0003517411
0.0990206746    5 0.0017587056
0.1             1 0.0003517411
0.1006711409    1 0.0003517411
0.1024930748    1 0.0003517411
0.1045028733  100 0.0351741119
0.1047619048    1 0.0003517411
0.1050420168    1 0.0003517411
0.1055555556    1 0.0003517411
0.1063829787    1 0.0003517411
0.1070593735    1 0.0003517411
0.1091111229   17 0.0059795990
0.1102456561    1 0.0003517411
0.1102941176    2 0.0007034822
0.1108108108    1 0.0003517411
0.1113689095    1 0.0003517411
0.1123595506    1 0.0003517411
0.1138211382    3 0.0010552234
0.1151736746    1 0.0003517411
0.1154229959   29 0.0102004924
0.1188642926    1 0.0003517411
0.1198786039    1 0.0003517411
0.1208791209    1 0.0003517411
0.1212121212    1 0.0003517411
0.1215526047    1 0.0003517411
0.1221157259    1 0.0003517411
0.1229946524    1 0.0003517411
0.1246882793    1 0.0003517411
0.1264367816    1 0.0003517411
0.1271523179    1 0.0003517411
0.1274038462    1 0.0003517411
0.128152129     1 0.0003517411
0.1292970754   31 0.0109039747
0.1298076923    1 0.0003517411
0.1317449194    1 0.0003517411
0.1324245375    4 0.0014069645
0.1328671329    1 0.0003517411
0.1332748794    1 0.0003517411
0.1334661355    1 0.0003517411
0.1346444781    1 0.0003517411
0.135483871     1 0.0003517411
0.1357615894    1 0.0003517411
0.1362787803    1 0.0003517411
0.1376075059    1 0.0003517411
0.1382978723    1 0.0003517411
0.1384083045    3 0.0010552234
0.1384990848    1 0.0003517411
0.1395348837    1 0.0003517411
0.1404753623   26 0.0091452691
0.1413311422    1 0.0003517411
0.142228739     1 0.0003517411
0.1422475107    1 0.0003517411
0.1424581006    1 0.0003517411
0.1428571429    1 0.0003517411
0.1429586472    1 0.0003517411
0.1429951691    1 0.0003517411
0.1432432432    1 0.0003517411
0.1443298969    1 0.0003517411
0.1443698347    3 0.0010552234
0.1447368421    1 0.0003517411
0.1449275362    1 0.0003517411
0.1467889908    1 0.0003517411
0.1470033924    1 0.0003517411
0.1473477407    1 0.0003517411
0.1492537313    1 0.0003517411
0.1508474576    1 0.0003517411
0.1513605442    1 0.0003517411
0.1515151515    1 0.0003517411
0.15221843      1 0.0003517411
0.1524547804    1 0.0003517411
0.1533333333    1 0.0003517411
0.1546666667    1 0.0003517411
0.1558109834    1 0.0003517411
0.1558139535    1 0.0003517411
0.1563786008    1 0.0003517411
0.156626506     1 0.0003517411
0.1567073171    1 0.0003517411
0.1570680628    1 0.0003517411
0.1570743405    1 0.0003517411
0.1581986143    2 0.0007034822
0.1584699454    1 0.0003517411
0.1586901763    1 0.0003517411
0.1587580551    1 0.0003517411
0.1588385995    2 0.0007034822
0.1591614907    1 0.0003517411
0.1601362862    1 0.0003517411
0.1607096041   11 0.0038691523
0.1607142857    1 0.0003517411
0.1607476636    1 0.0003517411
0.1609257266    1 0.0003517411
0.163410302     1 0.0003517411
0.1634255567    3 0.0010552234
0.1640502355    1 0.0003517411
0.1641251376    1 0.0003517411
0.1649204501    1 0.0003517411
0.1662591687    1 0.0003517411
0.1662921348    1 0.0003517411
0.1669637552    1 0.0003517411
0.169449598     1 0.0003517411
0.1706226145    1 0.0003517411
0.1710526316    1 0.0003517411
0.1711340206    2 0.0007034822
0.1721789883    1 0.0003517411
0.1729490022    1 0.0003517411
0.1741697417    1 0.0003517411
0.1743119266    1 0.0003517411
0.1744115872    2 0.0007034822
0.1749347258    1 0.0003517411
0.1749680715    1 0.0003517411
0.17617866      1 0.0003517411
0.1761918863    2 0.0007034822
0.1764705882    1 0.0003517411
0.1774988794    1 0.0003517411
0.1779141104    1 0.0003517411
0.1782708493    1 0.0003517411
0.1785714286    1 0.0003517411
0.1787439614    1 0.0003517411
0.1802513465    1 0.0003517411
0.1804384486    2 0.0007034822
0.180692012     1 0.0003517411
0.1810344828    1 0.0003517411
0.1811023622    1 0.0003517411
0.1818239118   71 0.0249736194
0.1822603057    1 0.0003517411
0.184320766     1 0.0003517411
0.1846153846    1 0.0003517411
0.1853888452    1 0.0003517411
0.1866666667    1 0.0003517411
0.1869346734    1 0.0003517411
0.1878453039    1 0.0003517411
0.1879120879    2 0.0007034822
0.1879194631    3 0.0010552234
0.1881055797    1 0.0003517411
0.1886792453    1 0.0003517411
0.1888888889    1 0.0003517411
0.1889255702    1 0.0003517411
0.1895424837    1 0.0003517411
0.1904761905    1 0.0003517411
0.1920958547   10 0.0035174112
0.1922077922    1 0.0003517411
0.19274154      1 0.0003517411
0.1928374656    1 0.0003517411
0.1935483871    1 0.0003517411
0.1940298507    1 0.0003517411
0.1952932912    1 0.0003517411
0.1956786366    1 0.0003517411
0.1963374362    6 0.0021104467
0.1966178698   12 0.0042208934
0.1966386555    1 0.0003517411
0.1971830986    1 0.0003517411
0.1983122363    1 0.0003517411
0.1998660116    1 0.0003517411
0.2             2 0.0007034822
0.2004555809    1 0.0003517411
0.2015503876    1 0.0003517411
0.2025832767    1 0.0003517411
0.202609363     1 0.0003517411
0.2052401747    1 0.0003517411
0.2053494392    1 0.0003517411
0.2066057625    1 0.0003517411
0.2069954128    1 0.0003517411
0.2073394495    1 0.0003517411
0.207574654     1 0.0003517411
0.2076923077    1 0.0003517411
0.2078364566    1 0.0003517411
0.2095808383    1 0.0003517411
0.2097026604    1 0.0003517411
0.2106508876    1 0.0003517411
0.2108938547    1 0.0003517411
0.211173757     1 0.0003517411
0.2112469438    1 0.0003517411
0.2118226601    1 0.0003517411
0.2120031177    1 0.0003517411
0.2120853081    1 0.0003517411
0.2127139364    1 0.0003517411
0.2127872128    1 0.0003517411
0.2132463623    1 0.0003517411
0.2135076253    1 0.0003517411
0.214057508     1 0.0003517411
0.2152811148    1 0.0003517411
0.2163009404    1 0.0003517411
0.2168674699    1 0.0003517411
0.2169981917    1 0.0003517411
0.2174877941    1 0.0003517411
0.2176591376    1 0.0003517411
0.2189265537    1 0.0003517411
0.2192982456    1 0.0003517411
0.2195804196    1 0.0003517411
0.2196442382    1 0.0003517411
0.2197092084    1 0.0003517411
0.2205743678    1 0.0003517411
0.2209944751    1 0.0003517411
0.2210682493    1 0.0003517411
0.2220017012    1 0.0003517411
0.2220843672    1 0.0003517411
0.2223950233    1 0.0003517411
0.2230769231    1 0.0003517411
0.2231149567    1 0.0003517411
0.2235294118    1 0.0003517411
0.223880597     1 0.0003517411
0.2239185751    1 0.0003517411
0.224           1 0.0003517411
0.2252285192    1 0.0003517411
0.2258005822    1 0.0003517411
0.2259073842    1 0.0003517411
0.2269230769    1 0.0003517411
0.2270450751    1 0.0003517411
0.227135362     1 0.0003517411
0.2278846154    3 0.0010552234
0.2283950617    1 0.0003517411
0.22845953      1 0.0003517411
0.228902639     9 0.0031656701
0.229253112     1 0.0003517411
0.2294557097    1 0.0003517411
0.2301038062    1 0.0003517411
0.2307692308    1 0.0003517411
0.2308176101    1 0.0003517411
0.2314277824    1 0.0003517411
0.2322946176    1 0.0003517411
0.2323420074    1 0.0003517411
0.2323943662    1 0.0003517411
0.2325581395    1 0.0003517411
0.2336108221    1 0.0003517411
0.2339676955    1 0.0003517411
0.2341425967    3 0.0010552234
0.2352380952    1 0.0003517411
0.2352941176    1 0.0003517411
0.235971223     1 0.0003517411
0.2366124086   10 0.0035174112
0.2368421053    1 0.0003517411
0.2371403662    1 0.0003517411
0.237398374     1 0.0003517411
0.237704918     1 0.0003517411
0.2378559464    1 0.0003517411
0.2380952381    1 0.0003517411
0.2386363636    1 0.0003517411
