SAT Frequency 
[1] 1263
    SAT         SATF
0.6884   1 0.0005167959
0.6889   1 0.0005167959
0.689    2 0.0010335917
0.6894   1 0.0005167959
0.6898   1 0.0005167959
0.6904   1 0.0005167959
0.6906   1 0.0005167959
0.6907   2 0.0010335917
0.6908   1 0.0005167959
0.691    1 0.0005167959
0.6914   1 0.0005167959
0.6915   1 0.0005167959
0.6917   1 0.0005167959
0.6918   1 0.0005167959
0.6922   1 0.0005167959
0.6925   1 0.0005167959
0.6933   2 0.0010335917
0.6934   1 0.0005167959
0.6936   1 0.0005167959
0.6938   1 0.0005167959
0.6939   1 0.0005167959
0.6941   2 0.0010335917
0.6942   1 0.0005167959
0.6945   1 0.0005167959
0.6946   2 0.0010335917
0.6947   1 0.0005167959
0.6949   2 0.0010335917
0.6953   3 0.0015503876
0.6954   2 0.0010335917
0.6955   1 0.0005167959
0.6957   1 0.0005167959
0.6958   1 0.0005167959
0.696    2 0.0010335917
0.6967   1 0.0005167959
0.6969   2 0.0010335917
0.697    1 0.0005167959
0.6972   1 0.0005167959
0.6974   3 0.0015503876
0.6976   1 0.0005167959
0.6983   1 0.0005167959
0.6986   1 0.0005167959
0.6993   1 0.0005167959
0.6994   1 0.0005167959
0.6995   1 0.0005167959
0.6997   1 0.0005167959
0.7      4 0.0020671835
0.7001   1 0.0005167959
0.7004   2 0.0010335917
0.7005   1 0.0005167959
0.7006   3 0.0015503876
0.701    2 0.0010335917
0.7013   1 0.0005167959
0.7015   1 0.0005167959
0.7017   2 0.0010335917
0.7026   1 0.0005167959
0.7028   1 0.0005167959
0.7032   1 0.0005167959
0.7036   1 0.0005167959
0.7041   2 0.0010335917
0.7042   1 0.0005167959
0.7047   1 0.0005167959
0.7048   1 0.0005167959
0.7049   1 0.0005167959
0.7051   1 0.0005167959
0.7052   1 0.0005167959
0.7054   1 0.0005167959
0.7057   1 0.0005167959
0.7066   1 0.0005167959
0.7067   1 0.0005167959
0.7068   1 0.0005167959
0.7069   1 0.0005167959
0.7071   2 0.0010335917
0.7073   1 0.0005167959
0.7081   1 0.0005167959
0.7082   1 0.0005167959
0.7085   1 0.0005167959
0.7088   1 0.0005167959
0.709    3 0.0015503876
0.7093   2 0.0010335917
0.7094   1 0.0005167959
0.7095   1 0.0005167959
0.7099   2 0.0010335917
0.7102   1 0.0005167959
0.7108   2 0.0010335917
0.7109   1 0.0005167959
0.7111   1 0.0005167959
0.7113   1 0.0005167959
0.7115   1 0.0005167959
0.7127   1 0.0005167959
0.7139   1 0.0005167959
0.7143   4 0.0020671835
0.7146   1 0.0005167959
0.7147   1 0.0005167959
0.7148   2 0.0010335917
0.715    1 0.0005167959
0.7153   1 0.0005167959
0.7154   1 0.0005167959
0.7156   1 0.0005167959
0.7157   1 0.0005167959
0.7159   1 0.0005167959
0.716    2 0.0010335917
0.7161   1 0.0005167959
0.7162   1 0.0005167959
0.717    1 0.0005167959
0.7176   2 0.0010335917
0.7178   1 0.0005167959
0.7182   1 0.0005167959
0.7185   1 0.0005167959
0.719    2 0.0010335917
0.7198   1 0.0005167959
0.7209   1 0.0005167959
0.7214   1 0.0005167959
0.7215   1 0.0005167959
0.7218   2 0.0010335917
0.7219   1 0.0005167959
0.722    1 0.0005167959
0.7223   1 0.0005167959
0.7224   1 0.0005167959
0.7225   1 0.0005167959
0.7227   2 0.0010335917
0.7228   1 0.0005167959
0.723    1 0.0005167959
0.7234   1 0.0005167959
0.724    1 0.0005167959
0.7243   1 0.0005167959
0.7244   1 0.0005167959
0.7245   1 0.0005167959
0.7251   1 0.0005167959
0.7255   1 0.0005167959
0.7261   1 0.0005167959
0.7263   1 0.0005167959
0.7266   1 0.0005167959
0.7273   2 0.0010335917
0.7276   1 0.0005167959
0.7279   1 0.0005167959
0.728    1 0.0005167959
0.7282   2 0.0010335917
0.7283   1 0.0005167959
0.7285   1 0.0005167959
0.7289   1 0.0005167959
0.729    1 0.0005167959
0.7294   2 0.0010335917
0.7305   1 0.0005167959
0.7311   1 0.0005167959
0.7315   1 0.0005167959
0.7323   2 0.0010335917
0.7324   1 0.0005167959
0.7329   1 0.0005167959
0.7332   1 0.0005167959
0.7333   2 0.0010335917
0.7337   1 0.0005167959
0.7343   1 0.0005167959
0.735    1 0.0005167959
0.7352   1 0.0005167959
0.7353   1 0.0005167959
0.7354   1 0.0005167959
0.7355   1 0.0005167959
0.7358   3 0.0015503876
0.7365   2 0.0010335917
0.7367   1 0.0005167959
0.7371   2 0.0010335917
0.7372   2 0.0010335917
0.7374   1 0.0005167959
0.7378   1 0.0005167959
0.7381   1 0.0005167959
0.7382   1 0.0005167959
0.7384   1 0.0005167959
0.7388   1 0.0005167959
0.739    1 0.0005167959
0.7391   1 0.0005167959
0.7396   2 0.0010335917
0.7397   1 0.0005167959
0.7399   1 0.0005167959
0.7401   1 0.0005167959
0.7404   2 0.0010335917
0.7405   1 0.0005167959
0.7406   1 0.0005167959
0.7412   1 0.0005167959
0.7414   1 0.0005167959
0.7416   1 0.0005167959
0.7418   1 0.0005167959
0.7422   1 0.0005167959
0.7426   1 0.0005167959
0.7431   1 0.0005167959
0.7433   1 0.0005167959
0.7435   1 0.0005167959
0.7436   1 0.0005167959
0.7437   1 0.0005167959
0.7438   2 0.0010335917
0.7439   1 0.0005167959
0.7448   1 0.0005167959
0.7456   1 0.0005167959
0.746    1 0.0005167959
0.7461   1 0.0005167959
0.7467   2 0.0010335917
0.747    2 0.0010335917
0.7471   2 0.0010335917
0.7481   1 0.0005167959
0.7483   1 0.0005167959
0.7484   1 0.0005167959
0.749    1 0.0005167959
0.7493   1 0.0005167959
0.7494   1 0.0005167959
0.75     5 0.0025839793
0.7501   1 0.0005167959
0.7503   1 0.0005167959
0.7506   1 0.0005167959
0.7507   1 0.0005167959
0.7508   1 0.0005167959
0.7511   2 0.0010335917
0.7513   2 0.0010335917
0.7517   1 0.0005167959
0.7519   1 0.0005167959
0.7522   1 0.0005167959
0.7525   1 0.0005167959
0.7531   2 0.0010335917
0.7532   1 0.0005167959
0.7533   2 0.0010335917
0.7535   1 0.0005167959
0.7536   1 0.0005167959
0.7537   1 0.0005167959
0.7538   2 0.0010335917
0.7539   1 0.0005167959
0.7542   1 0.0005167959
0.7544   1 0.0005167959
0.7545   3 0.0015503876
0.7548   2 0.0010335917
0.7551   1 0.0005167959
0.7552   1 0.0005167959
0.7554   2 0.0010335917
0.7568   1 0.0005167959
0.757    2 0.0010335917
0.7574   1 0.0005167959
0.7578   1 0.0005167959
0.758    1 0.0005167959
0.7583   1 0.0005167959
0.7584   1 0.0005167959
0.7586   1 0.0005167959
0.7587   1 0.0005167959
0.7588   1 0.0005167959
0.759    2 0.0010335917
0.7591   1 0.0005167959
0.7597   2 0.0010335917
0.7599   1 0.0005167959
0.7603   1 0.0005167959
0.7604   1 0.0005167959
0.7605   1 0.0005167959
0.7607   1 0.0005167959
0.761    1 0.0005167959
0.7612   1 0.0005167959
0.7615   1 0.0005167959
0.762    1 0.0005167959
0.7622   2 0.0010335917
0.7626   1 0.0005167959
0.7629   1 0.0005167959
0.7637   1 0.0005167959
0.7639   1 0.0005167959
0.7642   1 0.0005167959
0.7643   1 0.0005167959
0.7649   1 0.0005167959
0.7652   1 0.0005167959
0.7655   1 0.0005167959
0.7658   1 0.0005167959
0.7662   2 0.0010335917
0.7668   1 0.0005167959
0.7669   1 0.0005167959
0.767    1 0.0005167959
0.7671   1 0.0005167959
0.7673   1 0.0005167959
0.7678   1 0.0005167959
0.768    1 0.0005167959
0.7681   1 0.0005167959
0.7684   3 0.0015503876
0.7691   1 0.0005167959
0.7692   1 0.0005167959
0.7693   1 0.0005167959
0.7701   1 0.0005167959
0.7702   1 0.0005167959
0.7707   1 0.0005167959
0.7716   1 0.0005167959
0.7718   1 0.0005167959
0.7725   1 0.0005167959
0.7728   1 0.0005167959
0.773    1 0.0005167959
0.7731   1 0.0005167959
0.7737   1 0.0005167959
0.7743   1 0.0005167959
0.7745   1 0.0005167959
0.7746   1 0.0005167959
0.7749   1 0.0005167959
0.775    1 0.0005167959
0.7752   1 0.0005167959
0.7759   1 0.0005167959
0.7762   1 0.0005167959
0.777    2 0.0010335917
0.7772   1 0.0005167959
0.7774   1 0.0005167959
0.7777   1 0.0005167959
0.7778   2 0.0010335917
0.778    1 0.0005167959
0.7781   1 0.0005167959
0.7789   1 0.0005167959
0.779    2 0.0010335917
0.7793   1 0.0005167959
0.7798   1 0.0005167959
0.7806   1 0.0005167959
0.7807   1 0.0005167959
0.7808   1 0.0005167959
0.7811   1 0.0005167959
0.7816   1 0.0005167959
0.7826   1 0.0005167959
0.7828   1 0.0005167959
0.7831   2 0.0010335917
0.7837   1 0.0005167959
0.7839   1 0.0005167959
0.7841   1 0.0005167959
0.7843   2 0.0010335917
0.7851   1 0.0005167959
0.7852   2 0.0010335917
0.7854   2 0.0010335917
0.7857   1 0.0005167959
0.7866   1 0.0005167959
0.7869   1 0.0005167959
0.787    1 0.0005167959
0.7879   1 0.0005167959
0.7888   1 0.0005167959
0.7891   1 0.0005167959
0.7892   2 0.0010335917
0.7894   1 0.0005167959
0.7895   3 0.0015503876
0.7899   1 0.0005167959
0.79     3 0.0015503876
0.7906   1 0.0005167959
0.7907   1 0.0005167959
0.7917   1 0.0005167959
0.7922   2 0.0010335917
0.7926   1 0.0005167959
0.7928   2 0.0010335917
0.7956   1 0.0005167959
0.7962   1 0.0005167959
0.7963   1 0.0005167959
0.7969   3 0.0015503876
0.797    1 0.0005167959
0.7976   1 0.0005167959
0.7978   1 0.0005167959
0.7983   1 0.0005167959
0.7984   1 0.0005167959
0.7985   1 0.0005167959
0.7989   1 0.0005167959
0.7991   1 0.0005167959
0.7994   1 0.0005167959
0.7995   1 0.0005167959
0.7997   2 0.0010335917
0.8      3 0.0015503876
0.8004   1 0.0005167959
0.8011   1 0.0005167959
0.8019   2 0.0010335917
0.8024   1 0.0005167959
0.8027   1 0.0005167959
0.8029   1 0.0005167959
0.803    1 0.0005167959
0.8032   1 0.0005167959
0.8035   1 0.0005167959
0.8041   1 0.0005167959
0.8048   2 0.0010335917
0.8054   1 0.0005167959
0.8055   1 0.0005167959
0.8058   1 0.0005167959
0.8059   1 0.0005167959
0.8065   2 0.0010335917
0.8069   2 0.0010335917
0.8074   2 0.0010335917
0.8087   2 0.0010335917
0.8088   1 0.0005167959
0.8089   1 0.0005167959
0.81     1 0.0005167959
0.8106   2 0.0010335917
0.8111   2 0.0010335917
0.8112   1 0.0005167959
0.8114   1 0.0005167959
0.8115   1 0.0005167959
0.8117   1 0.0005167959
0.8127   1 0.0005167959
0.8128   1 0.0005167959
0.8131   1 0.0005167959
0.8132   2 0.0010335917
0.8138   1 0.0005167959
0.814    1 0.0005167959
0.8146   1 0.0005167959
0.8151   4 0.0020671835
0.8162   2 0.0010335917
0.8166   1 0.0005167959
0.8169   1 0.0005167959
0.8171   1 0.0005167959
0.8173   1 0.0005167959
0.8174   1 0.0005167959
0.8178   1 0.0005167959
0.8181   1 0.0005167959
0.8182   1 0.0005167959
0.8185   2 0.0010335917
0.8187   1 0.0005167959
0.819    1 0.0005167959
0.8193   1 0.0005167959
0.8196   1 0.0005167959
0.8197   1 0.0005167959
0.821    1 0.0005167959
0.8211   1 0.0005167959
0.8213   1 0.0005167959
0.8223   1 0.0005167959
0.8224   1 0.0005167959
0.8226   1 0.0005167959
0.8232   1 0.0005167959
0.8234   1 0.0005167959
0.8237   1 0.0005167959
0.8239   1 0.0005167959
0.8243   1 0.0005167959
0.8249   1 0.0005167959
0.825    1 0.0005167959
0.8252   1 0.0005167959
0.8255   1 0.0005167959
0.8256   1 0.0005167959
0.8258   1 0.0005167959
0.8266   1 0.0005167959
0.8269   1 0.0005167959
0.8272   1 0.0005167959
0.8274   1 0.0005167959
0.8277   2 0.0010335917
0.8279   1 0.0005167959
0.8282   2 0.0010335917
0.8283   1 0.0005167959
0.8286   1 0.0005167959
0.8293   1 0.0005167959
0.8294   1 0.0005167959
0.8295   1 0.0005167959
0.8296   1 0.0005167959
0.83     1 0.0005167959
0.8306   1 0.0005167959
0.8309   1 0.0005167959
0.831    1 0.0005167959
0.8314   1 0.0005167959
0.8316   1 0.0005167959
0.832    1 0.0005167959
0.8322   1 0.0005167959
0.8323   1 0.0005167959
0.8325   1 0.0005167959
0.8329   1 0.0005167959
0.8352   2 0.0010335917
0.8354   1 0.0005167959
0.8355   1 0.0005167959
0.836    1 0.0005167959
0.8365   2 0.0010335917
0.8375   1 0.0005167959
0.8379   1 0.0005167959
0.838    1 0.0005167959
0.8381   1 0.0005167959
0.8392   1 0.0005167959
0.8396   1 0.0005167959
0.8397   1 0.0005167959
0.8408   1 0.0005167959
0.841    1 0.0005167959
0.8414   1 0.0005167959
0.8416   1 0.0005167959
0.8418   1 0.0005167959
0.8427   1 0.0005167959
0.8429   1 0.0005167959
0.8443   1 0.0005167959
0.8448   1 0.0005167959
0.845    1 0.0005167959
0.8451   1 0.0005167959
0.8458   1 0.0005167959
0.8462   2 0.0010335917
0.8463   1 0.0005167959
0.8465   1 0.0005167959
0.8478   1 0.0005167959
0.848    1 0.0005167959
0.8482   1 0.0005167959
0.8483   1 0.0005167959
0.8503   1 0.0005167959
0.8505   1 0.0005167959
0.8506   1 0.0005167959
0.8507   1 0.0005167959
0.8515   1 0.0005167959
0.8519   2 0.0010335917
0.8529   1 0.0005167959
0.8532   1 0.0005167959
0.8537   1 0.0005167959
0.8547   1 0.0005167959
0.8548   1 0.0005167959
0.8553   1 0.0005167959
0.8558   1 0.0005167959
0.8571   1 0.0005167959
0.8601   2 0.0010335917
0.8617   1 0.0005167959
0.8619   2 0.0010335917
0.8621   1 0.0005167959
0.8625   1 0.0005167959
0.8627   2 0.0010335917
0.8631   1 0.0005167959
0.8634   1 0.0005167959
0.8635   1 0.0005167959
0.8653   1 0.0005167959
0.8654   1 0.0005167959
0.866    1 0.0005167959
0.8663   1 0.0005167959
0.8664   1 0.0005167959
0.8667   1 0.0005167959
0.867    1 0.0005167959
0.8677   1 0.0005167959
0.8694   1 0.0005167959
0.8702   1 0.0005167959
0.8713   1 0.0005167959
0.8724   1 0.0005167959
0.8726   2 0.0010335917
0.873    1 0.0005167959
0.8738   1 0.0005167959
0.874    1 0.0005167959
0.875    3 0.0015503876
0.8752   1 0.0005167959
0.8759   1 0.0005167959
0.8764   1 0.0005167959
0.8766   1 0.0005167959
0.8774   1 0.0005167959
0.8775   1 0.0005167959
0.8786   1 0.0005167959
0.8788   1 0.0005167959
0.8792   1 0.0005167959
0.8795   1 0.0005167959
0.8804   1 0.0005167959
0.8808   2 0.0010335917
0.8812   1 0.0005167959
0.8816   1 0.0005167959
0.882    1 0.0005167959
0.8821   1 0.0005167959
0.8824   2 0.0010335917
0.8834   1 0.0005167959
0.8835   2 0.0010335917
0.8836   1 0.0005167959
0.8843   1 0.0005167959
0.8846   1 0.0005167959
0.8857   1 0.0005167959
0.886    1 0.0005167959
0.8862   1 0.0005167959
0.8864   2 0.0010335917
0.8865   1 0.0005167959
0.8868   1 0.0005167959
0.8879   1 0.0005167959
0.8887   1 0.0005167959
0.8889   5 0.0025839793
0.8891   1 0.0005167959
0.8893   1 0.0005167959
0.8894   1 0.0005167959
0.8898   1 0.0005167959
0.89     1 0.0005167959
0.8903   1 0.0005167959
0.8904   1 0.0005167959
0.8912   1 0.0005167959
0.8919   1 0.0005167959
0.8922   1 0.0005167959
0.8925   1 0.0005167959
0.8931   1 0.0005167959
0.8937   1 0.0005167959
0.8939   1 0.0005167959
0.8978   2 0.0010335917
0.898    1 0.0005167959
0.8992   1 0.0005167959
0.8995   1 0.0005167959
0.8999   1 0.0005167959
0.9      1 0.0005167959
0.9004   2 0.0010335917
0.9008   1 0.0005167959
0.9009   1 0.0005167959
0.9013   1 0.0005167959
0.9026   1 0.0005167959
0.9027   1 0.0005167959
0.9028   1 0.0005167959
0.9031   1 0.0005167959
0.9035   1 0.0005167959
0.9046   1 0.0005167959
0.9054   1 0.0005167959
0.9058   1 0.0005167959
0.907    1 0.0005167959
0.9071   1 0.0005167959
0.9079   1 0.0005167959
0.9093   1 0.0005167959
0.9104   1 0.0005167959
0.9105   1 0.0005167959
0.9115   1 0.0005167959
0.9124   1 0.0005167959
0.9129   1 0.0005167959
0.9135   1 0.0005167959
0.9156   1 0.0005167959
0.9158   1 0.0005167959
0.9161   1 0.0005167959
0.9186   1 0.0005167959
0.9188   1 0.0005167959
0.9192   1 0.0005167959
0.92     1 0.0005167959
0.9206   1 0.0005167959
0.9211   1 0.0005167959
0.9219   1 0.0005167959
0.9224   1 0.0005167959
0.923    1 0.0005167959
0.9231   3 0.0015503876
0.9243   1 0.0005167959
0.9247   1 0.0005167959
0.9249   1 0.0005167959
0.9251   1 0.0005167959
0.9252   2 0.0010335917
0.9256   1 0.0005167959
0.9258   1 0.0005167959
0.9277   1 0.0005167959
0.9282   1 0.0005167959
0.9293   1 0.0005167959
0.9296   1 0.0005167959
0.9307   1 0.0005167959
0.9312   1 0.0005167959
0.9314   1 0.0005167959
0.9325   1 0.0005167959
0.9331   1 0.0005167959
0.9332   1 0.0005167959
0.9333   3 0.0015503876
0.9374   1 0.0005167959
0.9375   1 0.0005167959
0.9389   1 0.0005167959
0.9392   1 0.0005167959
0.9401   1 0.0005167959
0.9403   1 0.0005167959
0.9417   1 0.0005167959
0.9429   1 0.0005167959
0.9454   1 0.0005167959
0.9456   1 0.0005167959
0.9457   1 0.0005167959
0.946    1 0.0005167959
0.9462   1 0.0005167959
0.9474   1 0.0005167959
0.9484   1 0.0005167959
0.9487   1 0.0005167959
0.9492   1 0.0005167959
0.9502   1 0.0005167959
0.9509   1 0.0005167959
0.9514   1 0.0005167959
0.9524   1 0.0005167959
0.9526   1 0.0005167959
0.9535   2 0.0010335917
0.9539   1 0.0005167959
0.9556   1 0.0005167959
0.9557   1 0.0005167959
0.9559   1 0.0005167959
0.9571   1 0.0005167959
0.9579   1 0.0005167959
0.9581   1 0.0005167959
0.96     1 0.0005167959
0.9616   1 0.0005167959
0.9618   1 0.0005167959
0.9619   1 0.0005167959
0.962    1 0.0005167959
0.9624   1 0.0005167959
0.9636   1 0.0005167959
0.9638   1 0.0005167959
0.9643   1 0.0005167959
0.9651   1 0.0005167959
0.9659   1 0.0005167959
0.9668   1 0.0005167959
0.9671   1 0.0005167959
0.9677   1 0.0005167959
0.9688   1 0.0005167959
0.971    1 0.0005167959
0.9714   1 0.0005167959
0.973    1 0.0005167959
0.9733   2 0.0010335917
0.9736   1 0.0005167959
0.975    1 0.0005167959
0.9784   1 0.0005167959
0.9787   1 0.0005167959
0.979    1 0.0005167959
0.9794   1 0.0005167959
0.9808   1 0.0005167959
0.9817   1 0.0005167959
0.9833   2 0.0010335917
0.9861   1 0.0005167959
0.9862   1 0.0005167959
0.9865   1 0.0005167959
0.987    1 0.0005167959
0.9881   1 0.0005167959
0.9894   1 0.0005167959
0.9901   2 0.0010335917
0.9917   1 0.0005167959
0.9919   1 0.0005167959
0.992    1 0.0005167959
0.9936   1 0.0005167959
0.9947   1 0.0005167959
0.995    1 0.0005167959
0.9957   1 0.0005167959
0.9976   1 0.0005167959
1       73 0.0377260982
COMP_ORIG_YR4_RT Frequency 
[1] 2669
             COMP        COMPF
0.0141737033    5 0.0018733608
0.0198308545    1 0.0003746722
0.0243277849    1 0.0003746722
0.0287859825    1 0.0003746722
0.0353773585    1 0.0003746722
0.0354868062    1 0.0003746722
0.0363128492    1 0.0003746722
0.0371747212    1 0.0003746722
0.0452995616    1 0.0003746722
0.0476595745    1 0.0003746722
0.0541271989    2 0.0007493443
0.0550458716    1 0.0003746722
0.0571710202    1 0.0003746722
0.0608365019    1 0.0003746722
0.0617283951    1 0.0003746722
0.0631611699    1 0.0003746722
0.0636604775    1 0.0003746722
0.0654281099    1 0.0003746722
0.0697772173    1 0.0003746722
0.0732984293    1 0.0003746722
0.0740740741    1 0.0003746722
0.0747126437    1 0.0003746722
0.075862069     1 0.0003746722
0.0761947701    1 0.0003746722
0.076754386     1 0.0003746722
0.0784574468    2 0.0007493443
0.08            1 0.0003746722
0.0801603206    1 0.0003746722
0.0807754443    1 0.0003746722
0.0816137259    1 0.0003746722
0.0826771654    1 0.0003746722
0.0828402367    1 0.0003746722
0.0836120401    1 0.0003746722
0.084317032     1 0.0003746722
0.084742268     1 0.0003746722
0.0851419032    1 0.0003746722
0.0869565217    1 0.0003746722
0.0896358543    1 0.0003746722
0.0902777778    1 0.0003746722
0.0909090909    1 0.0003746722
0.0921052632    1 0.0003746722
0.0921610169    1 0.0003746722
0.0922986479    1 0.0003746722
0.0927062031    1 0.0003746722
0.0928346102    1 0.0003746722
0.0934579439    1 0.0003746722
0.0943396226    1 0.0003746722
0.0962379703    3 0.0011240165
0.0969529086    1 0.0003746722
0.0977242303    1 0.0003746722
0.0981210856    1 0.0003746722
0.0986372485    1 0.0003746722
0.0988692375   13 0.0048707381
0.1004016064    1 0.0003746722
0.1011139674    1 0.0003746722
0.1017897092    1 0.0003746722
0.103101425     1 0.0003746722
0.1064516129    1 0.0003746722
0.1064962726    1 0.0003746722
0.1100628931    1 0.0003746722
0.1102240536    1 0.0003746722
0.1105866487    1 0.0003746722
0.1106870229    1 0.0003746722
0.1134020619    1 0.0003746722
0.114842176     1 0.0003746722
0.1155015198    1 0.0003746722
0.1168539326    1 0.0003746722
0.118556701     1 0.0003746722
0.1196581197    1 0.0003746722
0.120754717     1 0.0003746722
0.1229088426    1 0.0003746722
0.1230392862    1 0.0003746722
0.1233983287    1 0.0003746722
0.123655914     1 0.0003746722
0.1245791246    1 0.0003746722
0.1254612546    1 0.0003746722
0.1256544503    1 0.0003746722
0.1262902247    4 0.0014986886
0.126394998    26 0.0097414762
0.1285266458    1 0.0003746722
0.1289237668    2 0.0007493443
0.1291338583    1 0.0003746722
0.13            1 0.0003746722
0.1316931983    1 0.0003746722
0.1317330211    1 0.0003746722
0.1323529412    1 0.0003746722
0.1340782123    1 0.0003746722
0.1342486651    1 0.0003746722
0.1345565749    1 0.0003746722
0.1347031963    1 0.0003746722
0.1352785146    1 0.0003746722
0.1374172185    1 0.0003746722
0.1394529283    5 0.0018733608
0.1403508772    1 0.0003746722
0.1408450704    1 0.0003746722
0.1411764706    1 0.0003746722
0.1418439716    1 0.0003746722
0.1443514644    1 0.0003746722
0.145245559     2 0.0007493443
0.1454311454    1 0.0003746722
0.1461538462    1 0.0003746722
0.1463414634    1 0.0003746722
0.1465416178    1 0.0003746722
0.1467931346    1 0.0003746722
0.1468363136    1 0.0003746722
0.1470469419   84 0.0314724616
0.147826087     1 0.0003746722
0.1487229227    1 0.0003746722
0.1499720201    1 0.0003746722
0.1504225352    1 0.0003746722
0.1506276151    1 0.0003746722
0.152           1 0.0003746722
0.1527093596    2 0.0007493443
0.1528998243    1 0.0003746722
0.1529709229    1 0.0003746722
0.1532754076   11 0.0041213938
0.1532846715    1 0.0003746722
0.1549680948    1 0.0003746722
0.1556886228    1 0.0003746722
0.1557788945    1 0.0003746722
0.1558935361    1 0.0003746722
0.1566820276    1 0.0003746722
0.1569579288    1 0.0003746722
0.158           1 0.0003746722
0.1586345382    1 0.0003746722
0.1589403974    1 0.0003746722
0.1591511936    1 0.0003746722
0.1593915344    1 0.0003746722
0.1595702348    1 0.0003746722
0.159801877    12 0.0044960659
0.1603773585    1 0.0003746722
0.160461653    19 0.0071187711
0.1607843137    1 0.0003746722
0.1612903226    1 0.0003746722
0.1614906832    1 0.0003746722
0.1620111732    1 0.0003746722
0.1631205674    1 0.0003746722
0.1632653061    1 0.0003746722
0.1633879781    1 0.0003746722
0.1635895714    2 0.0007493443
0.1646825397    1 0.0003746722
0.1650412603    1 0.0003746722
0.1666666667    1 0.0003746722
0.1668889312    1 0.0003746722
0.1682539683    1 0.0003746722
0.1686746988    1 0.0003746722
0.1689189189    1 0.0003746722
0.1704035874    1 0.0003746722
0.1705426357    1 0.0003746722
0.1714285714    1 0.0003746722
0.1721991701    1 0.0003746722
0.1724137931    1 0.0003746722
0.1728395062    1 0.0003746722
0.1737089202    1 0.0003746722
0.1739452258    1 0.0003746722
0.1746031746    1 0.0003746722
0.1748526523    1 0.0003746722
0.1749116608    1 0.0003746722
0.1750433276    1 0.0003746722
0.1762589928    1 0.0003746722
0.1763341067    1 0.0003746722
0.1764705882    1 0.0003746722
0.1770071769   10 0.0037467216
0.1770334928    2 0.0007493443
0.1773049645    1 0.0003746722
0.1784841076    1 0.0003746722
0.1796116505    1 0.0003746722
0.1805555556    1 0.0003746722
0.1806451613    1 0.0003746722
0.1808261886    1 0.0003746722
0.1817087846    1 0.0003746722
0.1821862348    1 0.0003746722
0.1822141561    1 0.0003746722
0.1823266219    1 0.0003746722
0.1833417979    1 0.0003746722
0.1835748792    1 0.0003746722
0.1838006231    1 0.0003746722
0.1847826087    1 0.0003746722
0.1853088481    1 0.0003746722
0.1853752405   29 0.0108654927
0.1854082999    1 0.0003746722
0.1863882444    1 0.0003746722
0.1877496671    1 0.0003746722
0.1883408072    1 0.0003746722
0.188449848     1 0.0003746722
0.1893687708    1 0.0003746722
0.1908396947    1 0.0003746722
0.1909689558    1 0.0003746722
0.1912568306    1 0.0003746722
0.1915641476    1 0.0003746722
0.1940298507    1 0.0003746722
0.1945876289    1 0.0003746722
0.1947826087    1 0.0003746722
0.1951219512    1 0.0003746722
0.1952054795    1 0.0003746722
0.1954022989    1 0.0003746722
0.1956116746    1 0.0003746722
0.1958388375    1 0.0003746722
0.1959183673    1 0.0003746722
0.1961414791    1 0.0003746722
0.1963636364    1 0.0003746722
0.19695321      1 0.0003746722
0.1978021978    2 0.0007493443
0.1982851018    1 0.0003746722
0.1985472155    1 0.0003746722
0.1986970684    1 0.0003746722
0.1991294886    1 0.0003746722
0.1995073892    1 0.0003746722
0.2             1 0.0003746722
0.2005145278    1 0.0003746722
0.2007104796    1 0.0003746722
0.2008547009    1 0.0003746722
0.2010582011    1 0.0003746722
0.2012987013    1 0.0003746722
0.2018518519    1 0.0003746722
0.2019704433    1 0.0003746722
0.2020970564   78 0.0292244286
0.2026862027    1 0.0003746722
0.203125        1 0.0003746722
0.203187251     2 0.0007493443
0.2035928144    1 0.0003746722
0.2037037037    1 0.0003746722
0.2039007092    1 0.0003746722
0.204379562     1 0.0003746722
0.2059773829    1 0.0003746722
0.20625         1 0.0003746722
0.2064516129    1 0.0003746722
0.2069767442    1 0.0003746722
0.2071963294    1 0.0003746722
0.2074498567    1 0.0003746722
0.2075736325    1 0.0003746722
0.2075949367    1 0.0003746722
0.2077922078    1 0.0003746722
0.2078024066   10 0.0037467216
0.2080267559    1 0.0003746722
0.2095588235    1 0.0003746722
0.2096989471    3 0.0011240165
0.2098061574    3 0.0011240165
0.210031348     8 0.0029973773
0.2115384615    1 0.0003746722
0.2139406487    1 0.0003746722
0.2156573117    1 0.0003746722
0.2158671587    1 0.0003746722
0.2158690176    1 0.0003746722
0.2174959872    1 0.0003746722
0.2176752286    1 0.0003746722
0.2179732314    1 0.0003746722
0.2189835575    2 0.0007493443
0.2193548387    1 0.0003746722
0.2197018795    1 0.0003746722
0.2197253433    1 0.0003746722
0.2201834862    1 0.0003746722
0.2204033215    1 0.0003746722
0.2204724409    1 0.0003746722
0.2205128205    1 0.0003746722
0.220657277     1 0.0003746722
0.2208295351    1 0.0003746722
0.2211868563    1 0.0003746722
0.2213740458    1 0.0003746722
0.2215568862    1 0.0003746722
0.2216216216    1 0.0003746722
0.2222222222    4 0.0014986886
0.2231759657    1 0.0003746722
0.2232142857    1 0.0003746722
0.2232766338    3 0.0011240165
0.2233333333    1 0.0003746722
0.2245862884    1 0.0003746722
0.2251082251    1 0.0003746722
0.2252747253    1 0.0003746722
0.2254901961    1 0.0003746722
