SAT Frequency 
[1] 1263
    SAT         SATF
0.2259287339    1 0.0003746722
0.2269736842    4 0.0014986886
0.2282430213    1 0.0003746722
0.2294220665    1 0.0003746722
0.2304932735    1 0.0003746722
0.2312271062    1 0.0003746722
0.231316726     1 0.0003746722
0.2316076294    1 0.0003746722
0.231884058     2 0.0007493443
0.2322946176    1 0.0003746722
0.2326478149    1 0.0003746722
0.2328125       1 0.0003746722
0.2341772152    1 0.0003746722
0.2343522562    1 0.0003746722
0.2350119904    1 0.0003746722
0.2355371901    1 0.0003746722
0.2363636364    1 0.0003746722
0.236818588     1 0.0003746722
0.2377717391    1 0.0003746722
0.2380952381    1 0.0003746722
0.2385321101    1 0.0003746722
0.2385620915    1 0.0003746722
0.2396694215    1 0.0003746722
0.2398042414    1 0.0003746722
0.2400793651    1 0.0003746722
0.2401847575    1 0.0003746722
0.2412894823    1 0.0003746722
0.2414008755    1 0.0003746722
0.2414793328    1 0.0003746722
0.2415254237    1 0.0003746722
0.2418841502    1 0.0003746722
0.2424242424    1 0.0003746722
0.2425249169    1 0.0003746722
0.2426470588    2 0.0007493443
0.2432950192    1 0.0003746722
0.2437858509    1 0.0003746722
0.2438220758    1 0.0003746722
0.2443438914    1 0.0003746722
0.2450248756    1 0.0003746722
0.2457627119    1 0.0003746722
0.245819398     1 0.0003746722
0.2459016393    1 0.0003746722
0.2459511392    1 0.0003746722
0.2463343109    1 0.0003746722
0.2463576159    1 0.0003746722
0.2469635628    1 0.0003746722
0.2470588235    1 0.0003746722
0.2471264368    1 0.0003746722
0.2479185939    1 0.0003746722
0.2489270386    1 0.0003746722
0.2489959839    1 0.0003746722
0.2490272374    1 0.0003746722
0.2492113565    1 0.0003746722
0.2493224932    1 0.0003746722
0.2496580027    1 0.0003746722
0.2519280206    1 0.0003746722
0.2521395655    2 0.0007493443
0.2527121889    1 0.0003746722
0.2532370179    1 0.0003746722
0.2549575071    3 0.0011240165
0.2551834131    1 0.0003746722
0.2551857212    1 0.0003746722
0.2557064432    6 0.0022480330
0.256281407     1 0.0003746722
0.2564841499    1 0.0003746722
0.2567049808    2 0.0007493443
0.2567114094    1 0.0003746722
0.2567849687    1 0.0003746722
0.2575896964    1 0.0003746722
0.2580152672    1 0.0003746722
0.2580213904    1 0.0003746722
0.2580645161    1 0.0003746722
0.2584033613    1 0.0003746722
0.2586765386    1 0.0003746722
0.258780037     5 0.0018733608
0.258989726     1 0.0003746722
0.2594936709    2 0.0007493443
0.2595978062    1 0.0003746722
0.2597402597    1 0.0003746722
0.2603550296    3 0.0011240165
0.2604166667    1 0.0003746722
0.2606534091    1 0.0003746722
0.2612055641    1 0.0003746722
0.2614487927    1 0.0003746722
0.261663286     1 0.0003746722
0.2617787856    1 0.0003746722
0.2619047619    1 0.0003746722
0.2621527778    1 0.0003746722
0.2626427406    1 0.0003746722
0.2626728111    1 0.0003746722
0.2631578947    1 0.0003746722
0.2633297062    1 0.0003746722
0.2634022794    1 0.0003746722
0.2645429363    1 0.0003746722
0.2649294245    6 0.0022480330
0.2649484536    1 0.0003746722
0.2651098901    1 0.0003746722
0.2656826568    1 0.0003746722
0.2658227848    1 0.0003746722
0.266509434     1 0.0003746722
0.2666666667    3 0.0011240165
0.2666860973    1 0.0003746722
0.2673366834    1 0.0003746722
0.2674418605    1 0.0003746722
0.2680115274    1 0.0003746722
0.2680293983    1 0.0003746722
0.2682445759    1 0.0003746722
0.2688882505   12 0.0044960659
0.2694334651    1 0.0003746722
0.2697547684    1 0.0003746722
0.2699083862    1 0.0003746722
0.2706039373    2 0.0007493443
0.2711267606    1 0.0003746722
0.2716049383    1 0.0003746722
0.2718286656    1 0.0003746722
0.2721062619    1 0.0003746722
0.2722419929    1 0.0003746722
0.273255814     1 0.0003746722
0.2735849057    1 0.0003746722
0.2739179954    1 0.0003746722
0.2750957854    1 0.0003746722
0.2765493955    7 0.0026227051
0.2765685019    1 0.0003746722
0.2765957447    1 0.0003746722
0.2780487805    1 0.0003746722
0.278430057     1 0.0003746722
0.2785185185    1 0.0003746722
0.2787456446    1 0.0003746722
0.2796610169    1 0.0003746722
0.2797698097    1 0.0003746722
0.2798151002    1 0.0003746722
0.279910339     1 0.0003746722
0.28            1 0.0003746722
0.2800230947    1 0.0003746722
0.280156731     1 0.0003746722
0.2802937576    1 0.0003746722
0.2805194805    1 0.0003746722
0.2815249267    1 0.0003746722
0.2817589577    1 0.0003746722
0.2817679558    1 0.0003746722
0.2818627451    1 0.0003746722
0.281938326    10 0.0037467216
0.2821192053    1 0.0003746722
0.2824858757    1 0.0003746722
0.2827004219    1 0.0003746722
0.2844036697    1 0.0003746722
0.2844221106    1 0.0003746722
0.2847139197    1 0.0003746722
0.2849162011    1 0.0003746722
0.2857142857    1 0.0003746722
0.2861417109    8 0.0029973773
0.2864864865    1 0.0003746722
0.2866242038    1 0.0003746722
0.2866541353    1 0.0003746722
0.2866748166    2 0.0007493443
0.287037037     1 0.0003746722
0.2873563218    1 0.0003746722
0.2880410531    1 0.0003746722
0.2884057971    1 0.0003746722
0.2884615385    1 0.0003746722
0.2885205648    1 0.0003746722
0.2903225806    1 0.0003746722
0.2906007473    1 0.0003746722
0.2911242604    1 0.0003746722
0.2915662651    1 0.0003746722
0.2926378098    1 0.0003746722
0.2926829268    1 0.0003746722
0.2929042904    1 0.0003746722
0.2932330827    1 0.0003746722
0.293398533     1 0.0003746722
0.2941176471    1 0.0003746722
0.2942386831    1 0.0003746722
0.2945036916    1 0.0003746722
0.2946507515    1 0.0003746722
0.2950819672    1 0.0003746722
0.2954545455    1 0.0003746722
0.2961165049    1 0.0003746722
0.2962962963    2 0.0007493443
0.2964509395    3 0.0011240165
0.2966002345    1 0.0003746722
0.2973547017    1 0.0003746722
0.2980588604    1 0.0003746722
0.2981770833    1 0.0003746722
0.2988505747    1 0.0003746722
0.2988679245    1 0.0003746722
0.2989130435    1 0.0003746722
0.2989594946    1 0.0003746722
0.3             2 0.0007493443
0.3003838772    1 0.0003746722
0.3004291845    1 0.0003746722
0.3006993007    1 0.0003746722
0.3008110687    1 0.0003746722
0.3014492754    1 0.0003746722
0.3015873016    1 0.0003746722
0.3027681661    1 0.0003746722
0.3035714286    1 0.0003746722
0.3036211699    1 0.0003746722
0.3039647577    1 0.0003746722
0.3040935673    1 0.0003746722
0.3042237443    1 0.0003746722
0.304388422     1 0.0003746722
0.3056640625    1 0.0003746722
0.3062054934    1 0.0003746722
0.3063167003    6 0.0022480330
0.3063909774    1 0.0003746722
0.3064516129    1 0.0003746722
0.3065603924    1 0.0003746722
0.3073194377    1 0.0003746722
0.3074497438    1 0.0003746722
0.3080939948    1 0.0003746722
0.3081761006    1 0.0003746722
0.3084745763    1 0.0003746722
0.3086419753    1 0.0003746722
0.3092862625    1 0.0003746722
0.3097893432    1 0.0003746722
0.3106134372    1 0.0003746722
0.310782241     1 0.0003746722
0.3108108108    1 0.0003746722
0.3109243697    1 0.0003746722
0.3114754098    1 0.0003746722
0.3122807018    2 0.0007493443
0.3124362895    1 0.0003746722
0.3141025641    1 0.0003746722
0.3142857143    1 0.0003746722
0.3151364764    1 0.0003746722
0.3153526971    2 0.0007493443
0.3159173755    1 0.0003746722
0.3161290323    2 0.0007493443
0.3173076923    1 0.0003746722
0.3174342105    1 0.0003746722
0.3175287356    1 0.0003746722
0.3175675676    1 0.0003746722
0.3176100629    1 0.0003746722
0.3182346109    1 0.0003746722
0.3185185185    1 0.0003746722
0.3192675159    1 0.0003746722
0.3195302843    1 0.0003746722
0.3195435093    1 0.0003746722
0.3197278912    1 0.0003746722
0.3198653199    1 0.0003746722
0.3200654308    1 0.0003746722
0.3205128205    1 0.0003746722
0.3208722741    1 0.0003746722
0.3209876543    1 0.0003746722
0.3212025316    1 0.0003746722
0.3215859031    1 0.0003746722
0.3218390805    1 0.0003746722
0.3220640569    1 0.0003746722
0.3229813665    1 0.0003746722
0.3231441048    2 0.0007493443
0.3232323232    1 0.0003746722
0.3232405892    1 0.0003746722
0.3235625705    1 0.0003746722
0.3236057069   10 0.0037467216
0.3236714976    1 0.0003746722
0.3238696109    1 0.0003746722
0.3241071429    1 0.0003746722
0.3244569026    1 0.0003746722
0.3250883392    1 0.0003746722
0.3253424658    1 0.0003746722
0.3256244218    2 0.0007493443
0.3257397727    1 0.0003746722
0.3260869565    1 0.0003746722
0.3263888889    1 0.0003746722
0.328042328     1 0.0003746722
0.3281733746    3 0.0011240165
0.328358209     1 0.0003746722
0.3287303414    3 0.0011240165
0.3288288288    2 0.0007493443
0.3288530466    1 0.0003746722
0.3295454545    1 0.0003746722
0.329588015     1 0.0003746722
0.3296587927    1 0.0003746722
0.3298725814    1 0.0003746722
0.3305613306    1 0.0003746722
0.3306451613    1 0.0003746722
0.3307692308    1 0.0003746722
0.3310961969    1 0.0003746722
0.3315282792    1 0.0003746722
0.331542594     1 0.0003746722
0.3315508021    1 0.0003746722
0.3319368353    1 0.0003746722
0.3321167883    1 0.0003746722
0.3321407275    1 0.0003746722
0.3322160149    9 0.0033720495
0.3328424153    1 0.0003746722
0.3331081081    1 0.0003746722
0.3333333333    3 0.0011240165
0.3341288783    1 0.0003746722
0.3342036554    1 0.0003746722
0.3345259392    4 0.0014986886
0.3345935728    1 0.0003746722
0.3346007605    1 0.0003746722
0.3346613546    1 0.0003746722
0.3347022587    1 0.0003746722
0.3347280335    1 0.0003746722
0.3348365276    4 0.0014986886
0.3352412101    1 0.0003746722
0.335399449     1 0.0003746722
0.3355704698    7 0.0026227051
0.3355932203    1 0.0003746722
0.3361344538    1 0.0003746722
0.3361823362    1 0.0003746722
0.3363636364    1 0.0003746722
0.3365695793    1 0.0003746722
0.3366848206    1 0.0003746722
0.3368114535    7 0.0026227051
0.3370128407    1 0.0003746722
0.3371428571    1 0.0003746722
0.3372591006    1 0.0003746722
0.337260274     1 0.0003746722
0.3372737348    1 0.0003746722
0.3374741201    1 0.0003746722
0.3387573964    1 0.0003746722
0.34            1 0.0003746722
0.3400659522    1 0.0003746722
0.3401639344    1 0.0003746722
0.3404255319    1 0.0003746722
0.3406649616   20 0.0074934432
0.3411042945    1 0.0003746722
0.3411880216    1 0.0003746722
0.3413597734    1 0.0003746722
0.3416666667    1 0.0003746722
0.3422459893    1 0.0003746722
0.3426333823    1 0.0003746722
0.3428571429    1 0.0003746722
0.3429012346    1 0.0003746722
0.3430191354  118 0.0442113151
0.3430769231    1 0.0003746722
0.3431372549    1 0.0003746722
0.343832021     1 0.0003746722
0.3446877534    1 0.0003746722
0.3446969697    1 0.0003746722
0.3448275862    1 0.0003746722
0.3451156812    1 0.0003746722
0.3451327434    1 0.0003746722
0.3454861111    1 0.0003746722
0.3455127126    1 0.0003746722
0.3459621137    1 0.0003746722
0.3472770324    1 0.0003746722
0.3473124631    1 0.0003746722
0.347375243     1 0.0003746722
0.347826087     1 0.0003746722
0.3481012658    1 0.0003746722
0.3484848485    1 0.0003746722
0.3485370052    3 0.0011240165
0.348583878     1 0.0003746722
0.3488372093    1 0.0003746722
0.3490304709    1 0.0003746722
0.35            1 0.0003746722
0.3500281373    1 0.0003746722
0.3500511771    1 0.0003746722
0.3505311077    1 0.0003746722
0.3506743738    1 0.0003746722
0.3510204082    1 0.0003746722
0.3514313919    1 0.0003746722
0.3516042781    1 0.0003746722
0.3516699411    3 0.0011240165
0.3516949153    1 0.0003746722
0.3518518519    1 0.0003746722
0.3530778165    1 0.0003746722
0.3538461538    1 0.0003746722
0.3538961039    1 0.0003746722
0.3541463415    1 0.0003746722
0.3547619048    1 0.0003746722
0.3550356053    6 0.0022480330
0.3552631579    1 0.0003746722
0.3553459119    1 0.0003746722
0.3555967842    1 0.0003746722
0.3557692308    1 0.0003746722
0.3558052434    1 0.0003746722
0.3560606061    1 0.0003746722
0.3564013841    4 0.0014986886
0.3564064801    1 0.0003746722
0.3568281938    1 0.0003746722
0.3572377158    1 0.0003746722
0.3582089552    1 0.0003746722
0.3583815029    1 0.0003746722
0.3584229391    1 0.0003746722
0.3584415584    1 0.0003746722
0.358490566     1 0.0003746722
0.3590909091    1 0.0003746722
0.3593220339    1 0.0003746722
0.3596774194    1 0.0003746722
0.36            2 0.0007493443
0.3600713012    1 0.0003746722
0.3601651187    1 0.0003746722
0.3603114677    1 0.0003746722
0.3603603604    1 0.0003746722
0.3606010017    1 0.0003746722
0.3606770833    1 0.0003746722
0.3607503608    1 0.0003746722
0.3611111111    2 0.0007493443
0.3612774451    1 0.0003746722
0.361516035     1 0.0003746722
0.3615384615    1 0.0003746722
0.3617945007    1 0.0003746722
0.3619550859    1 0.0003746722
0.3621621622    1 0.0003746722
0.3622920518    1 0.0003746722
0.362305581     1 0.0003746722
0.3628389155    1 0.0003746722
0.362920857     4 0.0014986886
0.362962963     1 0.0003746722
0.3633071817    6 0.0022480330
0.3636363636    1 0.0003746722
0.3642921551    1 0.0003746722
0.3648029331    1 0.0003746722
0.3652007648    1 0.0003746722
0.3657407407    1 0.0003746722
0.365990991     1 0.0003746722
0.3661971831    1 0.0003746722
0.3665914221    1 0.0003746722
0.3668639053    1 0.0003746722
0.367032967     1 0.0003746722
0.3671232877    1 0.0003746722
0.3673543911    1 0.0003746722
0.3675175062    1 0.0003746722
0.3675856307    1 0.0003746722
0.3676861702    1 0.0003746722
0.3677891654    2 0.0007493443
0.3678290214   24 0.0089921319
0.3678901653    1 0.0003746722
0.3684210526    1 0.0003746722
0.3686131387    1 0.0003746722
0.3686440678    1 0.0003746722
0.368852459     1 0.0003746722
0.3689762151    1 0.0003746722
0.3694083694    1 0.0003746722
0.3695286195    1 0.0003746722
0.3696521391    1 0.0003746722
0.3696617697   10 0.0037467216
0.3700221239    1 0.0003746722
0.3701657459    1 0.0003746722
0.3712765957    1 0.0003746722
0.3718459495    1 0.0003746722
0.3728350046    1 0.0003746722
0.3730221519    1 0.0003746722
0.3730454207    1 0.0003746722
0.3732057416    3 0.0011240165
0.3739376771    1 0.0003746722
0.3740458015    1 0.0003746722
0.3748079877    1 0.0003746722
0.3752004276    1 0.0003746722
0.3752485089    1 0.0003746722
0.3756743502    1 0.0003746722
0.3757575758    1 0.0003746722
0.3760683761    1 0.0003746722
0.376146789     1 0.0003746722
0.3761755486    1 0.0003746722
0.3762886598    1 0.0003746722
0.3767123288    1 0.0003746722
0.3768115942    2 0.0007493443
0.3771021992    1 0.0003746722
0.3771428571    1 0.0003746722
0.3772727273    2 0.0007493443
0.3772905759    1 0.0003746722
0.3775510204    1 0.0003746722
0.3787599754    2 0.0007493443
0.378870674     2 0.0007493443
0.3792774152    1 0.0003746722
0.3794871795    2 0.0007493443
0.3797468354    1 0.0003746722
0.3799019608    3 0.0011240165
0.3799472296    1 0.0003746722
0.3801169591    1 0.0003746722
0.3804347826    1 0.0003746722
0.3823529412    2 0.0007493443
0.3825701625    1 0.0003746722
0.3831990794    1 0.0003746722
0.3835616438    1 0.0003746722
0.3841093117    1 0.0003746722
0.3842364532    1 0.0003746722
0.3843161343    1 0.0003746722
0.3844476744    1 0.0003746722
0.3848684211    1 0.0003746722
0.3853503185    1 0.0003746722
0.3854473943    1 0.0003746722
0.385620915     1 0.0003746722
0.3856825749    2 0.0007493443
0.3857142857    1 0.0003746722
0.3861003861    1 0.0003746722
0.3863247863    1 0.0003746722
0.3870967742    1 0.0003746722
0.3874643875    1 0.0003746722
0.3875379939    1 0.0003746722
0.3879310345    1 0.0003746722
0.388363998     1 0.0003746722
0.3887147335    1 0.0003746722
0.3888888889    2 0.0007493443
0.3896103896    1 0.0003746722
0.3897435897    1 0.0003746722
0.3899782135    1 0.0003746722
0.3901192504    1 0.0003746722
0.3904109589    1 0.0003746722
0.3910590278    1 0.0003746722
0.3914275593    1 0.0003746722
0.3916083916    1 0.0003746722
0.3925729443    1 0.0003746722
0.3927175478    1 0.0003746722
0.3932403433    1 0.0003746722
0.3935991016    1 0.0003746722
0.3936795688    1 0.0003746722
0.3938223938    1 0.0003746722
0.3940298507    1 0.0003746722
0.3941605839    2 0.0007493443
0.3943217666    1 0.0003746722
0.3949579832    1 0.0003746722
0.3951048951    1 0.0003746722
0.3951120163    1 0.0003746722
0.3952991453    1 0.0003746722
0.3961038961    1 0.0003746722
0.3965714286    1 0.0003746722
0.3969118983    1 0.0003746722
0.3970588235    1 0.0003746722
0.3973509934    1 0.0003746722
0.3974791408    1 0.0003746722
0.3977572559    1 0.0003746722
0.398173516     1 0.0003746722
0.3981900452    1 0.0003746722
0.3988684583    1 0.0003746722
0.398989899     3 0.0011240165
0.3990384615    1 0.0003746722
0.3994565217    1 0.0003746722
0.4             1 0.0003746722
0.4004424779    1 0.0003746722
0.4011299435    1 0.0003746722
0.4011585807    1 0.0003746722
0.4013136289    1 0.0003746722
0.4014084507    1 0.0003746722
0.4015151515    1 0.0003746722
0.4018404908    1 0.0003746722
0.4019292605    1 0.0003746722
0.4021876315    1 0.0003746722
0.4022140221    1 0.0003746722
0.4026377036    3 0.0011240165
0.4028409091    1 0.0003746722
0.4029850746    1 0.0003746722
0.4030146767    1 0.0003746722
0.403030303     1 0.0003746722
0.4034334764    1 0.0003746722
0.4034988713    1 0.0003746722
0.4038961039    6 0.0022480330
0.4040816327    1 0.0003746722
0.4042981867    1 0.0003746722
0.4051094891    1 0.0003746722
0.4052973513    1 0.0003746722
0.4057507987    1 0.0003746722
0.4060240964    1 0.0003746722
0.4064966606    1 0.0003746722
0.406779661     1 0.0003746722
0.4069319641    1 0.0003746722
0.407518797     1 0.0003746722
0.4076086957    1 0.0003746722
0.4083333333    1 0.0003746722
0.4085697043    1 0.0003746722
0.4088176353    1 0.0003746722
0.408993576     1 0.0003746722
0.4090457256    1 0.0003746722
0.409252669     1 0.0003746722
0.4098360656    1 0.0003746722
0.4098786828    1 0.0003746722
0.4099212335    1 0.0003746722
0.4099722992    1 0.0003746722
0.410022779     1 0.0003746722
0.4100866021    1 0.0003746722
0.4101123596    1 0.0003746722
0.4102564103    1 0.0003746722
0.4106145251    1 0.0003746722
0.4111149465    1 0.0003746722
0.4113712375    1 0.0003746722
0.4114285714    1 0.0003746722
0.4114349776    1 0.0003746722
0.4120481928    1 0.0003746722
0.4123222749    1 0.0003746722
0.4124293785    1 0.0003746722
0.4136690647    1 0.0003746722
0.4141552511    1 0.0003746722
0.4142857143    1 0.0003746722
0.4144542773    1 0.0003746722
0.414507772     1 0.0003746722
0.4146341463    1 0.0003746722
0.4147843943    3 0.0011240165
0.4148339148    3 0.0011240165
0.4151260504    1 0.0003746722
0.4152892562    1 0.0003746722
0.4153005464    1 0.0003746722
0.4153031761    8 0.0029973773
0.4153605016    1 0.0003746722
0.4153846154    2 0.0007493443
0.4154668861    1 0.0003746722
0.4155844156    1 0.0003746722
0.4156378601    1 0.0003746722
0.4156976744    1 0.0003746722
0.416           1 0.0003746722
0.4161073826    1 0.0003746722
0.4163424125    1 0.0003746722
0.4171632896    1 0.0003746722
0.4175588865    1 0.0003746722
0.4177433247    1 0.0003746722
0.4177978884    1 0.0003746722
0.4178217822    1 0.0003746722
0.4178272981    1 0.0003746722
0.417888563     1 0.0003746722
0.4178935447    1 0.0003746722
0.4182692308    1 0.0003746722
0.4184615385    1 0.0003746722
0.4186046512    1 0.0003746722
0.418852459     1 0.0003746722
0.419284149     1 0.0003746722
0.4197266148    1 0.0003746722
0.4197689345    1 0.0003746722
0.4201680672    1 0.0003746722
0.4207119741    1 0.0003746722
0.4207650273    1 0.0003746722
0.4209115282    1 0.0003746722
0.4210526316    1 0.0003746722
0.4210839786    1 0.0003746722
0.4221014493    1 0.0003746722
0.4225352113    1 0.0003746722
0.4226451928    1 0.0003746722
0.4228723404    1 0.0003746722
0.4230769231    1 0.0003746722
0.4233261339    1 0.0003746722
0.4233499869    1 0.0003746722
0.4233576642    1 0.0003746722
0.423360574     1 0.0003746722
0.4236387782    1 0.0003746722
0.4242002782    1 0.0003746722
0.4245810056    1 0.0003746722
0.4246771879    1 0.0003746722
0.4247787611    1 0.0003746722
0.425           1 0.0003746722
0.4255275558    1 0.0003746722
0.4255319149    1 0.0003746722
0.4256756757    1 0.0003746722
0.4258373206    1 0.0003746722
0.4259259259    1 0.0003746722
0.4262295082    1 0.0003746722
0.4262402089    1 0.0003746722
0.4264413519    1 0.0003746722
0.4265129683    1 0.0003746722
0.4269293924    1 0.0003746722
0.4272300469    1 0.0003746722
0.4279475983    1 0.0003746722
0.4279569892    1 0.0003746722
0.4284549531    1 0.0003746722
0.4285714286    1 0.0003746722
0.4288135593    1 0.0003746722
0.4291553134    1 0.0003746722
0.4292035398    1 0.0003746722
0.4292790314    1 0.0003746722
0.4302325581    1 0.0003746722
0.4304267161    1 0.0003746722
0.430740038     1 0.0003746722
0.4307692308    1 0.0003746722
0.4309782609    1 0.0003746722
0.4312977099    1 0.0003746722
0.4317629917    1 0.0003746722
0.4317825405    1 0.0003746722
0.4318658281    1 0.0003746722
0.4318936877    1 0.0003746722
0.4324198792    1 0.0003746722
0.4329787234    1 0.0003746722
0.4338919926    1 0.0003746722
0.4340175953    1 0.0003746722
0.4341491841    1 0.0003746722
0.4342379958    1 0.0003746722
0.4344827586    2 0.0007493443
0.4348258706    1 0.0003746722
0.4348387097    1 0.0003746722
0.4351395731    1 0.0003746722
0.4352159468    1 0.0003746722
0.4358655044    1 0.0003746722
0.4358974359    1 0.0003746722
0.4359605911    3 0.0011240165
0.4362017804    1 0.0003746722
0.4363802004    1 0.0003746722
0.4366998578    1 0.0003746722
0.436795995     1 0.0003746722
0.4374100719    1 0.0003746722
0.4385964912    1 0.0003746722
0.4388689765    1 0.0003746722
0.4392697466    1 0.0003746722
0.4404267931    1 0.0003746722
0.4406779661    3 0.0011240165
0.4407076546    1 0.0003746722
0.4421487603    1 0.0003746722
0.4423791822    1 0.0003746722
0.4428571429    1 0.0003746722
0.4428904429    1 0.0003746722
0.4430379747    1 0.0003746722
0.4435049962    1 0.0003746722
0.4436893204    1 0.0003746722
0.4437086093    4 0.0014986886
0.4437535331    1 0.0003746722
0.4441176471    1 0.0003746722
0.4444444444    2 0.0007493443
0.4445807771    1 0.0003746722
0.4447004608    1 0.0003746722
0.4452926209    1 0.0003746722
0.4452980132    1 0.0003746722
0.4455445545    1 0.0003746722
0.4456521739    1 0.0003746722
0.4456928839    1 0.0003746722
0.4461538462    2 0.0007493443
0.4462734339   14 0.0052454103
0.4465408805    1 0.0003746722
0.4469964664    2 0.0007493443
0.4472972973    1 0.0003746722
0.4474024296    1 0.0003746722
0.447418738     1 0.0003746722
0.4475065617    1 0.0003746722
0.447761194     1 0.0003746722
0.4480796586    1 0.0003746722
0.4482649342    1 0.0003746722
0.4483173077    1 0.0003746722
0.4487179487    1 0.0003746722
0.4493192133    1 0.0003746722
0.4494773519    2 0.0007493443
0.4495412844    1 0.0003746722
0.4498141264    1 0.0003746722
0.4498632634    1 0.0003746722
0.45            1 0.0003746722
0.4502923977    1 0.0003746722
0.4505163511    1 0.0003746722
0.4509803922    1 0.0003746722
0.4513403263    1 0.0003746722
0.4515212982    1 0.0003746722
0.4515625       1 0.0003746722
0.4519774011    1 0.0003746722
0.4522058824    1 0.0003746722
0.4524284764    1 0.0003746722
0.4525139665    1 0.0003746722
0.4530706837    1 0.0003746722
0.4533730159    1 0.0003746722
0.4537401575    1 0.0003746722
0.4537634409    1 0.0003746722
0.4542628774    1 0.0003746722
0.4550128535    1 0.0003746722
0.4555353902    1 0.0003746722
0.455704698     1 0.0003746722
0.4558823529    1 0.0003746722
0.4561403509    1 0.0003746722
0.456937799     1 0.0003746722
0.4571865443    1 0.0003746722
0.457605985     1 0.0003746722
0.4576271186    1 0.0003746722
0.4593175853    1 0.0003746722
0.4595375723    1 0.0003746722
0.4599406528    1 0.0003746722
0.460038059     1 0.0003746722
0.4603174603    1 0.0003746722
0.4603534209    1 0.0003746722
0.4606365159    3 0.0011240165
0.4613095238    1 0.0003746722
0.4616805171    1 0.0003746722
0.4620689655    1 0.0003746722
0.4632587859    1 0.0003746722
0.4633273703    1 0.0003746722
0.4634760705    1 0.0003746722
0.4636015326    1 0.0003746722
0.4638655462    1 0.0003746722
0.4642857143    1 0.0003746722
0.4644194757    1 0.0003746722
0.464445868     1 0.0003746722
0.4647201946    1 0.0003746722
0.4649446494    1 0.0003746722
0.465           2 0.0007493443
0.465408805     1 0.0003746722
0.4655329487    1 0.0003746722
0.4657039711    1 0.0003746722
0.4657052409    2 0.0007493443
0.4657534247    4 0.0014986886
0.4660194175    1 0.0003746722
0.4662921348    1 0.0003746722
0.4664948454    1 0.0003746722
0.4666666667    2 0.0007493443
0.466893039     1 0.0003746722
0.4669491525    1 0.0003746722
0.4673149649    1 0.0003746722
0.4674556213    1 0.0003746722
0.4675592173    1 0.0003746722
0.468291582     1 0.0003746722
0.4683840749    1 0.0003746722
0.4684684685    1 0.0003746722
0.46875         1 0.0003746722
0.4689265537    1 0.0003746722
0.4690966719    1 0.0003746722
0.4692307692    1 0.0003746722
0.4695652174    1 0.0003746722
0.4696132597    1 0.0003746722
0.4696969697    1 0.0003746722
0.4699646643    1 0.0003746722
0.4700176367    1 0.0003746722
0.4705882353    1 0.0003746722
0.4716981132    1 0.0003746722
0.4718446602    1 0.0003746722
0.4726538222    1 0.0003746722
0.472972973     1 0.0003746722
0.4731903485    1 0.0003746722
0.4736129905    1 0.0003746722
0.4736688122    1 0.0003746722
0.4742109315    1 0.0003746722
0.4748878924    1 0.0003746722
0.4758842444    2 0.0007493443
0.4759568204    2 0.0007493443
0.4764044944    1 0.0003746722
0.4768683274    1 0.0003746722
0.4771084337    1 0.0003746722
0.4774859287    1 0.0003746722
0.4776297475    1 0.0003746722
0.4777070064    1 0.0003746722
0.4779582367    1 0.0003746722
0.4780361757    1 0.0003746722
0.478125        1 0.0003746722
0.478531425     1 0.0003746722
0.4787798408    1 0.0003746722
0.4790874525    1 0.0003746722
0.4794776119    1 0.0003746722
0.4797843666    1 0.0003746722
0.4802342606    1 0.0003746722
0.4804123711    1 0.0003746722
0.4805970149    1 0.0003746722
0.4808080808    1 0.0003746722
0.4813753582    1 0.0003746722
0.4816176471    1 0.0003746722
0.4817073171    1 0.0003746722
0.4817204301    1 0.0003746722
0.4818481848    1 0.0003746722
0.4821428571    2 0.0007493443
0.4821731749    2 0.0007493443
0.4821852732    1 0.0003746722
0.4826030928    1 0.0003746722
0.4826666667    1 0.0003746722
0.4827586207    4 0.0014986886
0.4830633284    2 0.0007493443
0.4830769231    1 0.0003746722
0.4833333333    1 0.0003746722
0.483378257     1 0.0003746722
0.4841849148    1 0.0003746722
0.4842105263    1 0.0003746722
0.4842892768    1 0.0003746722
0.48441247      1 0.0003746722
0.4847876005    1 0.0003746722
0.485042735     1 0.0003746722
0.4855491329    1 0.0003746722
0.4856512141    1 0.0003746722
0.4857218403    2 0.0007493443
0.4859375       1 0.0003746722
0.4864864865    1 0.0003746722
0.4866141732    1 0.0003746722
0.4867256637    3 0.0011240165
0.4871794872    1 0.0003746722
0.4873646209    1 0.0003746722
0.487804878     1 0.0003746722
0.4878661088    1 0.0003746722
0.4884210526    1 0.0003746722
0.4885799404    1 0.0003746722
0.4885993485    1 0.0003746722
0.4887218045    1 0.0003746722
0.4890282132    1 0.0003746722
0.489626556     1 0.0003746722
0.4897959184    1 0.0003746722
0.4901960784    1 0.0003746722
0.4905447996    1 0.0003746722
0.4910941476    1 0.0003746722
0.4912280702    1 0.0003746722
0.4913326111    1 0.0003746722
0.492           1 0.0003746722
0.4920634921    1 0.0003746722
0.4930232558    1 0.0003746722
0.4933333333    2 0.0007493443
0.4935254423    1 0.0003746722
0.493852459     1 0.0003746722
0.4940239044    1 0.0003746722
0.4947368421    1 0.0003746722
0.4959349593    1 0.0003746722
0.4959453692    1 0.0003746722
0.4964788732    1 0.0003746722
