SAT Frequency 
[1] 1262
    SAT        SATF
0.3675   1 0.0005268704
0.3679   1 0.0005268704
0.3681   1 0.0005268704
0.369    1 0.0005268704
0.3692   1 0.0005268704
0.3699   1 0.0005268704
0.3702   1 0.0005268704
0.3703   1 0.0005268704
0.371    1 0.0005268704
0.3715   1 0.0005268704
0.3727   2 0.0010537408
0.3739   1 0.0005268704
0.3741   1 0.0005268704
0.3753   1 0.0005268704
0.3754   1 0.0005268704
0.3763   1 0.0005268704
0.3764   1 0.0005268704
0.3777   1 0.0005268704
0.3778   1 0.0005268704
0.3789   2 0.0010537408
0.3792   2 0.0010537408
0.3793   1 0.0005268704
0.3797   1 0.0005268704
0.3799   1 0.0005268704
0.3808   1 0.0005268704
0.381    1 0.0005268704
0.3827   1 0.0005268704
0.3846   1 0.0005268704
0.3851   1 0.0005268704
0.3854   1 0.0005268704
0.3881   1 0.0005268704
0.3884   1 0.0005268704
0.3888   1 0.0005268704
0.3889   1 0.0005268704
0.3894   1 0.0005268704
0.3895   1 0.0005268704
0.3896   1 0.0005268704
0.3899   1 0.0005268704
0.39     1 0.0005268704
0.3904   1 0.0005268704
0.3905   1 0.0005268704
0.391    1 0.0005268704
0.3911   1 0.0005268704
0.3913   1 0.0005268704
0.3917   1 0.0005268704
0.3921   1 0.0005268704
0.3922   1 0.0005268704
0.3927   1 0.0005268704
0.3928   1 0.0005268704
0.3929   1 0.0005268704
0.3932   1 0.0005268704
0.3945   1 0.0005268704
0.3952   1 0.0005268704
0.3955   1 0.0005268704
0.3965   1 0.0005268704
0.3977   1 0.0005268704
0.3978   1 0.0005268704
0.398    1 0.0005268704
0.3988   1 0.0005268704
0.3989   1 0.0005268704
0.399    1 0.0005268704
0.3994   1 0.0005268704
0.3996   1 0.0005268704
0.4003   1 0.0005268704
0.4017   1 0.0005268704
0.402    1 0.0005268704
0.4026   1 0.0005268704
0.4028   1 0.0005268704
0.4029   1 0.0005268704
0.403    1 0.0005268704
0.4032   1 0.0005268704
0.404    1 0.0005268704
0.4044   1 0.0005268704
0.4045   1 0.0005268704
0.4046   1 0.0005268704
0.4047   1 0.0005268704
0.4052   1 0.0005268704
0.4068   1 0.0005268704
0.4085   1 0.0005268704
0.4096   2 0.0010537408
0.4097   1 0.0005268704
0.4099   1 0.0005268704
0.4101   1 0.0005268704
0.4103   1 0.0005268704
0.4109   1 0.0005268704
0.4111   2 0.0010537408
0.4114   1 0.0005268704
0.4122   1 0.0005268704
0.4141   1 0.0005268704
0.4143   1 0.0005268704
0.4145   2 0.0010537408
0.4149   1 0.0005268704
0.4157   1 0.0005268704
0.4163   1 0.0005268704
0.4172   1 0.0005268704
0.4174   1 0.0005268704
0.4178   1 0.0005268704
0.4179   1 0.0005268704
0.4182   2 0.0010537408
0.4184   1 0.0005268704
0.4185   1 0.0005268704
0.4192   1 0.0005268704
0.4193   1 0.0005268704
0.4196   1 0.0005268704
0.42     1 0.0005268704
0.4207   1 0.0005268704
0.4216   1 0.0005268704
0.4218   1 0.0005268704
0.4224   1 0.0005268704
0.4225   1 0.0005268704
0.4234   1 0.0005268704
0.4236   1 0.0005268704
0.425    1 0.0005268704
0.4255   1 0.0005268704
0.4263   1 0.0005268704
0.4264   3 0.0015806112
0.4277   1 0.0005268704
0.4279   1 0.0005268704
0.4284   1 0.0005268704
0.4286   1 0.0005268704
0.429    1 0.0005268704
0.4301   1 0.0005268704
0.4313   1 0.0005268704
0.4316   1 0.0005268704
0.4317   1 0.0005268704
0.4319   1 0.0005268704
0.432    1 0.0005268704
0.4321   1 0.0005268704
0.4322   1 0.0005268704
0.4324   1 0.0005268704
0.4325   1 0.0005268704
0.4328   1 0.0005268704
0.4336   1 0.0005268704
0.4342   1 0.0005268704
0.4343   1 0.0005268704
0.4347   1 0.0005268704
0.4348   3 0.0015806112
0.4354   1 0.0005268704
0.437    1 0.0005268704
0.4372   1 0.0005268704
0.4375   1 0.0005268704
0.4391   1 0.0005268704
0.4394   1 0.0005268704
0.4398   1 0.0005268704
0.4402   1 0.0005268704
0.4415   3 0.0015806112
0.4419   1 0.0005268704
0.4423   2 0.0010537408
0.4444   1 0.0005268704
0.4452   1 0.0005268704
0.4454   1 0.0005268704
0.4456   1 0.0005268704
0.4464   1 0.0005268704
0.4465   1 0.0005268704
0.4467   1 0.0005268704
0.4472   1 0.0005268704
0.4474   1 0.0005268704
0.4481   1 0.0005268704
0.4503   1 0.0005268704
0.4512   1 0.0005268704
0.4516   1 0.0005268704
0.4531   1 0.0005268704
0.4548   1 0.0005268704
0.4554   1 0.0005268704
0.4561   1 0.0005268704
0.4572   1 0.0005268704
0.4575   1 0.0005268704
0.4583   1 0.0005268704
0.4585   1 0.0005268704
0.4586   1 0.0005268704
0.4599   1 0.0005268704
0.4606   1 0.0005268704
0.4612   1 0.0005268704
0.4614   1 0.0005268704
0.4618   1 0.0005268704
0.4621   1 0.0005268704
0.4629   1 0.0005268704
0.4638   1 0.0005268704
0.4644   1 0.0005268704
0.4645   1 0.0005268704
0.4648   2 0.0010537408
0.4657   1 0.0005268704
0.467    1 0.0005268704
0.4675   1 0.0005268704
0.468    1 0.0005268704
0.4682   1 0.0005268704
0.4683   1 0.0005268704
0.4685   2 0.0010537408
0.4689   1 0.0005268704
0.469    1 0.0005268704
0.4693   1 0.0005268704
0.4698   1 0.0005268704
0.4701   1 0.0005268704
0.4706   3 0.0015806112
0.4718   1 0.0005268704
0.4719   1 0.0005268704
0.4726   1 0.0005268704
0.4729   1 0.0005268704
0.4737   1 0.0005268704
0.4739   1 0.0005268704
0.475    1 0.0005268704
0.4755   1 0.0005268704
0.4768   1 0.0005268704
0.477    1 0.0005268704
0.4778   2 0.0010537408
0.4779   1 0.0005268704
0.4781   1 0.0005268704
0.4783   1 0.0005268704
0.4787   1 0.0005268704
0.48     1 0.0005268704
0.4803   1 0.0005268704
0.4805   1 0.0005268704
0.4807   1 0.0005268704
0.481    2 0.0010537408
0.4811   1 0.0005268704
0.4812   1 0.0005268704
0.4815   1 0.0005268704
0.4827   1 0.0005268704
0.4837   1 0.0005268704
0.484    1 0.0005268704
0.4848   3 0.0015806112
0.4851   1 0.0005268704
0.4855   3 0.0015806112
0.4859   1 0.0005268704
0.4861   1 0.0005268704
0.4867   1 0.0005268704
0.4881   1 0.0005268704
0.4889   1 0.0005268704
0.4891   1 0.0005268704
0.4894   1 0.0005268704
0.4895   1 0.0005268704
0.4902   1 0.0005268704
0.4911   2 0.0010537408
0.4917   1 0.0005268704
0.4925   1 0.0005268704
0.4927   1 0.0005268704
0.4947   1 0.0005268704
0.495    1 0.0005268704
0.4959   1 0.0005268704
0.496    1 0.0005268704
0.4974   1 0.0005268704
0.4976   1 0.0005268704
0.4981   1 0.0005268704
0.4984   1 0.0005268704
0.4989   1 0.0005268704
0.5      2 0.0010537408
0.5014   1 0.0005268704
0.5017   1 0.0005268704
0.5034   1 0.0005268704
0.5038   1 0.0005268704
0.5039   1 0.0005268704
0.5043   2 0.0010537408
0.5048   2 0.0010537408
0.5049   1 0.0005268704
0.5051   1 0.0005268704
0.5053   1 0.0005268704
0.5056   1 0.0005268704
0.5057   1 0.0005268704
0.5063   1 0.0005268704
0.5066   1 0.0005268704
0.5072   1 0.0005268704
0.5074   1 0.0005268704
0.5078   1 0.0005268704
0.5084   1 0.0005268704
0.5091   1 0.0005268704
0.5092   1 0.0005268704
0.5104   1 0.0005268704
0.5111   1 0.0005268704
0.5112   1 0.0005268704
0.5117   1 0.0005268704
0.5125   1 0.0005268704
0.5129   2 0.0010537408
0.5139   1 0.0005268704
0.5144   1 0.0005268704
0.5145   1 0.0005268704
0.5147   2 0.0010537408
0.5156   2 0.0010537408
0.5161   1 0.0005268704
0.5162   1 0.0005268704
0.5166   2 0.0010537408
0.5179   1 0.0005268704
0.518    2 0.0010537408
0.5183   1 0.0005268704
0.5185   1 0.0005268704
0.5217   1 0.0005268704
0.5218   1 0.0005268704
0.5219   1 0.0005268704
0.5225   1 0.0005268704
0.5231   1 0.0005268704
0.5235   1 0.0005268704
0.5238   1 0.0005268704
0.5242   1 0.0005268704
0.5244   1 0.0005268704
0.5253   1 0.0005268704
0.5256   1 0.0005268704
0.526    1 0.0005268704
0.5261   2 0.0010537408
0.5262   1 0.0005268704
0.5264   1 0.0005268704
0.5268   1 0.0005268704
0.5271   1 0.0005268704
0.5274   1 0.0005268704
0.5283   1 0.0005268704
0.5285   1 0.0005268704
0.5287   1 0.0005268704
0.5292   1 0.0005268704
0.5296   1 0.0005268704
0.5307   2 0.0010537408
0.5309   1 0.0005268704
0.531    1 0.0005268704
0.5311   1 0.0005268704
0.5321   1 0.0005268704
0.5322   1 0.0005268704
0.5324   1 0.0005268704
0.5329   1 0.0005268704
0.5331   1 0.0005268704
0.5333   1 0.0005268704
0.5335   1 0.0005268704
0.5341   1 0.0005268704
0.5346   1 0.0005268704
0.5351   1 0.0005268704
0.5352   2 0.0010537408
0.5358   2 0.0010537408
0.5361   1 0.0005268704
0.5376   1 0.0005268704
0.5378   1 0.0005268704
0.5383   1 0.0005268704
0.5386   1 0.0005268704
0.5391   1 0.0005268704
0.5393   1 0.0005268704
0.5394   2 0.0010537408
0.5396   2 0.0010537408
0.5397   2 0.0010537408
0.54     1 0.0005268704
0.5403   1 0.0005268704
0.5404   1 0.0005268704
0.5407   1 0.0005268704
0.5424   1 0.0005268704
0.5425   1 0.0005268704
0.5426   1 0.0005268704
0.5433   1 0.0005268704
0.5439   1 0.0005268704
0.5446   1 0.0005268704
0.5457   2 0.0010537408
0.5465   1 0.0005268704
0.5481   1 0.0005268704
0.5486   1 0.0005268704
0.5494   2 0.0010537408
0.5499   1 0.0005268704
0.5506   1 0.0005268704
0.5508   2 0.0010537408
0.5509   1 0.0005268704
0.551    1 0.0005268704
0.5511   1 0.0005268704
0.5522   1 0.0005268704
0.5532   1 0.0005268704
0.5533   2 0.0010537408
0.5543   1 0.0005268704
0.5546   1 0.0005268704
0.5548   1 0.0005268704
0.5549   1 0.0005268704
0.555    1 0.0005268704
0.5552   1 0.0005268704
0.5556   1 0.0005268704
0.5562   1 0.0005268704
0.5564   1 0.0005268704
0.5566   1 0.0005268704
0.557    1 0.0005268704
0.5571   1 0.0005268704
0.5575   1 0.0005268704
0.5576   1 0.0005268704
0.5577   1 0.0005268704
0.5579   1 0.0005268704
0.5581   1 0.0005268704
0.5583   1 0.0005268704
0.5587   1 0.0005268704
0.5594   1 0.0005268704
0.56     1 0.0005268704
0.5602   1 0.0005268704
0.5616   1 0.0005268704
0.5619   1 0.0005268704
0.5625   1 0.0005268704
0.5627   1 0.0005268704
0.5629   1 0.0005268704
0.563    1 0.0005268704
0.5635   1 0.0005268704
0.5637   1 0.0005268704
0.5642   2 0.0010537408
0.566    1 0.0005268704
0.5664   2 0.0010537408
0.5666   2 0.0010537408
0.567    2 0.0010537408
0.5683   1 0.0005268704
0.5693   1 0.0005268704
0.5702   1 0.0005268704
0.5704   1 0.0005268704
0.5705   1 0.0005268704
0.5708   1 0.0005268704
0.5709   1 0.0005268704
0.5711   1 0.0005268704
0.5714   2 0.0010537408
0.5723   1 0.0005268704
0.5727   1 0.0005268704
0.5728   1 0.0005268704
0.573    1 0.0005268704
0.5745   1 0.0005268704
0.5758   1 0.0005268704
0.5766   1 0.0005268704
0.5771   1 0.0005268704
0.5773   1 0.0005268704
0.5791   1 0.0005268704
0.5792   1 0.0005268704
0.5808   1 0.0005268704
0.5812   1 0.0005268704
0.5818   1 0.0005268704
0.5819   2 0.0010537408
0.5826   1 0.0005268704
0.5828   1 0.0005268704
0.583    2 0.0010537408
0.5834   1 0.0005268704
0.5848   2 0.0010537408
0.585    1 0.0005268704
0.5853   1 0.0005268704
0.5855   1 0.0005268704
0.5865   1 0.0005268704
0.5868   1 0.0005268704
0.5872   1 0.0005268704
0.5874   2 0.0010537408
0.5879   1 0.0005268704
0.5888   1 0.0005268704
0.5889   1 0.0005268704
0.5892   1 0.0005268704
0.5893   1 0.0005268704
0.5897   1 0.0005268704
0.5898   1 0.0005268704
0.5901   1 0.0005268704
0.5905   1 0.0005268704
0.5907   1 0.0005268704
0.5908   2 0.0010537408
0.5914   1 0.0005268704
0.5916   1 0.0005268704
0.5921   1 0.0005268704
0.5923   1 0.0005268704
0.5929   1 0.0005268704
0.593    1 0.0005268704
0.5933   1 0.0005268704
0.5935   1 0.0005268704
0.5938   1 0.0005268704
0.594    1 0.0005268704
0.5941   1 0.0005268704
0.5942   1 0.0005268704
0.5952   1 0.0005268704
0.5954   1 0.0005268704
0.5957   1 0.0005268704
0.5958   1 0.0005268704
0.5959   1 0.0005268704
0.596    1 0.0005268704
0.5972   1 0.0005268704
0.5975   2 0.0010537408
0.5984   1 0.0005268704
0.5995   1 0.0005268704
0.5998   1 0.0005268704
0.5999   1 0.0005268704
0.6      2 0.0010537408
0.6001   1 0.0005268704
0.601    1 0.0005268704
0.6016   1 0.0005268704
0.6018   1 0.0005268704
0.602    1 0.0005268704
0.6021   1 0.0005268704
0.6025   1 0.0005268704
0.6027   1 0.0005268704
0.603    1 0.0005268704
0.6034   1 0.0005268704
0.6039   1 0.0005268704
0.604    1 0.0005268704
0.6043   1 0.0005268704
0.6049   1 0.0005268704
0.6053   2 0.0010537408
0.6059   1 0.0005268704
0.6062   1 0.0005268704
0.6064   1 0.0005268704
0.6082   2 0.0010537408
0.6085   1 0.0005268704
0.609    1 0.0005268704
0.6096   1 0.0005268704
0.6098   1 0.0005268704
0.6101   1 0.0005268704
0.6103   1 0.0005268704
0.6105   1 0.0005268704
0.6106   1 0.0005268704
0.611    1 0.0005268704
0.6111   1 0.0005268704
0.6114   1 0.0005268704
0.6115   1 0.0005268704
0.6117   1 0.0005268704
0.6121   1 0.0005268704
0.6124   1 0.0005268704
0.6132   1 0.0005268704
0.6133   2 0.0010537408
0.6138   1 0.0005268704
0.614    2 0.0010537408
0.6145   1 0.0005268704
0.6156   1 0.0005268704
0.6157   1 0.0005268704
0.616    1 0.0005268704
0.6163   1 0.0005268704
0.6176   1 0.0005268704
0.6184   1 0.0005268704
0.6186   1 0.0005268704
0.619    2 0.0010537408
0.6192   1 0.0005268704
0.6193   1 0.0005268704
0.6202   2 0.0010537408
0.6204   1 0.0005268704
0.6209   1 0.0005268704
0.6211   1 0.0005268704
0.6212   1 0.0005268704
0.6217   1 0.0005268704
0.6221   1 0.0005268704
0.6223   1 0.0005268704
0.6225   1 0.0005268704
0.6231   1 0.0005268704
0.6233   1 0.0005268704
0.6234   1 0.0005268704
0.6247   1 0.0005268704
0.6255   1 0.0005268704
0.6258   1 0.0005268704
0.6261   1 0.0005268704
0.6272   1 0.0005268704
0.6274   2 0.0010537408
0.6277   1 0.0005268704
0.6278   1 0.0005268704
0.6279   2 0.0010537408
0.6284   1 0.0005268704
0.6286   1 0.0005268704
0.6292   1 0.0005268704
0.6294   1 0.0005268704
0.6295   1 0.0005268704
0.6297   1 0.0005268704
0.6299   2 0.0010537408
0.6301   1 0.0005268704
0.6303   1 0.0005268704
0.6304   1 0.0005268704
0.6307   1 0.0005268704
0.6308   1 0.0005268704
0.6314   1 0.0005268704
0.6318   1 0.0005268704
0.6321   1 0.0005268704
0.6322   1 0.0005268704
0.6326   1 0.0005268704
0.6333   1 0.0005268704
0.6334   1 0.0005268704
0.6335   1 0.0005268704
0.6338   1 0.0005268704
0.6342   1 0.0005268704
0.6344   1 0.0005268704
0.6353   1 0.0005268704
0.6354   1 0.0005268704
0.6355   1 0.0005268704
0.6356   2 0.0010537408
0.6357   1 0.0005268704
0.636    2 0.0010537408
0.6364   1 0.0005268704
0.6365   1 0.0005268704
0.637    1 0.0005268704
0.6373   1 0.0005268704
0.6381   1 0.0005268704
0.6382   2 0.0010537408
0.6383   1 0.0005268704
0.6387   1 0.0005268704
0.6388   1 0.0005268704
0.6391   1 0.0005268704
0.6394   1 0.0005268704
0.6395   2 0.0010537408
0.6396   1 0.0005268704
0.6401   1 0.0005268704
0.6408   1 0.0005268704
0.6413   2 0.0010537408
0.6419   1 0.0005268704
0.642    1 0.0005268704
0.6427   2 0.0010537408
0.6431   1 0.0005268704
0.6432   1 0.0005268704
0.6433   2 0.0010537408
0.6434   1 0.0005268704
0.6445   1 0.0005268704
0.6448   1 0.0005268704
0.6449   1 0.0005268704
0.645    1 0.0005268704
0.6452   1 0.0005268704
0.6454   1 0.0005268704
0.6456   1 0.0005268704
0.6457   1 0.0005268704
0.646    1 0.0005268704
0.6462   1 0.0005268704
0.6464   1 0.0005268704
0.6465   1 0.0005268704
0.647    1 0.0005268704
0.6471   2 0.0010537408
0.6473   1 0.0005268704
0.6474   1 0.0005268704
0.6479   1 0.0005268704
0.6482   1 0.0005268704
0.6487   1 0.0005268704
0.6489   2 0.0010537408
0.6492   1 0.0005268704
0.6498   1 0.0005268704
0.6501   2 0.0010537408
0.6503   1 0.0005268704
0.6509   1 0.0005268704
0.6511   1 0.0005268704
0.6521   1 0.0005268704
0.6522   1 0.0005268704
0.6523   2 0.0010537408
0.6525   1 0.0005268704
0.6531   1 0.0005268704
0.6533   1 0.0005268704
0.6536   1 0.0005268704
0.6539   1 0.0005268704
0.6546   1 0.0005268704
0.6547   1 0.0005268704
0.6548   1 0.0005268704
0.655    1 0.0005268704
0.6556   1 0.0005268704
0.6564   1 0.0005268704
0.6566   1 0.0005268704
0.657    1 0.0005268704
0.6574   2 0.0010537408
0.6576   1 0.0005268704
0.6578   1 0.0005268704
0.658    1 0.0005268704
0.6583   1 0.0005268704
0.6587   1 0.0005268704
0.6588   1 0.0005268704
0.6589   1 0.0005268704
0.6591   1 0.0005268704
0.6597   1 0.0005268704
0.6598   1 0.0005268704
0.6604   1 0.0005268704
0.6609   2 0.0010537408
0.6614   1 0.0005268704
0.6616   1 0.0005268704
0.6617   1 0.0005268704
0.6624   2 0.0010537408
0.6625   1 0.0005268704
0.6626   1 0.0005268704
0.6628   1 0.0005268704
0.663    1 0.0005268704
0.6636   1 0.0005268704
0.6639   1 0.0005268704
0.6641   1 0.0005268704
0.6649   1 0.0005268704
0.665    1 0.0005268704
0.6651   1 0.0005268704
0.6653   1 0.0005268704
0.6654   2 0.0010537408
0.6655   2 0.0010537408
0.6657   1 0.0005268704
0.6659   1 0.0005268704
0.6663   1 0.0005268704
0.6664   1 0.0005268704
0.6666   1 0.0005268704
0.6667   3 0.0015806112
0.6669   1 0.0005268704
0.6671   1 0.0005268704
0.6672   1 0.0005268704
0.6675   1 0.0005268704
0.6679   1 0.0005268704
0.6686   2 0.0010537408
0.6688   1 0.0005268704
0.6691   1 0.0005268704
0.6692   1 0.0005268704
0.6699   1 0.0005268704
0.6701   1 0.0005268704
0.671    2 0.0010537408
0.6711   1 0.0005268704
0.6714   1 0.0005268704
0.6715   1 0.0005268704
0.6716   1 0.0005268704
0.6718   1 0.0005268704
0.6719   2 0.0010537408
0.672    2 0.0010537408
0.6722   2 0.0010537408
0.6726   1 0.0005268704
0.6731   1 0.0005268704
0.6734   1 0.0005268704
0.6735   1 0.0005268704
0.6736   1 0.0005268704
0.6743   1 0.0005268704
0.6744   1 0.0005268704
0.6746   2 0.0010537408
0.6748   1 0.0005268704
0.6751   2 0.0010537408
0.6754   1 0.0005268704
0.6755   1 0.0005268704
0.6756   1 0.0005268704
0.6763   1 0.0005268704
0.6765   1 0.0005268704
0.6766   1 0.0005268704
0.6767   1 0.0005268704
0.6769   1 0.0005268704
0.6771   1 0.0005268704
0.6772   2 0.0010537408
0.6774   1 0.0005268704
