SAT Frequency 
[1] 1262
    SAT        SATF
0.6775   1 0.0005268704
0.6785   1 0.0005268704
0.6786   1 0.0005268704
0.6787   1 0.0005268704
0.6788   1 0.0005268704
0.6792   1 0.0005268704
0.6793   1 0.0005268704
0.6794   1 0.0005268704
0.6802   1 0.0005268704
0.681    1 0.0005268704
0.6811   1 0.0005268704
0.6812   1 0.0005268704
0.6819   1 0.0005268704
0.6821   1 0.0005268704
0.6823   1 0.0005268704
0.6829   1 0.0005268704
0.6831   1 0.0005268704
0.6845   1 0.0005268704
0.685    1 0.0005268704
0.6857   1 0.0005268704
0.6864   2 0.0010537408
0.6865   2 0.0010537408
0.6872   1 0.0005268704
0.6874   1 0.0005268704
0.688    1 0.0005268704
0.6883   1 0.0005268704
0.6884   1 0.0005268704
0.6886   1 0.0005268704
0.6888   2 0.0010537408
0.6889   1 0.0005268704
0.689    1 0.0005268704
0.6896   2 0.0010537408
0.6897   1 0.0005268704
0.6907   1 0.0005268704
0.6909   2 0.0010537408
0.6914   1 0.0005268704
0.6915   2 0.0010537408
0.6918   2 0.0010537408
0.6921   1 0.0005268704
0.6923   2 0.0010537408
0.6927   1 0.0005268704
0.6928   1 0.0005268704
0.693    2 0.0010537408
0.6933   1 0.0005268704
0.6937   2 0.0010537408
0.6939   1 0.0005268704
0.6941   2 0.0010537408
0.6942   1 0.0005268704
0.6945   1 0.0005268704
0.695    2 0.0010537408
0.6951   1 0.0005268704
0.6953   1 0.0005268704
0.6959   3 0.0015806112
0.6962   2 0.0010537408
0.6966   1 0.0005268704
0.6967   1 0.0005268704
0.6974   1 0.0005268704
0.6977   1 0.0005268704
0.698    1 0.0005268704
0.699    1 0.0005268704
0.6994   2 0.0010537408
0.6998   1 0.0005268704
0.7      1 0.0005268704
0.7005   1 0.0005268704
0.7011   1 0.0005268704
0.7013   1 0.0005268704
0.7016   1 0.0005268704
0.7018   2 0.0010537408
0.7021   1 0.0005268704
0.7031   1 0.0005268704
0.7034   1 0.0005268704
0.7035   1 0.0005268704
0.7037   1 0.0005268704
0.7039   1 0.0005268704
0.7041   1 0.0005268704
0.7042   1 0.0005268704
0.7045   1 0.0005268704
0.7049   1 0.0005268704
0.7052   1 0.0005268704
0.7055   3 0.0015806112
0.7056   2 0.0010537408
0.7058   1 0.0005268704
0.7063   2 0.0010537408
0.7065   1 0.0005268704
0.7066   1 0.0005268704
0.7075   1 0.0005268704
0.7076   1 0.0005268704
0.7077   1 0.0005268704
0.7078   1 0.0005268704
0.7079   1 0.0005268704
0.708    1 0.0005268704
0.7085   1 0.0005268704
0.7086   2 0.0010537408
0.709    1 0.0005268704
0.7095   1 0.0005268704
0.7096   1 0.0005268704
0.7098   1 0.0005268704
0.7103   1 0.0005268704
0.7108   1 0.0005268704
0.7111   1 0.0005268704
0.7115   1 0.0005268704
0.712    2 0.0010537408
0.7125   1 0.0005268704
0.7128   1 0.0005268704
0.7132   1 0.0005268704
0.7135   1 0.0005268704
0.714    1 0.0005268704
0.7142   2 0.0010537408
0.7143   1 0.0005268704
0.7146   2 0.0010537408
0.7147   1 0.0005268704
0.7148   1 0.0005268704
0.715    1 0.0005268704
0.7152   1 0.0005268704
0.7154   2 0.0010537408
0.7158   1 0.0005268704
0.716    2 0.0010537408
0.7163   1 0.0005268704
0.7164   1 0.0005268704
0.7165   1 0.0005268704
0.7166   1 0.0005268704
0.7169   2 0.0010537408
0.7171   1 0.0005268704
0.7176   1 0.0005268704
0.7179   1 0.0005268704
0.7182   1 0.0005268704
0.7184   1 0.0005268704
0.7185   1 0.0005268704
0.7189   1 0.0005268704
0.7194   1 0.0005268704
0.7195   1 0.0005268704
0.7196   2 0.0010537408
0.7198   1 0.0005268704
0.7199   1 0.0005268704
0.7202   1 0.0005268704
0.7204   1 0.0005268704
0.7205   1 0.0005268704
0.7206   1 0.0005268704
0.7207   1 0.0005268704
0.7209   1 0.0005268704
0.7213   1 0.0005268704
0.7214   1 0.0005268704
0.7215   1 0.0005268704
0.7221   1 0.0005268704
0.7223   1 0.0005268704
0.7224   1 0.0005268704
0.7226   1 0.0005268704
0.723    1 0.0005268704
0.724    1 0.0005268704
0.7241   2 0.0010537408
0.7243   1 0.0005268704
0.7246   2 0.0010537408
0.7249   1 0.0005268704
0.7253   1 0.0005268704
0.7254   1 0.0005268704
0.7261   1 0.0005268704
0.7265   1 0.0005268704
0.7266   1 0.0005268704
0.7267   1 0.0005268704
0.7269   1 0.0005268704
0.7273   1 0.0005268704
0.7276   1 0.0005268704
0.728    1 0.0005268704
0.7285   1 0.0005268704
0.729    2 0.0010537408
0.7293   1 0.0005268704
0.7297   1 0.0005268704
0.7301   2 0.0010537408
0.7302   1 0.0005268704
0.7305   2 0.0010537408
0.7314   1 0.0005268704
0.7315   1 0.0005268704
0.7317   1 0.0005268704
0.7324   1 0.0005268704
0.733    1 0.0005268704
0.7331   1 0.0005268704
0.7336   1 0.0005268704
0.7338   1 0.0005268704
0.734    1 0.0005268704
0.7342   1 0.0005268704
0.7343   1 0.0005268704
0.7346   1 0.0005268704
0.7349   1 0.0005268704
0.735    1 0.0005268704
0.7352   1 0.0005268704
0.7355   1 0.0005268704
0.7356   1 0.0005268704
0.7357   2 0.0010537408
0.736    1 0.0005268704
0.7364   1 0.0005268704
0.7367   1 0.0005268704
0.7373   1 0.0005268704
0.7374   1 0.0005268704
0.7376   1 0.0005268704
0.7381   1 0.0005268704
0.7382   1 0.0005268704
0.7384   1 0.0005268704
0.7387   1 0.0005268704
0.7388   1 0.0005268704
0.7389   1 0.0005268704
0.739    1 0.0005268704
0.7391   1 0.0005268704
0.7393   1 0.0005268704
0.7395   1 0.0005268704
0.7396   1 0.0005268704
0.7401   1 0.0005268704
0.7405   1 0.0005268704
0.7407   1 0.0005268704
0.7408   1 0.0005268704
0.7412   1 0.0005268704
0.7416   1 0.0005268704
0.7418   1 0.0005268704
0.7421   1 0.0005268704
0.7438   2 0.0010537408
0.7439   1 0.0005268704
0.744    1 0.0005268704
0.7443   1 0.0005268704
0.7444   1 0.0005268704
0.7446   1 0.0005268704
0.7447   2 0.0010537408
0.7449   3 0.0015806112
0.745    1 0.0005268704
0.7453   2 0.0010537408
0.7454   1 0.0005268704
0.7458   1 0.0005268704
0.746    2 0.0010537408
0.7462   1 0.0005268704
0.7463   1 0.0005268704
0.7464   1 0.0005268704
0.7465   1 0.0005268704
0.7479   1 0.0005268704
0.7486   1 0.0005268704
0.7487   1 0.0005268704
0.7489   1 0.0005268704
0.7492   1 0.0005268704
0.7495   1 0.0005268704
0.7498   1 0.0005268704
0.75     4 0.0021074816
0.7505   1 0.0005268704
0.7506   1 0.0005268704
0.751    1 0.0005268704
0.7519   1 0.0005268704
0.7526   1 0.0005268704
0.753    1 0.0005268704
0.7536   2 0.0010537408
0.754    1 0.0005268704
0.7549   1 0.0005268704
0.755    2 0.0010537408
0.7552   1 0.0005268704
0.7553   1 0.0005268704
0.7554   1 0.0005268704
0.7564   1 0.0005268704
0.757    1 0.0005268704
0.7574   1 0.0005268704
0.7576   1 0.0005268704
0.7578   3 0.0015806112
0.7582   1 0.0005268704
0.7584   1 0.0005268704
0.7593   1 0.0005268704
0.7597   1 0.0005268704
0.7598   1 0.0005268704
0.76     1 0.0005268704
0.7606   1 0.0005268704
0.7607   1 0.0005268704
0.7612   1 0.0005268704
0.7623   1 0.0005268704
0.7625   2 0.0010537408
0.7629   1 0.0005268704
0.763    1 0.0005268704
0.7632   1 0.0005268704
0.7633   1 0.0005268704
0.7643   1 0.0005268704
0.7644   1 0.0005268704
0.7647   1 0.0005268704
0.7664   1 0.0005268704
0.7665   1 0.0005268704
0.7673   2 0.0010537408
0.7675   1 0.0005268704
0.7676   1 0.0005268704
0.7677   1 0.0005268704
0.7679   1 0.0005268704
0.7682   1 0.0005268704
0.7687   1 0.0005268704
0.769    1 0.0005268704
0.7692   1 0.0005268704
0.7698   1 0.0005268704
0.7699   1 0.0005268704
0.7703   1 0.0005268704
0.7711   1 0.0005268704
0.7712   1 0.0005268704
0.7713   1 0.0005268704
0.7715   1 0.0005268704
0.7716   2 0.0010537408
0.7718   2 0.0010537408
0.7721   2 0.0010537408
0.7725   1 0.0005268704
0.7727   1 0.0005268704
0.7728   2 0.0010537408
0.7729   1 0.0005268704
0.7732   1 0.0005268704
0.7734   1 0.0005268704
0.7741   1 0.0005268704
0.7746   1 0.0005268704
0.7748   2 0.0010537408
0.775    1 0.0005268704
0.7751   1 0.0005268704
0.7755   1 0.0005268704
0.7759   3 0.0015806112
0.776    2 0.0010537408
0.7761   1 0.0005268704
0.7765   1 0.0005268704
0.7766   1 0.0005268704
0.777    1 0.0005268704
0.7771   1 0.0005268704
0.7772   2 0.0010537408
0.7778   1 0.0005268704
0.7781   2 0.0010537408
0.7782   2 0.0010537408
0.7785   2 0.0010537408
0.7787   1 0.0005268704
0.779    1 0.0005268704
0.7791   1 0.0005268704
0.7795   1 0.0005268704
0.78     1 0.0005268704
0.7805   1 0.0005268704
0.7812   1 0.0005268704
0.7814   1 0.0005268704
0.7817   2 0.0010537408
0.7819   2 0.0010537408
0.7821   1 0.0005268704
0.7822   1 0.0005268704
0.7823   1 0.0005268704
0.7824   1 0.0005268704
0.7828   1 0.0005268704
0.783    1 0.0005268704
0.7831   1 0.0005268704
0.7832   1 0.0005268704
0.7835   2 0.0010537408
0.7838   2 0.0010537408
0.7846   1 0.0005268704
0.785    1 0.0005268704
0.7851   2 0.0010537408
0.7852   1 0.0005268704
0.7857   1 0.0005268704
0.7865   2 0.0010537408
0.7867   1 0.0005268704
0.787    1 0.0005268704
0.7876   2 0.0010537408
0.7879   2 0.0010537408
0.7884   1 0.0005268704
0.7886   1 0.0005268704
0.7892   1 0.0005268704
0.7899   1 0.0005268704
0.79     1 0.0005268704
0.7901   1 0.0005268704
0.7902   1 0.0005268704
0.7903   1 0.0005268704
0.7904   1 0.0005268704
0.7907   1 0.0005268704
0.7908   1 0.0005268704
0.7917   1 0.0005268704
0.7929   1 0.0005268704
0.7931   1 0.0005268704
0.7938   1 0.0005268704
0.7943   1 0.0005268704
0.7946   1 0.0005268704
0.7949   1 0.0005268704
0.7952   1 0.0005268704
0.7958   1 0.0005268704
0.796    1 0.0005268704
0.7962   2 0.0010537408
0.7963   1 0.0005268704
0.7966   1 0.0005268704
0.7968   1 0.0005268704
0.7969   1 0.0005268704
0.7971   1 0.0005268704
0.7974   1 0.0005268704
0.798    1 0.0005268704
0.7983   1 0.0005268704
0.7992   1 0.0005268704
0.7993   1 0.0005268704
0.7998   1 0.0005268704
0.8      4 0.0021074816
0.8005   1 0.0005268704
0.8006   1 0.0005268704
0.8009   1 0.0005268704
0.801    1 0.0005268704
0.8012   1 0.0005268704
0.8014   1 0.0005268704
0.8017   1 0.0005268704
0.8018   1 0.0005268704
0.803    1 0.0005268704
0.8031   2 0.0010537408
0.8032   1 0.0005268704
0.8037   1 0.0005268704
0.8038   3 0.0015806112
0.8044   2 0.0010537408
0.8052   1 0.0005268704
0.8055   1 0.0005268704
0.8056   1 0.0005268704
0.8059   1 0.0005268704
0.8067   1 0.0005268704
0.8068   1 0.0005268704
0.8071   1 0.0005268704
0.8075   1 0.0005268704
0.8077   1 0.0005268704
0.8095   1 0.0005268704
0.8096   3 0.0015806112
0.8097   1 0.0005268704
0.8102   1 0.0005268704
0.8103   3 0.0015806112
0.8112   1 0.0005268704
0.8116   1 0.0005268704
0.8118   1 0.0005268704
0.8119   1 0.0005268704
0.8125   2 0.0010537408
0.8126   1 0.0005268704
0.8133   1 0.0005268704
0.8136   1 0.0005268704
0.8137   1 0.0005268704
0.814    2 0.0010537408
0.8141   2 0.0010537408
0.815    1 0.0005268704
0.8154   2 0.0010537408
0.8159   2 0.0010537408
0.8178   1 0.0005268704
0.8182   1 0.0005268704
0.8183   1 0.0005268704
0.8189   1 0.0005268704
0.8193   1 0.0005268704
0.8196   1 0.0005268704
0.8204   1 0.0005268704
0.8208   1 0.0005268704
0.8209   1 0.0005268704
0.8214   1 0.0005268704
0.8215   1 0.0005268704
0.823    1 0.0005268704
0.8232   1 0.0005268704
0.8243   1 0.0005268704
0.8246   1 0.0005268704
0.8247   1 0.0005268704
0.8256   2 0.0010537408
0.8261   1 0.0005268704
0.8267   2 0.0010537408
0.8277   1 0.0005268704
0.8282   1 0.0005268704
0.8287   2 0.0010537408
0.8288   1 0.0005268704
0.8292   1 0.0005268704
0.8293   1 0.0005268704
0.8302   1 0.0005268704
0.8315   2 0.0010537408
0.8319   1 0.0005268704
0.8324   1 0.0005268704
0.8331   1 0.0005268704
0.8333   4 0.0021074816
0.8334   1 0.0005268704
0.8344   2 0.0010537408
0.8347   1 0.0005268704
0.8359   1 0.0005268704
0.8366   1 0.0005268704
0.8376   2 0.0010537408
0.8378   2 0.0010537408
0.8381   1 0.0005268704
0.8382   1 0.0005268704
0.8387   1 0.0005268704
0.8391   1 0.0005268704
0.8394   1 0.0005268704
0.8395   1 0.0005268704
0.8397   1 0.0005268704
0.8398   2 0.0010537408
0.8406   1 0.0005268704
0.8428   1 0.0005268704
0.8434   1 0.0005268704
0.8435   2 0.0010537408
0.8436   1 0.0005268704
0.8437   1 0.0005268704
0.844    1 0.0005268704
0.8449   1 0.0005268704
0.8454   1 0.0005268704
0.8455   1 0.0005268704
0.8462   1 0.0005268704
0.8463   1 0.0005268704
0.8467   1 0.0005268704
0.8468   1 0.0005268704
0.847    1 0.0005268704
0.8479   1 0.0005268704
0.8481   1 0.0005268704
0.8491   1 0.0005268704
0.8492   1 0.0005268704
0.8503   1 0.0005268704
0.8505   1 0.0005268704
0.8508   1 0.0005268704
0.8528   1 0.0005268704
0.8539   2 0.0010537408
0.8545   1 0.0005268704
0.8561   2 0.0010537408
0.8568   1 0.0005268704
0.8571   2 0.0010537408
0.858    1 0.0005268704
0.8587   1 0.0005268704
0.8591   1 0.0005268704
0.8596   2 0.0010537408
0.8606   2 0.0010537408
0.861    2 0.0010537408
0.8615   1 0.0005268704
0.8618   1 0.0005268704
0.8619   1 0.0005268704
0.8622   2 0.0010537408
0.8632   1 0.0005268704
0.8636   1 0.0005268704
0.8638   1 0.0005268704
0.8641   1 0.0005268704
0.8645   1 0.0005268704
0.8652   1 0.0005268704
0.8667   2 0.0010537408
0.8668   1 0.0005268704
0.8669   1 0.0005268704
0.8676   1 0.0005268704
0.8682   1 0.0005268704
0.8685   1 0.0005268704
0.869    1 0.0005268704
0.8693   1 0.0005268704
0.8695   1 0.0005268704
0.8696   1 0.0005268704
0.87     1 0.0005268704
0.8706   1 0.0005268704
0.8731   2 0.0010537408
0.8738   1 0.0005268704
0.8742   2 0.0010537408
0.8748   1 0.0005268704
0.8755   1 0.0005268704
0.8757   1 0.0005268704
0.8763   1 0.0005268704
0.8767   1 0.0005268704
0.8775   1 0.0005268704
0.8782   1 0.0005268704
0.8796   1 0.0005268704
0.8799   1 0.0005268704
0.8805   1 0.0005268704
0.8816   1 0.0005268704
0.8817   1 0.0005268704
0.883    1 0.0005268704
0.8836   1 0.0005268704
0.8839   1 0.0005268704
0.8853   1 0.0005268704
0.8855   1 0.0005268704
0.8862   1 0.0005268704
0.8866   1 0.0005268704
0.8874   1 0.0005268704
0.8889   2 0.0010537408
0.8892   1 0.0005268704
0.8894   1 0.0005268704
0.8903   1 0.0005268704
0.8916   1 0.0005268704
0.8925   1 0.0005268704
0.8928   1 0.0005268704
0.8931   1 0.0005268704
0.8953   1 0.0005268704
0.8955   1 0.0005268704
0.8958   1 0.0005268704
0.8962   1 0.0005268704
0.8966   1 0.0005268704
0.8971   1 0.0005268704
0.898    1 0.0005268704
0.8982   1 0.0005268704
0.8987   1 0.0005268704
0.8995   1 0.0005268704
0.9      3 0.0015806112
0.9007   1 0.0005268704
0.9013   1 0.0005268704
0.9038   1 0.0005268704
0.905    1 0.0005268704
0.9053   1 0.0005268704
0.9063   1 0.0005268704
0.907    1 0.0005268704
0.9073   1 0.0005268704
0.9086   1 0.0005268704
0.9089   1 0.0005268704
0.9091   1 0.0005268704
0.9095   1 0.0005268704
0.9097   2 0.0010537408
0.9105   1 0.0005268704
0.9107   1 0.0005268704
0.9111   1 0.0005268704
0.9122   1 0.0005268704
0.9123   1 0.0005268704
0.9126   1 0.0005268704
0.9133   2 0.0010537408
0.9141   1 0.0005268704
0.9143   1 0.0005268704
0.9164   1 0.0005268704
0.9167   1 0.0005268704
0.9182   1 0.0005268704
0.9188   1 0.0005268704
0.9192   1 0.0005268704
0.9199   1 0.0005268704
0.9201   1 0.0005268704
0.9212   1 0.0005268704
0.9213   1 0.0005268704
0.9228   2 0.0010537408
0.923    1 0.0005268704
0.9251   1 0.0005268704
0.9261   1 0.0005268704
0.9262   1 0.0005268704
0.9273   1 0.0005268704
0.9277   1 0.0005268704
0.9278   2 0.0010537408
0.9286   2 0.0010537408
0.9292   2 0.0010537408
0.93     1 0.0005268704
0.9304   2 0.0010537408
0.9318   1 0.0005268704
0.9325   1 0.0005268704
0.9331   1 0.0005268704
0.9333   1 0.0005268704
0.9334   1 0.0005268704
0.9355   1 0.0005268704
0.936    1 0.0005268704
0.9362   1 0.0005268704
0.9372   2 0.0010537408
0.9373   1 0.0005268704
0.9375   2 0.0010537408
0.9378   1 0.0005268704
0.9394   1 0.0005268704
0.9408   1 0.0005268704
0.9409   1 0.0005268704
0.9417   1 0.0005268704
0.9433   2 0.0010537408
0.9434   1 0.0005268704
0.9435   3 0.0015806112
0.9442   1 0.0005268704
0.9443   1 0.0005268704
0.9451   1 0.0005268704
0.9456   1 0.0005268704
0.946    1 0.0005268704
0.9466   1 0.0005268704
0.9478   1 0.0005268704
0.9483   1 0.0005268704
0.9484   1 0.0005268704
0.9485   1 0.0005268704
0.9498   1 0.0005268704
0.9503   1 0.0005268704
0.9509   1 0.0005268704
0.9518   1 0.0005268704
0.953    1 0.0005268704
0.9535   1 0.0005268704
0.9552   1 0.0005268704
0.9581   1 0.0005268704
0.959    1 0.0005268704
0.9602   1 0.0005268704
0.9615   1 0.0005268704
0.9632   1 0.0005268704
0.9634   1 0.0005268704
0.9641   1 0.0005268704
0.9646   1 0.0005268704
0.9654   1 0.0005268704
0.9667   1 0.0005268704
0.967    1 0.0005268704
0.9677   2 0.0010537408
0.9682   1 0.0005268704
0.9692   1 0.0005268704
0.9697   1 0.0005268704
0.9706   1 0.0005268704
0.9722   1 0.0005268704
0.9729   1 0.0005268704
0.9734   1 0.0005268704
0.9756   1 0.0005268704
0.9769   1 0.0005268704
0.9775   1 0.0005268704
0.9792   1 0.0005268704
0.9808   1 0.0005268704
0.982    1 0.0005268704
0.9831   1 0.0005268704
0.9834   1 0.0005268704
0.9838   1 0.0005268704
0.9843   1 0.0005268704
0.9854   1 0.0005268704
0.9859   1 0.0005268704
0.9867   1 0.0005268704
0.9885   1 0.0005268704
0.9889   1 0.0005268704
0.9901   1 0.0005268704
0.9909   1 0.0005268704
0.9945   1 0.0005268704
0.9949   1 0.0005268704
0.9951   3 0.0015806112
0.9967   1 0.0005268704
0.9973   1 0.0005268704
0.9979   1 0.0005268704
0.9986   1 0.0005268704
1       65 0.0342465753
COMP_ORIG_YR4_RT Frequency 
[1] 2587
             COMP        COMPF
0.0223529412    1 0.0003865481
0.0243111831    1 0.0003865481
0.0308370044    1 0.0003865481
0.0324543611    1 0.0003865481
0.0409276944    2 0.0007730963
0.0421511628    1 0.0003865481
0.0423553719    1 0.0003865481
0.0465753425    1 0.0003865481
0.0467889908    1 0.0003865481
0.046997389     1 0.0003865481
0.0472440945    1 0.0003865481
0.0474852487    1 0.0003865481
0.0492914356    1 0.0003865481
0.0496562261    1 0.0003865481
0.0531609195    1 0.0003865481
0.0543478261    1 0.0003865481
0.0569948187    1 0.0003865481
0.06            1 0.0003865481
0.0608572105   13 0.0050251256
0.0610837438    1 0.0003865481
0.0622009569    1 0.0003865481
0.0632911392    1 0.0003865481
0.064516129     1 0.0003865481
0.0648464164    1 0.0003865481
0.0656370656    1 0.0003865481
0.0656836461    1 0.0003865481
0.0660792952    1 0.0003865481
0.0673469388    2 0.0007730963
0.0692520776    1 0.0003865481
0.0698924731    1 0.0003865481
0.0740343348    1 0.0003865481
0.0747713825    1 0.0003865481
0.0753880266    1 0.0003865481
0.0762852405    1 0.0003865481
0.0763888889    1 0.0003865481
0.0768621236    1 0.0003865481
0.0790190736    1 0.0003865481
0.0795454545    1 0.0003865481
0.0799672489    1 0.0003865481
0.0803921569    1 0.0003865481
0.0807453416    1 0.0003865481
0.0811251529    1 0.0003865481
0.0815686275    1 0.0003865481
0.0826196474    1 0.0003865481
0.0827067669    1 0.0003865481
0.0852819807    1 0.0003865481
0.0858433735    1 0.0003865481
0.0859060403    1 0.0003865481
0.0859561537    1 0.0003865481
0.0872274143    1 0.0003865481
0.0888888889    1 0.0003865481
0.0903614458    1 0.0003865481
0.0905707196    1 0.0003865481
0.0906921241    1 0.0003865481
0.0908346972    1 0.0003865481
0.0915492958    1 0.0003865481
0.0920502092    1 0.0003865481
0.0930232558    1 0.0003865481
0.0930930931    2 0.0007730963
0.0931315483    1 0.0003865481
0.0931414056    1 0.0003865481
0.094488189     1 0.0003865481
0.0948866829   22 0.0085040588
0.0953375087    4 0.0015461925
0.0971025842    1 0.0003865481
0.0972222222    1 0.0003865481
0.0972652447    1 0.0003865481
0.097359736     1 0.0003865481
0.0982142857    1 0.0003865481
0.0984848485    1 0.0003865481
0.0985074627    1 0.0003865481
0.098630137     1 0.0003865481
0.0994180407    1 0.0003865481
0.0995780591    3 0.0011596444
0.1001540832    1 0.0003865481
0.101010101     1 0.0003865481
0.1014198783    1 0.0003865481
0.1014584654    1 0.0003865481
0.1015981735    1 0.0003865481
0.1062335382    1 0.0003865481
0.1066098081    1 0.0003865481
0.1074074074    1 0.0003865481
0.1075268817    1 0.0003865481
0.1078963231    1 0.0003865481
0.1084489281    2 0.0007730963
0.1085790885    1 0.0003865481
0.1088295688    1 0.0003865481
0.109236609     1 0.0003865481
0.1094257855    2 0.0007730963
0.1096938776    1 0.0003865481
0.1097560976    1 0.0003865481
0.1103388358    1 0.0003865481
0.1109601449    1 0.0003865481
0.1116838488    1 0.0003865481
0.1140350877    1 0.0003865481
0.1142857143    1 0.0003865481
0.1162107582    1 0.0003865481
0.1176948052    1 0.0003865481
0.1177730193    1 0.0003865481
0.1178509532    1 0.0003865481
0.1191652938    1 0.0003865481
0.1196363636    1 0.0003865481
0.1209800919    1 0.0003865481
0.1219081272    1 0.0003865481
0.1242236025    1 0.0003865481
0.1246612466    1 0.0003865481
0.125           2 0.0007730963
0.1265060241    1 0.0003865481
0.1265206813    1 0.0003865481
0.1268011527    1 0.0003865481
0.1284916201    1 0.0003865481
0.128957529     1 0.0003865481
0.1290322581    1 0.0003865481
0.1293345829    1 0.0003865481
0.1293396869    1 0.0003865481
0.1294117647    1 0.0003865481
0.1294416244    1 0.0003865481
0.1310043668    1 0.0003865481
0.1314935065    1 0.0003865481
0.1315789474    1 0.0003865481
0.1319587629    1 0.0003865481
0.1319648094    1 0.0003865481
0.132474701     1 0.0003865481
0.1326530612    1 0.0003865481
0.1336223886    1 0.0003865481
0.1337209302    1 0.0003865481
0.1337278107    1 0.0003865481
0.1347677546   11 0.0042520294
0.1365678347    1 0.0003865481
0.1373307544    1 0.0003865481
0.1374570447    1 0.0003865481
0.1376221498    1 0.0003865481
0.14            1 0.0003865481
0.1404494382    1 0.0003865481
0.141025641     1 0.0003865481
0.1410788382    1 0.0003865481
0.1415830546    1 0.0003865481
0.1417322835    2 0.0007730963
0.1421239637   15 0.0057982219
0.1437908497    1 0.0003865481
0.144193297     1 0.0003865481
0.1461988304    1 0.0003865481
0.14693172      1 0.0003865481
0.1470588235    1 0.0003865481
0.1476190476    1 0.0003865481
0.147751606     1 0.0003865481
0.1487179487    1 0.0003865481
0.1493624772    1 0.0003865481
0.1493855607    1 0.0003865481
0.15            2 0.0007730963
0.1500664011    1 0.0003865481
0.1506976744    1 0.0003865481
0.1507537688    1 0.0003865481
0.1511137869    1 0.0003865481
0.1513157895    1 0.0003865481
0.1519434629    1 0.0003865481
0.1528804815    5 0.0019327406
0.1549295775    1 0.0003865481
0.1550387597    1 0.0003865481
0.155416903     3 0.0011596444
0.1562799616    1 0.0003865481
0.1563786008    1 0.0003865481
0.1567839196    1 0.0003865481
0.1572052402    1 0.0003865481
0.1588013214    1 0.0003865481
0.1588525601    1 0.0003865481
0.158974359     1 0.0003865481
0.1592592593    1 0.0003865481
0.1594405594    1 0.0003865481
0.1611570248   11 0.0042520294
0.1622321639    1 0.0003865481
0.1622641509    1 0.0003865481
0.1639344262    1 0.0003865481
0.1641791045    1 0.0003865481
0.1642547033    1 0.0003865481
0.1642857143    1 0.0003865481
0.1646419437   84 0.0324700425
0.1659701493    1 0.0003865481
0.1664766249    1 0.0003865481
0.1666666667    2 0.0007730963
0.1670235546    1 0.0003865481
0.1675126904    1 0.0003865481
0.1682692308    8 0.0030923850
0.1683288738    1 0.0003865481
0.1691542289    1 0.0003865481
0.16930639      1 0.0003865481
0.1695402299    1 0.0003865481
0.1702838063    1 0.0003865481
0.1706666667    1 0.0003865481
0.1712538226    1 0.0003865481
0.1733919297    1 0.0003865481
0.1738461538    1 0.0003865481
0.1740331492    1 0.0003865481
0.1744966443    1 0.0003865481
0.1755458515    1 0.0003865481
0.175663312     1 0.0003865481
0.1769911504    1 0.0003865481
0.1789772727    1 0.0003865481
0.1791044776    1 0.0003865481
0.1792168675    1 0.0003865481
0.1796246649    1 0.0003865481
0.1808619805    1 0.0003865481
0.1811594203    1 0.0003865481
0.1812308739    1 0.0003865481
0.1813125695    1 0.0003865481
0.1834532374    1 0.0003865481
0.1841432225    1 0.0003865481
0.1843878149    8 0.0030923850
0.1843971631    1 0.0003865481
0.1846814603    1 0.0003865481
0.1848906561    3 0.0011596444
0.1849726776    1 0.0003865481
0.1851851852    1 0.0003865481
0.1853546911    1 0.0003865481
0.1856435644    1 0.0003865481
0.1869918699    1 0.0003865481
0.1871476888    1 0.0003865481
0.1878612717    1 0.0003865481
0.1882352941    1 0.0003865481
0.1889576392    1 0.0003865481
0.1890547264    1 0.0003865481
0.1893644617    1 0.0003865481
0.1898628999    1 0.0003865481
0.1904761905    1 0.0003865481
0.1918767507    1 0.0003865481
0.1919361613    1 0.0003865481
0.1920236337    1 0.0003865481
0.1925601751    1 0.0003865481
0.1929824561    1 0.0003865481
0.1948650428    1 0.0003865481
0.195951417     1 0.0003865481
0.1961736571    2 0.0007730963
0.1969898553    9 0.0034789331
0.1982705374    8 0.0030923850
0.1987951807    1 0.0003865481
0.1988672121    2 0.0007730963
0.1992009132    1 0.0003865481
0.199318569     1 0.0003865481
0.1993243243    1 0.0003865481
0.2004494382    1 0.0003865481
0.2018779343    1 0.0003865481
0.2019748654    1 0.0003865481
0.2021447721    4 0.0015461925
0.2023575639    1 0.0003865481
0.2031776601    1 0.0003865481
0.2033898305    2 0.0007730963
0.2038505096    1 0.0003865481
0.2050400916    1 0.0003865481
0.2060301508    1 0.0003865481
0.206185567     1 0.0003865481
0.2062780269    1 0.0003865481
0.2073333333    1 0.0003865481
0.2074966533    1 0.0003865481
0.2086049544    1 0.0003865481
0.209486166     1 0.0003865481
0.2096365173    1 0.0003865481
0.2100840336    1 0.0003865481
0.2111111111    1 0.0003865481
0.211631664     1 0.0003865481
0.2126865672    1 0.0003865481
0.2128504093    3 0.0011596444
0.2129963899    1 0.0003865481
0.2130177515    1 0.0003865481
0.2134433962    1 0.0003865481
0.2139588101    1 0.0003865481
0.2142857143    1 0.0003865481
0.2146257032    1 0.0003865481
0.2147395172    1 0.0003865481
0.2152777778    1 0.0003865481
0.2162270989    1 0.0003865481
0.2164179104    1 0.0003865481
0.2166666667    2 0.0007730963
