SAT Frequency 
[1] 1286
    SAT        SATF
0.6914   1 0.0005149331
0.6916   1 0.0005149331
0.6918   1 0.0005149331
0.6922   1 0.0005149331
0.6923   1 0.0005149331
0.6928   2 0.0010298661
0.6929   1 0.0005149331
0.6934   1 0.0005149331
0.6935   2 0.0010298661
0.694    2 0.0010298661
0.6942   1 0.0005149331
0.6943   1 0.0005149331
0.6944   1 0.0005149331
0.6947   1 0.0005149331
0.6949   1 0.0005149331
0.695    1 0.0005149331
0.6953   1 0.0005149331
0.6959   1 0.0005149331
0.696    1 0.0005149331
0.6961   1 0.0005149331
0.6964   1 0.0005149331
0.6965   1 0.0005149331
0.6968   4 0.0020597322
0.6974   1 0.0005149331
0.6975   1 0.0005149331
0.6978   1 0.0005149331
0.698    1 0.0005149331
0.6983   2 0.0010298661
0.6984   1 0.0005149331
0.6985   1 0.0005149331
0.6992   1 0.0005149331
0.6994   1 0.0005149331
0.6995   1 0.0005149331
0.6998   2 0.0010298661
0.6999   1 0.0005149331
0.7002   2 0.0010298661
0.7005   1 0.0005149331
0.701    1 0.0005149331
0.7011   1 0.0005149331
0.7016   1 0.0005149331
0.702    1 0.0005149331
0.7021   1 0.0005149331
0.7029   1 0.0005149331
0.7033   1 0.0005149331
0.7037   1 0.0005149331
0.7038   2 0.0010298661
0.7041   1 0.0005149331
0.7042   1 0.0005149331
0.7046   1 0.0005149331
0.705    1 0.0005149331
0.7056   2 0.0010298661
0.706    1 0.0005149331
0.7069   2 0.0010298661
0.7071   1 0.0005149331
0.7073   1 0.0005149331
0.7078   1 0.0005149331
0.7079   2 0.0010298661
0.7081   2 0.0010298661
0.7083   1 0.0005149331
0.709    1 0.0005149331
0.7094   2 0.0010298661
0.7097   1 0.0005149331
0.7099   1 0.0005149331
0.7106   2 0.0010298661
0.7109   1 0.0005149331
0.711    1 0.0005149331
0.7111   1 0.0005149331
0.7113   1 0.0005149331
0.7116   2 0.0010298661
0.712    2 0.0010298661
0.7122   1 0.0005149331
0.7127   2 0.0010298661
0.7129   1 0.0005149331
0.7134   1 0.0005149331
0.7139   2 0.0010298661
0.7143   2 0.0010298661
0.7147   2 0.0010298661
0.7156   1 0.0005149331
0.7157   2 0.0010298661
0.7166   1 0.0005149331
0.7175   2 0.0010298661
0.7186   2 0.0010298661
0.719    1 0.0005149331
0.7191   1 0.0005149331
0.7192   1 0.0005149331
0.7203   1 0.0005149331
0.7213   1 0.0005149331
0.7214   2 0.0010298661
0.7215   2 0.0010298661
0.7217   1 0.0005149331
0.722    1 0.0005149331
0.7223   1 0.0005149331
0.7224   1 0.0005149331
0.7225   1 0.0005149331
0.7227   1 0.0005149331
0.7229   1 0.0005149331
0.7232   1 0.0005149331
0.7233   1 0.0005149331
0.7234   1 0.0005149331
0.7235   1 0.0005149331
0.7238   1 0.0005149331
0.7241   1 0.0005149331
0.7245   1 0.0005149331
0.7249   1 0.0005149331
0.7253   1 0.0005149331
0.7255   1 0.0005149331
0.7262   1 0.0005149331
0.7264   1 0.0005149331
0.7265   1 0.0005149331
0.7266   2 0.0010298661
0.7271   2 0.0010298661
0.7274   1 0.0005149331
0.7276   1 0.0005149331
0.728    1 0.0005149331
0.7289   1 0.0005149331
0.729    1 0.0005149331
0.7291   1 0.0005149331
0.7296   1 0.0005149331
0.7298   1 0.0005149331
0.7301   1 0.0005149331
0.7302   1 0.0005149331
0.731    1 0.0005149331
0.7319   1 0.0005149331
0.7321   1 0.0005149331
0.7323   1 0.0005149331
0.7325   1 0.0005149331
0.7326   1 0.0005149331
0.7329   1 0.0005149331
0.7333   1 0.0005149331
0.7334   2 0.0010298661
0.7337   1 0.0005149331
0.734    1 0.0005149331
0.7342   1 0.0005149331
0.7345   1 0.0005149331
0.7348   2 0.0010298661
0.7351   1 0.0005149331
0.7353   2 0.0010298661
0.7355   2 0.0010298661
0.7357   2 0.0010298661
0.7361   3 0.0015447992
0.7365   1 0.0005149331
0.7368   1 0.0005149331
0.7369   1 0.0005149331
0.737    1 0.0005149331
0.7379   1 0.0005149331
0.7381   1 0.0005149331
0.7387   1 0.0005149331
0.7388   2 0.0010298661
0.739    1 0.0005149331
0.7394   1 0.0005149331
0.7395   2 0.0010298661
0.7397   1 0.0005149331
0.7398   1 0.0005149331
0.7399   1 0.0005149331
0.7403   1 0.0005149331
0.7405   1 0.0005149331
0.7407   1 0.0005149331
0.7408   1 0.0005149331
0.741    1 0.0005149331
0.7424   1 0.0005149331
0.7431   1 0.0005149331
0.7436   1 0.0005149331
0.7439   1 0.0005149331
0.7441   2 0.0010298661
0.7442   1 0.0005149331
0.7444   1 0.0005149331
0.7449   1 0.0005149331
0.7451   1 0.0005149331
0.7456   1 0.0005149331
0.7457   1 0.0005149331
0.7458   1 0.0005149331
0.7461   1 0.0005149331
0.7462   2 0.0010298661
0.7465   1 0.0005149331
0.7466   1 0.0005149331
0.7468   1 0.0005149331
0.7471   2 0.0010298661
0.7474   1 0.0005149331
0.7478   1 0.0005149331
0.748    1 0.0005149331
0.7486   1 0.0005149331
0.7492   2 0.0010298661
0.7493   1 0.0005149331
0.7498   1 0.0005149331
0.75     2 0.0010298661
0.7504   1 0.0005149331
0.7514   1 0.0005149331
0.7525   1 0.0005149331
0.7526   1 0.0005149331
0.7534   1 0.0005149331
0.7538   1 0.0005149331
0.7542   1 0.0005149331
0.7545   1 0.0005149331
0.7546   1 0.0005149331
0.7549   1 0.0005149331
0.7551   1 0.0005149331
0.7553   1 0.0005149331
0.7555   1 0.0005149331
0.7559   1 0.0005149331
0.756    1 0.0005149331
0.7561   1 0.0005149331
0.7562   1 0.0005149331
0.7563   2 0.0010298661
0.7565   1 0.0005149331
0.757    1 0.0005149331
0.7579   1 0.0005149331
0.7584   1 0.0005149331
0.7585   1 0.0005149331
0.7586   1 0.0005149331
0.7589   2 0.0010298661
0.7596   1 0.0005149331
0.7597   1 0.0005149331
0.76     3 0.0015447992
0.7601   1 0.0005149331
0.7603   2 0.0010298661
0.7607   1 0.0005149331
0.7609   2 0.0010298661
0.7613   1 0.0005149331
0.7618   1 0.0005149331
0.762    1 0.0005149331
0.7623   1 0.0005149331
0.763    1 0.0005149331
0.7632   1 0.0005149331
0.7634   1 0.0005149331
0.7636   1 0.0005149331
0.7637   1 0.0005149331
0.7639   1 0.0005149331
0.7641   1 0.0005149331
0.7645   1 0.0005149331
0.7646   1 0.0005149331
0.7647   1 0.0005149331
0.7648   1 0.0005149331
0.7649   1 0.0005149331
0.7654   2 0.0010298661
0.766    1 0.0005149331
0.7662   1 0.0005149331
0.7663   1 0.0005149331
0.7665   1 0.0005149331
0.7666   1 0.0005149331
0.767    1 0.0005149331
0.7673   2 0.0010298661
0.7674   1 0.0005149331
0.7683   2 0.0010298661
0.7689   1 0.0005149331
0.7698   1 0.0005149331
0.7699   1 0.0005149331
0.7701   1 0.0005149331
0.7702   1 0.0005149331
0.7705   1 0.0005149331
0.7713   1 0.0005149331
0.7716   1 0.0005149331
0.772    1 0.0005149331
0.7723   2 0.0010298661
0.7727   1 0.0005149331
0.7728   1 0.0005149331
0.7741   1 0.0005149331
0.7742   1 0.0005149331
0.7748   1 0.0005149331
0.7751   1 0.0005149331
0.7753   1 0.0005149331
0.7754   2 0.0010298661
0.7755   1 0.0005149331
0.7756   1 0.0005149331
0.7758   1 0.0005149331
0.7761   1 0.0005149331
0.7763   1 0.0005149331
0.7765   1 0.0005149331
0.7766   3 0.0015447992
0.7767   1 0.0005149331
0.7769   1 0.0005149331
0.777    1 0.0005149331
0.7771   1 0.0005149331
0.7772   1 0.0005149331
0.7776   1 0.0005149331
0.7791   1 0.0005149331
0.7792   1 0.0005149331
0.7794   1 0.0005149331
0.7798   1 0.0005149331
0.7799   1 0.0005149331
0.78     1 0.0005149331
0.7814   1 0.0005149331
0.7816   1 0.0005149331
0.7817   1 0.0005149331
0.7818   1 0.0005149331
0.782    1 0.0005149331
0.7821   1 0.0005149331
0.7825   2 0.0010298661
0.7829   1 0.0005149331
0.783    2 0.0010298661
0.7836   1 0.0005149331
0.7838   1 0.0005149331
0.7842   1 0.0005149331
0.7843   1 0.0005149331
0.7844   2 0.0010298661
0.7847   2 0.0010298661
0.7848   1 0.0005149331
0.785    2 0.0010298661
0.7852   1 0.0005149331
0.7854   1 0.0005149331
0.7859   1 0.0005149331
0.786    1 0.0005149331
0.7864   1 0.0005149331
0.7883   1 0.0005149331
0.7884   1 0.0005149331
0.7889   1 0.0005149331
0.7892   1 0.0005149331
0.7896   1 0.0005149331
0.7897   1 0.0005149331
0.7899   1 0.0005149331
0.79     1 0.0005149331
0.7901   2 0.0010298661
0.7906   1 0.0005149331
0.7907   1 0.0005149331
0.7913   3 0.0015447992
0.7914   2 0.0010298661
0.7917   1 0.0005149331
0.7918   1 0.0005149331
0.7927   1 0.0005149331
0.7929   2 0.0010298661
0.7944   1 0.0005149331
0.7949   2 0.0010298661
0.795    1 0.0005149331
0.7952   1 0.0005149331
0.7954   1 0.0005149331
0.7956   1 0.0005149331
0.7962   2 0.0010298661
0.7965   1 0.0005149331
0.7985   1 0.0005149331
0.7986   1 0.0005149331
0.7988   1 0.0005149331
0.7992   1 0.0005149331
0.7994   2 0.0010298661
0.7995   2 0.0010298661
0.7996   1 0.0005149331
0.7997   1 0.0005149331
0.8      2 0.0010298661
0.8002   1 0.0005149331
0.8003   2 0.0010298661
0.8006   1 0.0005149331
0.8009   1 0.0005149331
0.8012   2 0.0010298661
0.8013   1 0.0005149331
0.8017   1 0.0005149331
0.8025   1 0.0005149331
0.8032   1 0.0005149331
0.8035   1 0.0005149331
0.8047   1 0.0005149331
0.8053   1 0.0005149331
0.8054   2 0.0010298661
0.8057   1 0.0005149331
0.8058   1 0.0005149331
0.8061   1 0.0005149331
0.8063   1 0.0005149331
0.8064   1 0.0005149331
0.8066   1 0.0005149331
0.8078   1 0.0005149331
0.8085   1 0.0005149331
0.8087   1 0.0005149331
0.8089   1 0.0005149331
0.8095   1 0.0005149331
0.81     2 0.0010298661
0.8108   1 0.0005149331
0.811    1 0.0005149331
0.8111   1 0.0005149331
0.8113   1 0.0005149331
0.8115   2 0.0010298661
0.812    1 0.0005149331
0.8131   1 0.0005149331
0.8132   1 0.0005149331
0.8133   1 0.0005149331
0.8135   1 0.0005149331
0.8137   1 0.0005149331
0.8146   2 0.0010298661
0.8147   1 0.0005149331
0.8148   1 0.0005149331
0.8155   2 0.0010298661
0.8162   2 0.0010298661
0.8163   1 0.0005149331
0.8169   1 0.0005149331
0.8173   1 0.0005149331
0.8174   1 0.0005149331
0.8178   2 0.0010298661
0.8179   1 0.0005149331
0.8182   1 0.0005149331
0.8187   1 0.0005149331
0.8188   1 0.0005149331
0.8196   1 0.0005149331
0.8198   1 0.0005149331
0.8204   1 0.0005149331
0.8207   2 0.0010298661
0.8214   2 0.0010298661
0.8215   1 0.0005149331
0.8216   1 0.0005149331
0.8217   1 0.0005149331
0.8218   1 0.0005149331
0.8219   1 0.0005149331
0.822    1 0.0005149331
0.8222   3 0.0015447992
0.8224   1 0.0005149331
0.8225   1 0.0005149331
0.8228   1 0.0005149331
0.823    1 0.0005149331
0.8232   1 0.0005149331
0.8233   1 0.0005149331
0.8234   3 0.0015447992
0.8235   1 0.0005149331
0.8245   1 0.0005149331
0.8251   1 0.0005149331
0.8256   1 0.0005149331
0.8258   1 0.0005149331
0.8263   1 0.0005149331
0.8267   1 0.0005149331
0.8274   2 0.0010298661
0.828    2 0.0010298661
0.8281   2 0.0010298661
0.8282   1 0.0005149331
0.829    1 0.0005149331
0.8297   1 0.0005149331
0.8298   1 0.0005149331
0.8302   1 0.0005149331
0.8305   1 0.0005149331
0.831    1 0.0005149331
0.8313   1 0.0005149331
0.8315   1 0.0005149331
0.8318   2 0.0010298661
0.8323   1 0.0005149331
0.8324   1 0.0005149331
0.8326   2 0.0010298661
0.8327   1 0.0005149331
0.8328   1 0.0005149331
0.8333   4 0.0020597322
0.8337   1 0.0005149331
0.8342   1 0.0005149331
0.8343   1 0.0005149331
0.8347   1 0.0005149331
0.8348   1 0.0005149331
0.8355   2 0.0010298661
0.8357   1 0.0005149331
0.8364   1 0.0005149331
0.8366   1 0.0005149331
0.8368   1 0.0005149331
0.8369   1 0.0005149331
0.8378   1 0.0005149331
0.8383   1 0.0005149331
0.8384   1 0.0005149331
0.8394   1 0.0005149331
0.84     1 0.0005149331
0.8402   1 0.0005149331
0.8406   2 0.0010298661
0.8413   1 0.0005149331
0.8414   1 0.0005149331
0.8421   1 0.0005149331
0.8428   1 0.0005149331
0.8433   1 0.0005149331
0.8435   1 0.0005149331
0.8439   1 0.0005149331
0.8446   1 0.0005149331
0.8454   1 0.0005149331
0.8455   1 0.0005149331
0.8462   1 0.0005149331
0.8467   1 0.0005149331
0.8468   1 0.0005149331
0.8469   1 0.0005149331
0.8472   1 0.0005149331
0.8475   1 0.0005149331
0.8478   1 0.0005149331
0.8479   2 0.0010298661
0.8482   1 0.0005149331
0.849    1 0.0005149331
0.8491   1 0.0005149331
0.8493   1 0.0005149331
0.85     2 0.0010298661
0.8506   2 0.0010298661
0.8507   1 0.0005149331
0.8508   1 0.0005149331
0.851    1 0.0005149331
0.8519   1 0.0005149331
0.8522   1 0.0005149331
0.8525   1 0.0005149331
0.8527   1 0.0005149331
0.8533   1 0.0005149331
0.8535   1 0.0005149331
0.8537   1 0.0005149331
0.8538   1 0.0005149331
0.8551   1 0.0005149331
0.8552   1 0.0005149331
0.8553   1 0.0005149331
0.8555   1 0.0005149331
0.8556   1 0.0005149331
0.8558   1 0.0005149331
0.8559   1 0.0005149331
0.8562   1 0.0005149331
0.8571   5 0.0025746653
0.8581   1 0.0005149331
0.8582   1 0.0005149331
0.8583   1 0.0005149331
0.8592   1 0.0005149331
0.86     1 0.0005149331
0.8605   1 0.0005149331
0.8608   1 0.0005149331
0.8613   1 0.0005149331
0.8618   2 0.0010298661
0.862    1 0.0005149331
0.8625   1 0.0005149331
0.8628   1 0.0005149331
0.8633   2 0.0010298661
0.8643   1 0.0005149331
0.8644   1 0.0005149331
0.8649   2 0.0010298661
0.8667   2 0.0010298661
0.8668   1 0.0005149331
0.867    1 0.0005149331
0.8675   1 0.0005149331
0.8684   1 0.0005149331
0.8687   2 0.0010298661
0.8689   1 0.0005149331
0.8704   1 0.0005149331
0.8711   1 0.0005149331
0.8719   1 0.0005149331
0.8723   1 0.0005149331
0.8736   1 0.0005149331
0.8737   1 0.0005149331
0.8738   1 0.0005149331
0.8739   1 0.0005149331
0.8745   2 0.0010298661
0.8749   1 0.0005149331
0.875    1 0.0005149331
0.8751   1 0.0005149331
0.8753   1 0.0005149331
0.8761   1 0.0005149331
0.8762   1 0.0005149331
0.8765   1 0.0005149331
0.878    1 0.0005149331
0.8781   1 0.0005149331
0.8782   1 0.0005149331
0.8784   1 0.0005149331
0.8785   1 0.0005149331
0.8791   2 0.0010298661
0.8793   1 0.0005149331
0.88     1 0.0005149331
0.8808   1 0.0005149331
0.881    1 0.0005149331
0.8814   1 0.0005149331
0.882    1 0.0005149331
0.8822   1 0.0005149331
0.8824   1 0.0005149331
0.8826   1 0.0005149331
0.883    1 0.0005149331
0.8836   1 0.0005149331
0.8838   1 0.0005149331
0.8839   1 0.0005149331
0.8846   1 0.0005149331
0.8847   1 0.0005149331
0.8848   1 0.0005149331
0.885    2 0.0010298661
0.8853   1 0.0005149331
0.8856   1 0.0005149331
0.8864   1 0.0005149331
0.8869   1 0.0005149331
0.887    1 0.0005149331
0.8872   1 0.0005149331
0.8875   1 0.0005149331
0.8876   1 0.0005149331
0.8879   1 0.0005149331
0.8881   1 0.0005149331
0.8889   3 0.0015447992
0.8891   2 0.0010298661
0.8898   1 0.0005149331
0.8902   1 0.0005149331
0.8905   1 0.0005149331
0.8906   1 0.0005149331
0.8913   1 0.0005149331
0.8915   1 0.0005149331
0.8916   1 0.0005149331
0.8922   1 0.0005149331
0.8923   1 0.0005149331
0.8924   1 0.0005149331
0.8934   1 0.0005149331
0.8937   1 0.0005149331
0.8942   1 0.0005149331
0.8945   1 0.0005149331
0.8947   1 0.0005149331
0.8951   1 0.0005149331
0.8955   1 0.0005149331
0.896    1 0.0005149331
0.8964   1 0.0005149331
0.8966   1 0.0005149331
0.8969   1 0.0005149331
0.8984   1 0.0005149331
0.8998   1 0.0005149331
0.8999   1 0.0005149331
0.9      4 0.0020597322
0.9005   2 0.0010298661
0.9016   1 0.0005149331
0.9026   1 0.0005149331
0.9046   1 0.0005149331
0.9048   1 0.0005149331
0.9053   1 0.0005149331
0.9057   1 0.0005149331
0.9063   1 0.0005149331
0.9086   2 0.0010298661
0.9091   1 0.0005149331
0.9096   1 0.0005149331
0.9098   1 0.0005149331
0.9099   1 0.0005149331
0.9101   1 0.0005149331
0.9106   1 0.0005149331
0.9116   1 0.0005149331
0.9118   1 0.0005149331
0.9124   1 0.0005149331
0.913    1 0.0005149331
0.9139   1 0.0005149331
0.914    1 0.0005149331
0.9146   1 0.0005149331
0.9147   1 0.0005149331
0.9158   1 0.0005149331
0.9162   1 0.0005149331
0.9166   1 0.0005149331
0.917    1 0.0005149331
0.9171   1 0.0005149331
0.9174   1 0.0005149331
0.9178   1 0.0005149331
0.9195   1 0.0005149331
0.92     1 0.0005149331
0.9218   1 0.0005149331
0.9219   2 0.0010298661
0.9231   1 0.0005149331
0.924    2 0.0010298661
0.9247   1 0.0005149331
0.9255   1 0.0005149331
0.9256   1 0.0005149331
0.9258   1 0.0005149331
0.9264   1 0.0005149331
0.9266   1 0.0005149331
0.9273   1 0.0005149331
0.9274   1 0.0005149331
0.9283   1 0.0005149331
0.9285   1 0.0005149331
0.9286   1 0.0005149331
0.9291   1 0.0005149331
0.9321   1 0.0005149331
0.9323   1 0.0005149331
0.9349   1 0.0005149331
0.9355   1 0.0005149331
0.937    1 0.0005149331
0.9375   1 0.0005149331
0.9378   1 0.0005149331
0.9397   1 0.0005149331
0.94     1 0.0005149331
0.9407   1 0.0005149331
0.9413   1 0.0005149331
0.9419   1 0.0005149331
0.9424   1 0.0005149331
0.9441   1 0.0005149331
0.9444   3 0.0015447992
0.9479   1 0.0005149331
0.9489   1 0.0005149331
0.949    1 0.0005149331
0.9497   1 0.0005149331
0.95     1 0.0005149331
0.9522   1 0.0005149331
0.9529   1 0.0005149331
0.9531   1 0.0005149331
0.954    1 0.0005149331
0.9551   1 0.0005149331
0.9561   1 0.0005149331
0.9573   2 0.0010298661
0.9579   1 0.0005149331
0.958    1 0.0005149331
0.9601   1 0.0005149331
0.9609   1 0.0005149331
0.9618   1 0.0005149331
0.9619   1 0.0005149331
0.962    1 0.0005149331
0.9624   1 0.0005149331
0.9632   1 0.0005149331
0.9643   1 0.0005149331
0.9675   1 0.0005149331
0.9687   1 0.0005149331
0.9691   1 0.0005149331
0.9714   1 0.0005149331
0.9715   1 0.0005149331
0.9719   1 0.0005149331
0.9724   1 0.0005149331
0.9726   1 0.0005149331
0.9731   1 0.0005149331
0.9733   1 0.0005149331
0.974    1 0.0005149331
0.9762   1 0.0005149331
0.9767   2 0.0010298661
0.9779   1 0.0005149331
0.9781   1 0.0005149331
0.9785   1 0.0005149331
0.9787   1 0.0005149331
0.9796   1 0.0005149331
0.9801   2 0.0010298661
0.9819   1 0.0005149331
0.9832   1 0.0005149331
0.9833   1 0.0005149331
0.9842   1 0.0005149331
0.9863   1 0.0005149331
0.9872   1 0.0005149331
0.988    1 0.0005149331
0.9885   1 0.0005149331
0.9886   1 0.0005149331
0.99     1 0.0005149331
0.9901   1 0.0005149331
0.9911   1 0.0005149331
0.9925   1 0.0005149331
0.9928   1 0.0005149331
0.9929   1 0.0005149331
0.9937   1 0.0005149331
0.9946   1 0.0005149331
0.9982   1 0.0005149331
1       72 0.0370751802
COMP_ORIG_YR4_RT Frequency 
[1] 2803
             COMP        COMPF
0.022397892     1 0.0003567606
0.0240043644    1 0.0003567606
0.0269662921    1 0.0003567606
0.0317073171    1 0.0003567606
0.0340775558    1 0.0003567606
0.0376175549    1 0.0003567606
0.0385271054    1 0.0003567606
0.0430522565    5 0.0017838031
0.0473457676    1 0.0003567606
0.0476190476    1 0.0003567606
0.0494464945    1 0.0003567606
0.0521172638    1 0.0003567606
0.0542328042    1 0.0003567606
0.0561797753    1 0.0003567606
0.0566722501    1 0.0003567606
0.0595567867    1 0.0003567606
0.0623471883    1 0.0003567606
0.062794685     1 0.0003567606
0.0628930818    1 0.0003567606
0.0655737705    3 0.0010702818
0.0663129973    1 0.0003567606
0.0735294118    1 0.0003567606
0.073800738     1 0.0003567606
0.074433657     1 0.0003567606
0.075862069     1 0.0003567606
0.0765004227    1 0.0003567606
0.077147016     1 0.0003567606
0.0777777778    1 0.0003567606
0.0804157549    1 0.0003567606
0.0809248555    1 0.0003567606
0.0819032761    1 0.0003567606
0.0822147651    1 0.0003567606
0.0836575875    1 0.0003567606
0.0848678943    1 0.0003567606
0.0874635569    1 0.0003567606
0.0884485259    1 0.0003567606
0.0885608856    1 0.0003567606
0.0887096774    1 0.0003567606
0.0916568743    2 0.0007135212
0.0935350757    1 0.0003567606
0.0940514469    1 0.0003567606
0.0941176471    1 0.0003567606
0.094214876     1 0.0003567606
0.0950413223    1 0.0003567606
0.0957446809    1 0.0003567606
0.0958980044    1 0.0003567606
0.0975232198    1 0.0003567606
0.098245614     1 0.0003567606
0.099112426     1 0.0003567606
0.1001221001    1 0.0003567606
0.1002872813    1 0.0003567606
0.101010101     1 0.0003567606
0.1013513514    1 0.0003567606
0.1016713092    1 0.0003567606
0.1033787191    1 0.0003567606
0.1034482759    1 0.0003567606
0.1048218029    2 0.0007135212
0.1049543677    1 0.0003567606
0.1088709677    1 0.0003567606
0.112716763     1 0.0003567606
0.1132616487    1 0.0003567606
0.1133836944   94 0.0335354977
0.1134020619    1 0.0003567606
0.1163434903    1 0.0003567606
0.1164556962    3 0.0010702818
0.1182607427    1 0.0003567606
0.1192528736    1 0.0003567606
0.1192944172    1 0.0003567606
0.1204379562    1 0.0003567606
0.1215805471    1 0.0003567606
0.1218543046    1 0.0003567606
0.1228070175    1 0.0003567606
0.1229735073    1 0.0003567606
0.1230068337    1 0.0003567606
0.1241666667    3 0.0010702818
0.1249371543    2 0.0007135212
0.125           1 0.0003567606
0.1262135922    1 0.0003567606
0.1271676301    1 0.0003567606
0.1281269067    1 0.0003567606
0.1293375394    1 0.0003567606
0.1293634497    1 0.0003567606
0.1298838437    1 0.0003567606
0.1302816901    1 0.0003567606
0.1304347826    1 0.0003567606
0.1327241079    2 0.0007135212
0.1330935252    1 0.0003567606
0.1342281879    1 0.0003567606
0.1350739511    5 0.0017838031
0.1352459016    1 0.0003567606
0.1357526882    1 0.0003567606
0.1358024691    2 0.0007135212
0.1361783745   22 0.0078487335
0.1368322399    1 0.0003567606
0.1375045471    1 0.0003567606
0.1385390428    1 0.0003567606
0.1395348837    1 0.0003567606
0.1401699029    4 0.0014270425
0.1428571429    2 0.0007135212
0.1433566434    1 0.0003567606
0.143989432     1 0.0003567606
0.1441717791    1 0.0003567606
0.1444833625    1 0.0003567606
0.1457142857    1 0.0003567606
0.1457431457    1 0.0003567606
0.146090535     1 0.0003567606
0.1463233474    1 0.0003567606
0.1466311197    1 0.0003567606
0.1478132193   16 0.0057081698
0.1482000935    1 0.0003567606
0.1484759095    2 0.0007135212
0.1485148515    1 0.0003567606
0.1492743607    1 0.0003567606
0.1494845361    1 0.0003567606
0.1498929336    2 0.0007135212
0.149962321     1 0.0003567606
0.15            1 0.0003567606
0.1511412708    2 0.0007135212
0.1515151515    1 0.0003567606
0.1516278553   26 0.0092757760
0.1517241379    1 0.0003567606
0.1525551102    1 0.0003567606
0.1532091097    1 0.0003567606
0.1545064378    1 0.0003567606
0.1547148504   29 0.0103460578
0.1556503198    1 0.0003567606
0.1558245083    1 0.0003567606
0.1563909774    1 0.0003567606
0.1570545829    1 0.0003567606
0.1586826347    1 0.0003567606
0.1594123049    1 0.0003567606
0.1594877765    1 0.0003567606
0.1604938272    1 0.0003567606
0.1606765328    1 0.0003567606
0.160772757     1 0.0003567606
0.160899654     1 0.0003567606
0.1613800779    1 0.0003567606
0.1621271077    1 0.0003567606
0.1622035195    1 0.0003567606
0.1627358491    1 0.0003567606
0.1641856392    1 0.0003567606
0.1642857143    1 0.0003567606
0.1644736842    1 0.0003567606
0.164556962     1 0.0003567606
0.1666666667    1 0.0003567606
0.1669865643    1 0.0003567606
0.1672862454    1 0.0003567606
0.1675062972    1 0.0003567606
0.1683794466    1 0.0003567606
0.1685738208   11 0.0039243667
0.1690544413    1 0.0003567606
0.1705685619    1 0.0003567606
0.1705882353    1 0.0003567606
0.1709386443   11 0.0039243667
0.1711606096    1 0.0003567606
0.1730981257    1 0.0003567606
0.1731123389    1 0.0003567606
0.1732831063    1 0.0003567606
0.1736950752    1 0.0003567606
0.1743638077    1 0.0003567606
0.1750841751    1 0.0003567606
0.1754010695    1 0.0003567606
0.1757575758    2 0.0007135212
0.1760808926    1 0.0003567606
0.1800878477    1 0.0003567606
0.1808219178    1 0.0003567606
0.1810300867    1 0.0003567606
0.182374541     1 0.0003567606
0.1827956989    1 0.0003567606
0.1840425532    1 0.0003567606
0.1845416417    1 0.0003567606
0.1852502195    1 0.0003567606
0.1860841424    1 0.0003567606
0.1865702358   10 0.0035676061
0.1867924528    1 0.0003567606
0.1868686869    1 0.0003567606
0.1869158879    1 0.0003567606
0.1875          1 0.0003567606
0.1884355238   78 0.0278273279
0.1885202738    1 0.0003567606
0.1890909091    1 0.0003567606
0.1914285714    1 0.0003567606
0.1918819188    1 0.0003567606
0.1928429423    2 0.0007135212
0.1934306569    1 0.0003567606
0.1935483871    1 0.0003567606
0.1937172775    2 0.0007135212
0.1940298507    1 0.0003567606
0.1947368421    1 0.0003567606
0.1947743468    1 0.0003567606
0.194954955     6 0.0021405637
0.1956124314    1 0.0003567606
0.1956521739    1 0.0003567606
0.1959183673    2 0.0007135212
0.1966292135    1 0.0003567606
0.1974741676    1 0.0003567606
0.1982142857    1 0.0003567606
0.1985294118    1 0.0003567606
0.1985815603    1 0.0003567606
0.2             1 0.0003567606
0.2006167552    1 0.0003567606
0.2009884679    1 0.0003567606
0.2013392857    1 0.0003567606
0.203087886     1 0.0003567606
0.2032258065    1 0.0003567606
0.2035595106    1 0.0003567606
0.2039498671    1 0.0003567606
0.2050113895    1 0.0003567606
0.206500956     1 0.0003567606
0.2066590126    1 0.0003567606
0.206959707     1 0.0003567606
0.2071005917    1 0.0003567606
0.2071129707    1 0.0003567606
0.2072072072    1 0.0003567606
0.2073170732    1 0.0003567606
0.207780725     1 0.0003567606
0.2081300813    1 0.0003567606
0.2083333333    2 0.0007135212
0.2085561497    1 0.0003567606
0.2086614173    1 0.0003567606
0.2088122605    1 0.0003567606
0.2093023256    1 0.0003567606
0.2103264996    1 0.0003567606
0.210467706     3 0.0010702818
0.2105263158    1 0.0003567606
0.2119565217    1 0.0003567606
0.2122236169    3 0.0010702818
0.212962963     1 0.0003567606
0.2131736527    1 0.0003567606
0.2134251291    1 0.0003567606
0.2134831461    1 0.0003567606
0.2135655362    3 0.0010702818
0.2137834037    1 0.0003567606
0.214091086     1 0.0003567606
0.2142857143    1 0.0003567606
0.2150537634    1 0.0003567606
0.2150930851    1 0.0003567606
0.2152230971    1 0.0003567606
0.2159090909    1 0.0003567606
0.2173913043    1 0.0003567606
0.2181168057    1 0.0003567606
0.2183673469    1 0.0003567606
0.2196202532    1 0.0003567606
0.2198347107    1 0.0003567606
0.2202876609    1 0.0003567606
0.2207896857    1 0.0003567606
0.2211885103    1 0.0003567606
0.2214111922    1 0.0003567606
0.2227559884   10 0.0035676061
0.2236421725    1 0.0003567606
0.2247191011    1 0.0003567606
0.2249443207    1 0.0003567606
